rest_id,rest_name,rest_address,rest_ratings,latitude,longitude,zipcode
261,Mandala Kitchen & Bar,"1100 S Lamar Blvd, Ste 1125, Austin, TX 78704",4.5,30.255356,-97.762147,78704
262,The Beer Plant,"3110 Windsor Rd, Austin, TX 78703",4,30.2966658,-97.7676046,78703
263,Tumble 22 Chicken Joint,"7211 Burnet Rd, Austin, TX 78757",4,30.347971,-97.735312,78757
264,Ellis,"111 Congress Ave, Austin, TX 78701",4.5,30.263536,-97.743585,78701
265,Llama Queen,"4620 E Cesar Chavez, Ste 1, Austin, TX 78702",4,30.25219486,-97.7029244,78702
266,Fonda San Miguel,"2330 W North Loop Blvd, Austin, TX 78756",4,30.32545,-97.7435,78756
267,Julie's Handmade Noodles,"2512 Rio Grande St, Austin, TX 78705",4,30.29051,-97.74464,78705
268,15th Street Cafe,"303 W 15th St, Austin, TX 78701",4,30.27749651,-97.74288937,78701
269,Tiny Boxwoods,"1503 W 35th St, Austin, TX 78703",3.5,30.30598409,-97.74959881,78703
270,Granny's Tacos,"1401 E 7th St, Austin, TX 78702",4.5,30.26436683,-97.72800189,78702
271,Chapulín Cantina,"1610 S Congress Ave, Austin, TX 78704",4,30.2472698,-97.75078138,78704
272,Maiko Sushi,"207 San Jacinto Blvd, Ste 202, Austin, TX 78701",4,30.26427,-97.74127,78701
273,Mattie's,"811 W Live Oak St, Green Pastures, Austin, TX 78704",4,30.245335,-97.7628288,78704
274,Soto South Lamar,"1100 S Lamar Blvd, Ste 2115, Austin, TX 78704",4.5,30.25570084,-97.76207951,78704
275,Joann’s Fine Foods,"1224 S Congress Ave, Austin, TX 78704",4,30.25157,-97.74915,78704
276,J Prime Steakhouse - Austin,"301 Brazos St, Ste 150, Austin, TX 78701",4.5,30.2648096,-97.74160646,78701
277,Mai Thai Restaurant,"207 San Jacinto Blvd, Ste 201, Austin, TX 78701",4,30.26427,-97.74127,78701
278,Sugar Pine,"8578 Research Blvd, Austin, TX 78758",4.5,30.36184,-97.71761,78758
279,Verbena,"612 W 6th St, Austin, TX 78701",3.5,30.26992426,-97.74890707,78701
280,Elementary,"2026 S Lamar Blvd, Austin, TX 78704",3.5,30.24921697,-97.7685598,78704
281,Moody's Kitchen and Bar,"2530 Guadalupe St, Austin, TX 78705",3.5,30.28992422,-97.74158495,78705
282,Lima Criolla,"6406 N Interstate 35 Frontage Rd, Ste 1550, Austin, TX 78752",4,30.326379,-97.707544,78752
283,Blue Dahlia Bistro,"3663 Bee Cave Rd, West Lake Hills, TX 78746",4,30.27857485,-97.80769711,78746
284,The Brewtorium Brewery & Kitchen,"6015 Dillard Cir, Ste A, Austin, TX 78752",4,30.32588843,-97.71753391,78752
285,Bento Teppanyaki,"1201 Barbara Jordan Blvd, Ste 1230, Austin, TX 78723",4,30.30597587,-97.70823417,78723
286,Ma’Coco,"501 Comal St, Austin, TX 78702",4,30.26225,-97.7267,78702
287,Saveurs la Boulangerie,"3801 N Capital Of Texas Hwy, Ste D 180, Austin, TX 78701",4,30.33684787,-97.8042941,78701
288,Camp Out,"6700 Burnet Rd, Austin, TX 78757",3.5,30.34306158,-97.7392194,78757
289,Taquero Mucho,"508 West Ave, Austin, TX 78701",3.5,30.27009,-97.75113,78701
290,Uroko,"1023 Springdale Rd, Bldg 1, Ste C, Austin, TX 78721",4.5,30.26768004,-97.69384849,78721
291,Lou's,"1900 E Cesar Chavez St, Austin, TX 78702",4,30.25722,-97.72439,78702
292,Out of Nowhere ATX,"308 Congress Ave, Austin, TX 78701",5,30.26569,-97.74394,78701
293,White Tiger,"1321 S Congress Ave, Austin, TX 78704",4,30.250329,-97.749101,78704
294,Cantina 512,"70 Rainey St, Ste 100, Austin, TX 78701",3.5,30.2586098,-97.73893455,78701
295,Epicerie At The Contemporary,"3809 W 35th St, Austin, TX 78703",5,30.31218253,-97.77433388,78703
296,Bangers Sausage House & Beer Garden,"79 81 & 81.5 Rainey St, Austin, TX 78701",4,30.258905,-97.738413,78701
297,5280 Burger and Taphouse,"7034 Wood Hollow Dr, Austin, TX 78731",4.5,30.3524974,-97.75417057,78731
298,Gino's Vino Osteria,"1239 E 51st St, Austin, TX 78723",4.5,30.307265,-97.706995,78723
299,The OASIS on Lake Travis,"6550 Comanche Trl, Austin, TX 78732",2.5,30.40550206,-97.87414164,78732
300,Oye Chico,"406 Walsh St, Austin, TX 78703",4.5,30.27132812,-97.75866057,78703
301,Ahhan Lao Kitchen,"5610 N Interstate 35 Frontage Rd, Austin, TX 78751",4.5,30.31648,-97.70811,78751
302,Jan Chi Korean Cuisine & BBQ,"3808 Spicewood Springs Rd, Ste 104, Austin, TX 78759",4,30.3650066,-97.74901643,78759
303,Nori,"3208 Guadalupe St, Ste B, Austin, TX 78705",4.5,30.2999,-97.74031,78705
304,Double Trouble,"103 E North Lp Blvd, Austin, TX 78751",4,30.31748761,-97.722124,78751
305,The Front Page,"1023 Springdale Rd, Bldg 1 Ste F, Austin, TX 78721",4.5,30.26742675,-97.69386486,78721
306,Fareground At One Eleven,"111 Congress Ave, Austin, TX 78701",4,30.26368,-97.74367,78701
307,Nightcap,"1401 W 6th St, Austin, TX 78703",4,30.27371,-97.76045,78703
308,Otoko,"1603 S Congress Ave, Austin, TX 78704",4.5,30.2474,-97.75006,78704
309,Heo Eatery,"6929 Airport Blvd, Ste 132, Austin, TX 78752",4.5,30.3371041,-97.7167195,78752
310,The Jackalope,"404 E 6th St, Austin, TX 78701",4,30.26732,-97.73892,78701
311,De Smash Burger,"705 W 6th St, Austin, TX 78701",5,30.26984802,-97.749945,78701
312,Texas Chili Parlor,"1409 Lavaca St, Austin, TX 78701",4,30.27696,-97.74197,78701
313,Sushi Junai Omakase,"315 Congress Ave, Ste 100, Austin, TX 78701",4.5,30.265615,-97.743268,78701
314,Neighborhood Sushi,"1716 S Congress Ave, Austin, TX 78704",4,30.24653,-97.75109,78704
315,L&L Hawaiian Barbecue,"3601 W William Cannon Dr, Ste 300, Austin, TX 78749",4,30.21531013,-97.83335123,78749
316,Players,"300 W Martin Luther King Dr, Austin, TX 78701",3.5,30.281663,-97.7412463,78701
317,Carpenters Hall,"400 Josephine St, Austin, TX 78704",4,30.26215,-97.75871,78704
318,Bep Co Tham - KN Kitchen,"10901 N Lamar Blvd, Ste A101, Austin, TX 78753",4.5,30.378012,-97.68594,78753
319,Love Supreme,"2805 Manor Rd, Austin, TX 78722",4,30.28511423,-97.71167836,78722
320,Food Food,"2727 Exposition Blvd, Ste 112, Austin, TX 78703",4,30.303975,-97.763838,78703
321,Taco Flats - Clarksville,"1110 W Lynn St, Austin, TX 78703",3.5,30.280099,-97.759509,78703
322,Masa y Más,"1817 S Lamar Blvd, Austin, TX 78704",4,30.24966,-97.76647,78704
323,Chi'Lantro BBQ,"1201 Barbara Jordan Blvd, Ste 1460, Austin, TX 78723",4,30.30527465,-97.70825859,78723
324,Flower Child - West Lake Hills,"3300 Bee Cave Rd, Ste 150, West Lake Hills, TX 78746",4.5,30.274805,-97.799185,78746
325,Mezze Cafe,"504 W Oltorf St, Austin, TX 78704",4.5,30.24181762,-97.7581593,78704
326,Tyson's Tacos,"4905 Airport Blvd, Austin, TX 78751",4,30.30962298,-97.7153486,78751
327,The Git Out,"4930 South Congress Ave, Ste C-304, Austin, TX 78745",4.5,30.21218186,-97.77126587,78745
328,Mary's Cafe,"3209 Red River St, Austin, TX 78705",4.5,30.2914204,-97.7269608,78705
329,Cuba 512,"6800 West Gate Blvd, Ste 112, Austin, TX 78745",4,30.209067,-97.816031,78745
330,Jack Allen's Kitchen Anderson Lane,"3010 W Anderson Ln, Ste D, Austin, TX 78757",4.5,30.361396,-97.739671,78757
331,Bun Belly,"6929 Airport Blvd, Ste 132, Austin, TX 78752",4,30.33716328,-97.71672222,78752
332,DEE DEE,"4204 Manchaca Rd, Austin, TX 78745",4.5,30.2315332,-97.7877942,78745
333,CAVA,"515 Congress Ave, Austin, TX 78701",4.5,30.26783809,-97.74269919,78701
334,Hank's,"5811 Berkman Dr, Ste 100, Austin, TX 78723",3.5,30.312447,-97.692931,78723
335,Doc B's Restaurant + Bar,"3001 Palm Way, Ste 120, Austin, TX 78758",4.5,30.402758,-97.719745,78758
336,The Carillon,"1900 University Ave, Austin, TX 78705",4.5,30.2818694,-97.74003574,78705
337,Ciclo,"98 San Jacinto Blvd, Austin, TX 78701",4,30.26152727,-97.74175913,78701
338,Kismet Cafe,"1000 E 41st St, Ste 200, Austin, TX 78751",4.5,30.29983596,-97.72141602,78751
339,Taco Joint,"134 E Riverside Dr, Austin, TX 78704",4.5,30.25637,-97.74552,78704
340,Bombay To Kathmandu Kitchen and Curry Pizza,"6700 Middle Fiskville Rd, Suits 406, Austin, TX 78752",4.5,30.32887,-97.70751,78752
341,K BBQ,"6929 Airport Blvd, Ste 176, Austin, TX 78752",4,30.33644594,-97.71723552,78752
342,Buenos Aires Café - Este,"1201 E 6th St, Austin, TX 78702",4,30.26414,-97.73044,78702
343,Oddwood Ales,"3108 Manor Rd, Austin, TX 78723",4.5,30.28681,-97.70528,78723
344,Galaxy Cafe,"1000 W Lynn St, Austin, TX 78703",4,30.27937,-97.75999,78703
345,Mission Burger,"2209 S Congress Ave, Austin, TX 78704",5,30.240896,-97.752317,78704
346,Picnik - South 1st,"1600 S First St, Ste 110, Austin, TX 78704",4,30.24887,-97.75568,78704
347,USTA KABABGY,"9310 North Lamar Blvd, Austin, TX 78753",4.5,30.3625187,-97.6984345,78753
348,Littlefield's Tacos + Coffee,"2401 Winsted Ln, Austin, TX 78722",4,30.2929146,-97.76049962,78722
349,Casa do Brasil,"10515 N Mopac Expy Nb, Austin, TX 78759",4.5,30.38592971,-97.73426931,78759
350,Sway,"3437 Bee Cave Rd, West Lake Hills, TX 78746",3.5,30.27650369,-97.8040124,78746
351,Bill’s Oyster,"205 West 3rd St, Austin, TX 78701",4,30.26566006,-97.745661,78701
352,Oh K-Dog,"6929 Airport Blvd, Ste 133, Austin, TX 78752",4,30.33689885,-97.71666048,78752
353,Mason's Famous Lobster Rolls - Austin,"200 Congress Ave, Austin, TX 78701",4,30.26473613,-97.74460337,78701
354,Zombie Taco,"2552 Guadalupe St, Unit 100, Austin, TX 78705",4,30.2900268,-97.7412256,78705
355,FoodHeads,"616 W 34th St, Austin, TX 78705",4.5,30.30091,-97.7403,78705
356,Vaquero Taquero,"603 Sabine St, Austin, TX 78751",4.5,30.2665073,-97.7358353,78751
357,Lebowski's Grill,"8909 Burnet Rd, Austin, TX 78757",4.5,30.37186,-97.72586,78757
358,Gyu-Kaku Japanese BBQ,"1211 East 5th St, Ste 100, Austin, TX 78702",4,30.26330222,-97.73076914,78702
359,Ichi Umi Sushi,"9503 Research Blvd, Ste 500, Austin, TX 78759",4.5,30.386785,-97.741872,78759
360,Little Wu,"111 Congress Ave, Austin, TX 78701",3.5,30.26374,-97.74365,78701
361,Bar Louie,"3401 N Interstate Hwy 35, Ste 2002, Austin, TX 78722",4.5,30.29169,-97.72115,78722
362,Allday,"3111 W 35th St, Austin, TX 78703",4,30.313242,-97.766923,78703
363,The Southern Soul Bowl,"6500 Springdale Rd, Austin, TX 78723",5,30.30841,-97.66945,78723
364,Happy Chicks,"214 E 6th St, Austin, TX 78701",3.5,30.26763931,-97.740781,78701
365,Westlake Wine Bar,"3801 N Capital Of Texas Hwy, Ste A-180, Austin, TX 78746",4,30.33540382,-97.80542063,78746
366,Honest Mary's,"4800 Burnet Rd, Ste C300, Austin, TX 78756",4,30.31884361,-97.73968188,78756
367,Soup Man,"1819 S Pleasant Valley Rd, Austin, TX 78741",4.5,30.23452,-97.7210007,78741
368,Yellow Jacket Social Club,"1704 E 5th St, Austin, TX 78702",4,30.26159,-97.72456,78702
369,Ceviche7,"502 W 30th St, Austin, TX 78705",5,30.29634,-97.74139,78705
370,Pearl Dive Oyster Bar,"1611 W 5th St, Ste 105, Austin, TX 78703",4,30.2739251,-97.7644631,78703
371,Tillery Kitchen & Bar,"3201 E Cesar Chavez St, Austin, TX 78702",4,30.25153,-97.70872,78702
372,Honey Moon Spirit Lounge,"624 W 34th St, Austin, TX 78705",4.5,30.301011,-97.740579,78705
373,Blue Lacy,"1825 McBee St, Austin, TX 78723",2.5,30.29800783,-97.70460676,78723
374,"Snooze, an A.M. Eatery","3800 North Lamar Blvd, Ste 120, Austin, TX 78756",4,30.305832,-97.743182,78756
375,Brooklyn Dumpling Shop,"1401 E 6th St, Austin, TX 78702",3.5,30.26356985,-97.72838422,78702
376,Austin's Very Own Saltt,"2525 W Anderson Ln, Ste 130 -Bldg 3, Austin, TX 78757",5,30.35496183,-97.7328861,78757
377,Jim’s Smokehouse,"6900 Ranch Rd 620, Austin, TX 78732",5,30.40277368,-97.85523623,78732
378,Greenade,"2100 University Ave, Austin, TX 78705",4.5,30.28289,-97.74072,78705
379,Komé,"5301 Airport Blvd, Ste 100, Austin, TX 78751",4,30.31427,-97.71463,78751
380,Thyme Out Cafe,"4900 Mueller Blvd, Dell Children's Medical Center, Austin, TX 78723",5,30.30319562,-97.7064343,78723
381,Wee's Cozy Kitchen,"2400 Rio Grande St, Austin, TX 78705",4.5,30.28823337,-97.74500371,78705
382,Las Bis,"721 Congress Ave, Fl 8, Austin, TX 78701",4.5,30.269708,-97.741973,78701
383,K-Bop,"2002 Guadalupe St, Ste B, Austin, TX 78705",4,30.2829,-97.74238,78705
384,Cosmic Saltillo,"1300 E 4th St, Austin, TX 78702",4.5,30.26229966,-97.72998693,78702
385,Honest Mary's,"9828 Great Hills Trl, Ste 300, Austin, TX 78759",4.5,30.39510173,-97.74837785,78759
386,Pool Burger,"2315 Lake Austin Blvd, Austin, TX 78703",3.5,30.2778,-97.7725899,78703
387,Pho Please,"1920 East Riverside Dr, Ste D140, Austin, TX 78741",4.5,30.243163,-97.72809,78741
388,Sunny's Backyard,"3526 E 7th St, Austin, TX 78702",4.5,30.256489,-97.701921,78702
389,Sa-Tén - Canopy,"916 Springdale Rd, Bldg 3, Ste 101, Austin, TX 78702",4.5,30.2619598,-97.6990253,78702
390,Lefty's Brick Bar,"1813 E 6th St, Austin, TX 78702",4.5,30.26178361,-97.72313335,78702
391,Fourth & CO,"208 W 4th St, Unit D, Austin, TX 78701",3.5,30.26698,-97.74524534,78701
392,Taste Of Home Handmade Dumplings,"10901 N Lamar Blvd, Ste B-203, Austin, TX 78753",4,30.37783784,-97.68486143,78753
393,Dosa Shack,"5000 Burnet Rd, Austin, TX 78756",4.5,30.32118718,-97.7395378,78756
394,Saffron - Austin,"3616 Far W Blvd, Ste 113, Austin, TX 78731",4.5,30.355001,-97.755511,78731
395,Curra’s Hyde Park,"4215 Duval St, Austin, TX 78751",4,30.30437,-97.72601,78751
396,CAVA,"3201 Bee Caves Rd, Ste 100, Austin, TX 78746",4,30.27309274,-97.79921539,78746
397,Bird Bird Biscuit,"1401 W Koenig Ln, Austin, TX 78756",4.5,30.33079727,-97.73199202,78756
398,La Santa Barbacha,"2806 Manor Rd, Austin, TX 78722",4.5,30.28575604,-97.7115952,78722
399,Spicy Town Fresh Indian Cuisine,"5610 N Interstate Hwy 35, Austin, TX 78751",4.5,30.31616,-97.708469,78751
400,Bao’d Up - Mueller Aldrich,"1911 Aldrich St, Ste A1, Austin, TX 78723",4,30.29839335,-97.70454002,78723
401,Lonesome Dove Western Bistro - Austin,"123 W 6th St, Austin, TX 78701",3.5,30.2682,-97.74402,78701
402,Bobo’s Snack Bar,"3850 Airport Blvd, Austin, TX 78722",5,30.28994,-97.70774,78722
403,Elizabeth Street Cafe,"1501 S First St, Austin, TX 78704",3.5,30.24980758,-97.75468551,78704
404,Kerbey Lane Cafe - Central,"3704 Kerbey Ln, Austin, TX 78731",4,30.30803,-97.75047,78731
405,Bulevar,"9400 Arboretum Blvd, Austin, TX 78759",4,30.3896653,-97.7530075,78759
406,Ichi-Umi Sushi & Ramen,"2525 W Anderson Ln, Ste 120, Austin, TX 78757",4,30.354756,-97.73306667,78757
407,Spicy Boys Fried Chicken - Rainey,"75 1/2 Rainey St Austin Tx 78701, Austin, TX 78701",4.5,30.2584,-97.73859,78701
408,Buddy's Burger,"9001 Cameron Rd, Ste 101, Austin, TX 78754",4.5,30.34604078,-97.67666464,78754
409,The Backspace,"507 San Jacinto St, Austin, TX 78701",4,30.26701965,-97.7404066,78701
410,Uchiko,"4200 N Lamar Blvd, Ste 140, Austin, TX 78756",4.5,30.31067,-97.74,78756
411,Kiin Di,"1901 S Lamar Blvd, Austin, TX 78704",4.5,30.24942,-97.76701,78704
412,Ah Sing Den,"1100 E 6th St, Austin, TX 78702",3.5,30.26485,-97.7313,78702
413,East Side King,"2310 S Lamar Blvd, Austin, TX 78704",4,30.24757576,-97.77505493,78704
414,Aviary Wine & Kitchen,"2110 S Lamar Blvd, Ste C, Austin, TX 78704",4.5,30.24824,-97.7715,78704
415,Sammataro ,"2907 E 12th St, Austin, TX 78702",4,30.27564547,-97.70702802,78702
416,Luminaire,"721 Congress Ave, Austin, TX 78701",4,30.26976142,-97.74191788,78701
417,Second Bar & Kitchen - Austin,"1108 East Sixth St, Austin, TX 78702",4.5,30.26468759,-97.73054099,78702
418,Foreign & Domestic,"306 E 53rd St, Austin, TX 78751",4,30.31705799,-97.71956551,78751
419,Tender Thighs,"1016 E 6th St, Shangri-La Patio, Austin, TX 78702",4.5,30.264986,-97.731585,78702
420,The Chuckwagon Cafe,"1601 N Congress, Austin, TX 78701",4.5,30.27822084,-97.73865821,78701
421,Mour Cocina | Bodega,"1414 Shore District Dr, Ste 120, Austin, TX 78741",4,30.2438494,-97.7285157,78741
422,Hook & Reel Cajun Seafood & Bar,"9070 Research Blvd, Ste 305, Austin, TX 78758",4,30.3719203,-97.72744025,78758
423,Via 313 Pizza,"96 Rainey St, Austin, TX 78701",4.5,30.26083,-97.73825,78701
424,Lua Brazil,"Austin, TX 78702",4.5,30.26163,-97.71942,78702
425,Capriotti's Sandwich Shop,"1200 Barbara Jordan Blvd, Ste 360, Austin, TX 78723",4,30.30651562,-97.70741047,78723
426,Chef Choo,"8309 Research Blvd, Ste B, Austin, TX 78758",5,30.35622924,-97.71485677,78758
427,Pedroso's Pizza,"8315 Burnet Rd, Austin, TX 78757",5,30.36399425,-97.72843132,78757
428,Oma's Kitchen,"2025 Guadalupe St, Austin, TX 78701",4,30.28290056,-97.74179601,78701
429,The Mansion at the Commodore Perry Estate,"4100 Red River, Austin, TX 78751",5,30.300425,-97.7222856,78751
430,Space Cowboy,"1917 East 7th St, Austin, TX 78702",3,30.26213602,-97.721464,78702
431,The Peached Tortilla,"3600 Presidential Blvd, East Food Court, Austin, TX 78719",4,30.20490358,-97.66713552,78719
432,The Bon Aire,"9070 Research Blvd, Ste 101, Austin, TX 78758",4.5,30.37267,-97.7280278,78758
433,SoCo Bar & Bites,"300 S Congress Ave, Austin, TX 78704",4,30.25849,-97.74729,78704
434,Home Slice Pizza,"501 E 53rd St, Austin, TX 78751",4.5,30.3163524,-97.71839582,78751
435,Grizzelda's,"105 Tillery St, Austin, TX 78702",3.5,30.25219698,-97.70821112,78702
436,Foxtrot,"1804 S 1st St, Austin, TX 78704",3.5,30.24716,-97.75617,78704
437,Hi Hat Public House,"2121 E 6th St, Austin, TX 78702",4.5,30.26024761,-97.71887076,78702
438,The Kebab Shop,"1201 Barbara Jordan Blvd, Ste 200, Austin, TX 78723",4,30.30636635,-97.70898874,78723
439,Salsa Limón,"3001 Guadalupe St, Austin, TX 78705",4,30.29665,-97.74181,78705
440,Spicy Boys Fried Chicken - East 6th,"1701 E 6th St, Austin, TX 78702",4.5,30.26212008,-97.72451989,78702
441,Austin Taco Project,"500 E 4th St, Austin, TX 78701",3.5,30.26506,-97.73862,78701
442,34th Street Cafe,"1005 W 34th St, Austin, TX 78705",3.5,30.30264854,-97.745224,78705
443,The backYard at Waller Creek,"701 E 11th St, Austin, TX 78701",3.5,30.270172,-97.734031,78701
444,Nasha,"1614 E 7th St, Austin, TX 78702",4,30.26379,-97.7248,78702
445,Cypress Grill,"4404 W William Cannon Dr, Ste L, Austin, TX 78749",4,30.22384809,-97.83891132,78749
446,El Naranjo South Lamar,"2717 S Lamar Blvd, Ste 1085, Austin, TX 78704",4,30.24419821,-97.78098814,78704
447,Swedish Hill,"1120 West 6th St, Austin, TX 78703",3.5,30.2726635,-97.756528,78703
448,Roots Chicken Shak,"1801 E 51st St, Austin, TX 78723",4.5,30.3011623,-97.6989346,78723
449,School House Pub,"2207 Manor Rd, Austin, TX 78722",4,30.28420879,-97.71881621,78722
450,Dovetail Pizza,"1816 S 1st St, Austin, TX 78704",4.5,30.24682065,-97.75640011,78704
451,Blind Salamander Kitchen & Bar,"8212 Barton Club Dr, Austin, TX 78735",4.5,30.29126842,-97.85830338,78735
452,El Pollo Rico,"1815 Airport Blvd, Austin, TX 78702",5,30.28181023,-97.70299937,78702
453,Santorini Cafe,"11800 N Lamar Blvd, Austin, TX 78753",4.5,30.38775433,-97.6841092,78753
454,1886 Cafe & Bakery,"604 Brazos St, Austin, TX 78701",4,30.268032,-97.74195,78701
455,Central Machine Works Brewery and Beer Hall,"4824 E Cesar Chavez St, Austin, TX 78702",4,30.25201,-97.70154,78702
456,Uchi,"801 S Lamar Blvd, Austin, TX 78704",4.5,30.257552,-97.759778,78704
457,SLAB BBQ & Beer,"9012 Research Blvd C4, Ste C4, Austin, TX 78758",4.5,30.3714463,-97.72451034,78758
458,Roaring Fork,"10850 Stonelake Blvd, Austin, TX 78759",4,30.40064,-97.73747,78759
459,Clay Pit,"1601 Guadalupe St, Austin, TX 78701",4,30.2791,-97.74233,78701
460,Better Half Coffee & Cocktails,"406 Walsh St, Austin, TX 78703",4,30.27137,-97.75839,78703
461,Hoodoo Crawfish,"Austin, TX 78701",5,30.27048574,-97.74234639,78701
462,Iron Cactus Mexican Restaurant and Margarita Bar,"606 Trinity St, Austin, TX 78701",3.5,30.26734,-97.73941,78701
463,Counter Cafe West Campus,"603 W 29th St, Austin, TX 78705",4,30.29543333,-97.74336333,78705
464,Honduras Food,"7207 East Riverside Dr, Austin, TX 78741",4.5,30.22046797,-97.6946317,78741
465,Cisco's Municipal Cafe,"2901 Enfield Rd, Austin, TX 78703",5,30.29045,-97.77697,78703
466,Fifteen26,"5610 N Interstate Hwy 35, Austin, TX 78751",0,30.316163,-97.7084916,78751
467,Lady Bird Kitchen & Bar,"810 Red River St, Hotel Indigo Austin Downtown - University, Austin, TX 78701",4.5,30.2690628,-97.7363848,78701
468,Asador,"405 E 7th St, Austin, TX 78701",4.5,30.26766,-97.73864,78701
469,The Black Forest,"1615 Crozier Ln, Del Valle, TX 78617",4.5,30.22101,-97.66054,78617
470,KA Bean Crew,"2515 Leon St, Austin, TX 78705",4.5,30.29051114,-97.74888873,78705
471,Little House,"4112 Medical Pkwy, Austin, TX 78756",4,30.31106,-97.74289,78756
472,Yard House,"11800 Domain Blvd, Ste 700, Austin, TX 78758",4,30.40435174,-97.72148318,78758
473,Lick It Up - East Austin,"2421 Webberville Rd, Austin, TX 78702",3.5,30.26265604,-97.7144728,78702
474,Wayside,"2906 Fruth St, Austin, TX 78705",4.5,30.2953157,-97.7420522,78705
475,Champions Austin Restaurant & Bar,"300 East 4th, Ste 1, Austin, TX 78701",3.5,30.265668,-97.740414,78701
476,TeriBox,"2021 Guadalupe St, Ste 234, Austin, TX 78705",4,30.283374,-97.741338,78705
477,Yard Bar,"6700 Burnet Rd, Austin, TX 78757",4,30.34303,-97.73921,78757
478,Local Foods,"454 West 2nd St., Austin, TX 78701",4.5,30.265699,-97.748504,78701
479,Bartlett's,"2408 W Anderson Ln, Austin, TX 78757",4,30.356725,-97.73124,78757
480,Stinson's,"4416 Burnet Rd, Austin, TX 78756",4,30.3151275,-97.7417583,78756
481,Fresh Bowl,"1021 E Parmer Ln, Austin, TX 78753",4.5,30.3984439,-97.6552136,78753
482,BD Riley's Irish Pub at Mueller,"1905 Aldrich St, Ste 130, Austin, TX 78723",4,30.298197,-97.705185,78723
483,Scholz Garten,"1607 San Jacinto Blvd, Austin, TX 78701",3.5,30.27731104,-97.73652626,78701
484,Foxtrot,"4818 Burnet Rd, Austin, TX 78756",4,30.31950292,-97.73948736,78756
485,Tandoori Lounge,"3601 W William Canon Dr, Ste 450, Austin, TX 78749",4.5,30.21495187,-97.833286,78749
486,The Driskill Bar,"604 Brazos St, Austin, TX 78701",4,30.26855811,-97.74163316,78701
487,Frazier's Long and Low,"2538 Elmont Dr, Austin, TX 78741",4,30.239289,-97.719892,78741
488,Hyde Park Bar & Grill Central,"4206 Duval St, Austin, TX 78751",3.5,30.30419,-97.72668,78751
489,24 Diner,"600 N Lamar Blvd, Ste 200, Austin, TX 78703",3.5,30.27198034,-97.75425949,78703
490,Clark's Oyster Bar - Austin,"1200 W 6th St, Austin, TX 78703",4,30.27296759,-97.75719739,78703
491,Kinda Tropical,"3501 E 7th St, Austin, TX 78702",4,30.25655,-97.70309,78702
492,Lonche'Bar,"5201 N Lamar Blvd, Austin, TX 78751",5,30.31961,-97.72994,78751
493,Chef Hong,"907 W 24th St, Austin, TX 78705",4.5,30.28819146,-97.74720853,78705
494,Los Pinos Jalisco,"6203 N Capital Of Texas Hwy, Austin, TX 78731",4.5,30.36088752,-97.78933073,78731
495,Street,"3407 Greystone Dr, Austin, TX 78731",4,30.35658709,-97.7475086,78731
496,Magnolia Cafe South,"1920 S Congress Ave, Austin, TX 78704",3.5,30.24467389,-97.75190364,78704
497,Parkside,"301 E 6th St, Austin, TX 78701",4,30.26706314,-97.74032593,78701
498,First Light Books,"4300 Speedway, Austin, TX 78751",4.5,30.30697911,-97.72976896,78751
499,Musashino Sushi Dokoro,"2905 San Gabriel St, Ste 200, Austin, TX 78705",4,30.2980839,-97.7475817,78705
500,Spicy Szechuan,"3706 Jefferson St, Austin, TX 78731",3,30.30939,-97.75141,78731
501,The Mediterranean Chef,"5908 Aurora Dr, Austin, TX 78757",4.5,30.32995958,-97.7279667,78757
502,Mousam Spice House,"3828 N Interstate 35 Frontage Rd, Austin, TX 78751",4,30.29538,-97.71982,78751
503,Rules & Regs,"101 Red River St, Austin, TX 78701",4,30.26196812,-97.73806899,78701
504,Le Bleu,"9070 Research Blvd, Ste 303, Austin, TX 78758",4.5,30.37202068,-97.72731477,78758
505,Vivo Austin,"6406 N I 35, Ste 2343, Austin, TX 78752",4,30.32540851,-97.70852283,78752
506,Modern Market,"3201 Bee Caves Rd, Ste 144, Austin, TX 78746",4,30.2727063,-97.8002069,78746
507,Mighty Mo’s,"2716 1/2 Guadalupe St, Austin, TX 78705",4,30.29284,-97.741746,78705
508,Pinch,"Austin, TX 78705",4.5,30.29567,-97.73912,78705
509,Hyderboyz kitchen ,"4501 E Mlk Blvd, Austin, TX 78721",5,30.2851997,-97.6842751,78721
510,Four Brothers,"111 Congress Ave, Austin, TX 78701",4,30.26374,-97.74365,78701
511,Oasis Texas Brewing,"6550 Comanche Trl, Ste 301, Austin, TX 77098",4,30.405369,-97.8744985,77098
512,The Austin Eagle,"8201 Cross Park Dr, Ste B2, Austin, TX 78754",4,30.33100442,-97.66678807,78754
513,Phoenician Resto Cafe,"2909 Guadalupe St, Ste B, Austin, TX 78705",4.5,30.29563,-97.742392,78705
514,Cucina On 35th,"1608 W 35th St, Austin, TX 78703",4,30.307613,-97.7509029,78703
515,Pollo Caliente,"5933 Westminster Dr, Austin, TX 78723",4.5,30.31306,-97.69063,78723
516,Sushi Bar,"2600 E Cesar Chavez St, Austin, TX 78702",4.5,30.254027,-97.715198,78702
517,Cuantos Tacos,"1108 E 12th St, Austin, TX 78702",4.5,30.27289434,-97.7281926,78702
518,Sweet Chive,"2515 E Cesar Chavez St, Austin, TX 78702",4,30.25386,-97.71564,78702
