city,state,zipcode,address,price,bedrooms,bathrooms,square_foot,latitude,longitude,sale_amount,sale_transaction_date
AUSTIN,TX,78724,7005 CARWILL DR,285000.0,3,1.0,1266.0,30.302467,-97.643743,345563.0,2023-02-14
AUSTIN,TX,78724,7308 LAZY CREEK DR,431139.0,3,2.0,1683.0,30.314181,-97.657954,407313.0,2020-05-22
AUSTIN,TX,78724,5321 KING HENRY DR,365398.0,4,3.0,1531.0,30.289735,-97.661321,350313.0,2020-12-10
AUSTIN,TX,78724,7308 COLONY PARK DR,450000.0,4,3.0,1809.0,30.305462,-97.640851,187500.0,2022-06-30
AUSTIN,TX,78724,8205 VIEW RIDGE DR,278053.0,3,2.0,1508.0,30.298584,-97.627346,290625.0,2022-02-28
AUSTIN,TX,78724,8502 MAYVIEW DR,352527.0,3,2.0,1624.0,30.299659,-97.623158,372000.0,2021-07-20
AUSTIN,TX,78724,7203 RITCHIE DR,373145.0,4,2.0,1753.0,30.303781,-97.638384,241000.0,2020-06-01
AUSTIN,TX,78724,5715 WHITEBROOK DR,424722.0,4,2.0,1884.0,30.305183,-97.654764,551688.0,2021-01-13
AUSTIN,TX,78724,5200 HERITAGE VILLAGE DR,434638.0,3,2.0,1274.0,30.287114,-97.658997,465500.0,2021-07-23
AUSTIN,TX,78724,5723 SENDERO HILLS PKWY,318271.0,3,2.0,1540.0,30.290058,-97.647359,400000.0,2021-12-07
AUSTIN,TX,78724,9028 SUN SHOWER BND,453546.0,3,2.0,3014.0,30.276672,-97.631661,563813.0,2022-02-15
AUSTIN,TX,78724,5349 SENDERO HILLS PKWY,510224.0,3,2.0,1739.0,30.283802,-97.64597,414668.0,2020-11-13
AUSTIN,TX,78724,5512 BURGUNDY DR,468544.0,4,3.0,1668.0,30.314251,-97.652718,618750.0,2021-09-09
AUSTIN,TX,78724,6909 COLONY PARK DR,364252.0,4,1.0,1428.0,30.301424,-97.64338,376250.0,2022-02-09
AUSTIN,TX,78724,5705 BROOK VALLEY DR,398412.0,3,2.0,1574.0,30.306937,-97.65486,317000.0,2020-04-20
AUSTIN,TX,78724,7511 TUMBLEWEED DR,421943.0,3,2.0,1653.0,30.313897,-97.651974,623438.0,2022-05-10
AUSTIN,TX,78724,7101 SIEPEL DR,324474.0,4,2.0,1830.0,30.302068,-97.639234,391500.0,2023-02-02
AUSTIN,TX,78724,6208 PERLITA DR,406245.0,3,2.0,1352.0,30.293625,-97.643327,530000.0,2022-04-19
AUSTIN,TX,78724,6224 PERLITA DR,393524.0,3,3.0,1744.0,30.294012,-97.643084,411750.0,2022-12-12
AUSTIN,TX,78724,15110 MOSSYCUP LN,282893.0,4,2.0,1949.0,30.253678,-97.577705,313875.0,2023-03-15
AUSTIN,TX,78724,6901 ARIES LN,383494.0,3,2.0,1328.0,30.29758,-97.644294,243438.0,2020-04-24
AUSTIN,TX,78724,7402 INSPIRATION DR,435873.0,3,2.0,1693.0,30.312293,-97.652568,606250.0,2021-05-19
AUSTIN,TX,78724,5209 PARK AT WOODLANDS DR,465037.0,3,2.0,2480.0,30.274437,-97.632359,276250.0,2020-02-28
AUSTIN,TX,78724,5133 ENGLISH GLADE DR,391271.0,3,2.0,2104.0,30.273567,-97.631904,307125.0,2020-08-24
AUSTIN,TX,78724,12320 JARROD LEE CV,879854.0,4,3.0,5508.0,30.286226,-97.58314,387813.0,2020-11-18
AUSTIN,TX,78724,7300 ANNETTE CV,430891.0,2,2.0,1440.0,30.285294,-97.6463,596250.0,2023-09-29
AUSTIN,TX,78724,5605 AGATHA CIR,480866.0,3,3.0,1630.0,30.286242,-97.644835,482125.0,2020-12-04
AUSTIN,TX,78724,5308 AGATHA CIR,456791.0,3,3.0,1810.0,30.282362,-97.64814,602645.0,2023-04-06
AUSTIN,TX,78724,5357 AGATHA CIR,439960.0,2,2.0,1585.0,30.284261,-97.648093,439256.0,2020-02-20
AUSTIN,TX,78724,5408 SENDERO HILLS PKWY,513796.0,3,2.0,1784.0,30.284873,-97.64667,556000.0,2021-08-13
AUSTIN,TX,78724,7001 ARIES LN,427000.0,3,2.0,1359.0,30.29734,-97.643689,415625.0,2021-01-15
AUSTIN,TX,78724,6802 MILLRACE DR,458319.0,3,2.0,2006.0,30.305749,-97.656729,439201.0,2020-08-17
AUSTIN,TX,78724,5409 HIBISCUS DR,348261.0,3,1.0,1244.0,30.315059,-97.653688,490000.0,2022-08-29
AUSTIN,TX,78724,7703 LAZY CREEK DR,500572.0,3,2.0,2153.0,30.317047,-97.65407,375000.0,2022-06-16
AUSTIN,TX,78724,6036 PINON VISTA DR,431646.0,3,3.0,1450.0,30.291756,-97.645074,522500.0,2022-05-03
AUSTIN,TX,78724,7605 LAZY CREEK DR,599505.0,4,2.0,2877.0,30.316821,-97.655195,491775.0,2021-06-09
AUSTIN,TX,78724,7613 URAY DR,469516.0,3,2.0,2174.0,30.31625,-97.653264,296498.0,2020-03-19
AUSTIN,TX,78724,6202 PARLIAMENT DR,463446.0,3,2.0,1474.0,30.288389,-97.660991,362813.0,2023-07-27
AUSTIN,TX,78724,6204 GARDEN VIEW DR,396877.0,3,2.0,1519.0,30.290808,-97.658722,345000.0,2020-08-20
AUSTIN,TX,78724,7007 MILLRACE DR,365613.0,3,2.0,1610.0,30.308001,-97.6546,450000.0,2022-01-14
AUSTIN,TX,78724,5129 PARK AT WOODLANDS DR,434564.0,3,2.0,2480.0,30.274064,-97.6326,208912.0,2020-06-15
AUSTIN,TX,78724,5321 SENDERO HILLS PKWY,610444.0,3,2.0,2242.0,30.282896,-97.646583,545654.0,2023-07-28
AUSTIN,TX,78724,14910 CHAMBERLAIN CT,264678.0,3,2.0,1701.0,30.254109,-97.579977,325600.0,2023-07-31
AUSTIN,TX,78724,15117 STAVE OAK LN,257341.0,3,2.0,1701.0,30.251684,-97.58047,454813.0,2022-05-27
AUSTIN,TX,78724,5811 COOLBROOK DR,491573.0,3,2.0,2308.0,30.304148,-97.654239,388500.0,2021-12-28
AUSTIN,TX,78724,6025 FLORENCIA LN,472324.0,3,2.0,1865.0,30.291155,-97.642257,618750.0,2023-08-18
AUSTIN,TX,78724,5407 GARDEN VIEW CV,394369.0,3,2.0,1447.0,30.290152,-97.659468,393750.0,2022-03-16
AUSTIN,TX,78724,7302 LAZY CREEK DR,435246.0,3,2.0,1774.0,30.31364,-97.658302,287500.0,2020-04-13
AUSTIN,TX,78724,5717 ALSACE TRL,257889.0,2,1.0,984.0,30.288859,-97.647119,290000.0,2022-04-08
AUSTIN,TX,78724,5805 BROOK VALLEY DR,464243.0,3,2.0,2047.0,30.306516,-97.653426,489375.0,2023-05-06
AUSTIN,TX,78724,7333 MUFFIN DR,341322.0,3,2.0,1356.0,30.305872,-97.640842,267188.0,2020-06-08
AUSTIN,TX,78724,5329 KING HENRY DR,440000.0,3,2.0,1623.0,30.290391,-97.661553,522500.0,2022-06-07
AUSTIN,TX,78724,6000 GARDEN VIEW DR,439900.0,3,2.0,1808.0,30.291981,-97.661093,522381.0,2022-01-25
AUSTIN,TX,78724,6009 ELFEN WAY,452897.0,4,3.0,2488.0,30.283142,-97.627407,342500.0,2023-06-29
AUSTIN,TX,78724,5509 HIBISCUS DR,374579.0,3,2.0,1355.0,30.314647,-97.652797,305781.0,2020-03-25
AUSTIN,TX,78724,5809 TOSCANA AVE,468812.0,3,3.0,1665.0,30.288295,-97.642983,408375.0,2020-01-27
AUSTIN,TX,78724,5901 NELSON OAKS DR,396988.0,3,2.0,1941.0,30.28275,-97.628935,267500.0,2020-09-10
AUSTIN,TX,78724,5913 NELSON OAKS DR,409384.0,3,2.0,2104.0,30.283051,-97.628752,321313.0,2020-07-24
AUSTIN,TX,78724,8708 SOUTHWICK DR,391458.0,3,2.0,1736.0,30.281389,-97.628739,273125.0,2020-04-14
AUSTIN,TX,78724,6001 ELFEN WAY,420251.0,3,2.0,2068.0,30.283001,-97.627639,504688.0,2022-10-03
AUSTIN,TX,78724,6004 NELSON OAKS DR,409006.0,3,2.0,1941.0,30.283942,-97.628539,263532.0,2020-05-05
AUSTIN,TX,78724,15210 WIDELEAF CV,309576.0,3,2.0,2010.0,30.257632,-97.576188,253125.0,2021-05-04
AUSTIN,TX,78724,5133 BANTOM WOODS BND,452780.0,3,2.0,2104.0,30.273114,-97.631127,294969.0,2020-05-19
AUSTIN,TX,78724,8912 CHINA ROSE DR,447800.0,3,2.0,2104.0,30.281051,-97.62845,257427.0,2020-07-09
AUSTIN,TX,78724,9000 BERRYLINE CV,485766.0,3,2.0,2477.0,30.280095,-97.628261,401953.0,2023-04-17
AUSTIN,TX,78724,5340 AGATHA CIR,702351.0,4,3.0,1364.0,30.283452,-97.64858,1726875.0,2020-09-28
AUSTIN,TX,78724,5805 SIGNAL PT,358265.0,4,2.0,1116.0,30.289409,-97.644485,192000.0,2020-02-13
AUSTIN,TX,78724,8301 W CREST LN,357670.0,3,2.0,2736.0,30.307887,-97.620893,517250.0,2022-05-13
AUSTIN,TX,78724,9009 INDIGO SKY DR,346930.0,3,2.0,1609.0,30.282649,-97.627902,296163.0,2020-07-30
AUSTIN,TX,78724,8932 SOUTHWICK DR,450448.0,3,2.0,2256.0,30.279456,-97.628654,283000.0,2020-08-28
AUSTIN,TX,78724,5605 BLAZEWOOD DR,209024.0,3,2.0,984.0,30.275606,-97.619836,255313.0,2020-11-19
AUSTIN,TX,78724,6105 FLORENCIA LN,604983.0,3,2.0,2247.0,30.291645,-97.641948,718438.0,2023-05-18
AUSTIN,TX,78724,7202 GUNNISON PASS,413921.0,3,2.0,1766.0,30.309933,-97.653054,292500.0,2020-06-23
AUSTIN,TX,78724,5713 NELSON OAKS DR,410192.0,3,2.0,1869.0,30.281369,-97.629771,466875.0,2022-07-07
AUSTIN,TX,78724,7020 ZACHARY DR,197600.0,3,2.0,1150.0,30.306147,-97.646485,166875.0,2020-09-22
AUSTIN,TX,78724,7012 ZACHARY DR,192400.0,3,2.0,1562.0,30.305908,-97.646642,231250.0,2020-03-27
AUSTIN,TX,78724,7128 BOYLE DR,774334.0,3,2.0,2619.0,30.30645,-97.645266,790000.0,2022-09-09
AUSTIN,TX,78724,7124 BOYLE DR,650000.0,3,2.0,2652.0,30.306343,-97.645337,635000.0,2021-06-25
AUSTIN,TX,78724,7009 ZACHARY DR,659443.0,3,2.0,2245.0,30.305537,-97.646301,521313.0,2020-02-18
AUSTIN,TX,78724,7013 ZACHARY DR,182000.0,3,2.0,1115.0,30.305645,-97.646231,149500.0,2020-06-04
AUSTIN,TX,78724,5229 BANTOM WOODS BND,351767.0,3,2.0,1832.0,30.274104,-97.630516,346371.0,2023-10-18
AUSTIN,TX,78724,5928 NELSON OAKS DR,440707.0,3,2.0,2073.0,30.283809,-97.628829,521375.0,2022-06-29
AUSTIN,TX,78724,5820 NELSON OAKS DR,444865.0,3,2.0,2073.0,30.282694,-97.629573,309188.0,2020-02-01
AUSTIN,TX,78724,5804 BROOK VALLEY DR,322440.0,3,2.0,1071.0,30.306977,-97.653291,315000.0,2020-02-12
AUSTIN,TX,78724,5402 GARDEN VIEW CV,661090.0,3,2.0,2271.0,30.290356,-97.660192,506250.0,2020-09-15
AUSTIN,TX,78724,5711 WHITEBROOK DR,633419.0,3,2.0,2469.0,30.305308,-97.655184,739625.0,2022-12-12
AUSTIN,TX,78724,5507 HIBISCUS DR,348762.0,3,2.0,1566.0,30.314726,-97.653007,242781.0,2020-01-16
AUSTIN,TX,78724,6906 COLONY PARK DR,425701.0,4,3.0,1362.0,30.301419,-97.644044,302219.0,2020-11-19
AUSTIN,TX,78724,7400 ANNETTE CV,666808.0,4,2.0,3307.0,30.285628,-97.645373,578365.0,2020-02-14
AUSTIN,TX,78724,5420 AGATHA CIR,357395.0,3,2.0,1852.0,30.285311,-97.648162,312500.0,2023-07-31
AUSTIN,TX,78724,5408 AGATHA CIR,522614.0,4,3.0,2490.0,30.284983,-97.648685,926900.0,2023-02-24
AUSTIN,TX,78724,5805 PINON VISTA DR,637842.0,4,3.0,3683.0,30.288833,-97.6438,685313.0,2021-07-29
AUSTIN,TX,78724,5809 PINON VISTA DR,713379.0,3,2.0,2473.0,30.288933,-97.64372,406250.0,2021-04-09
AUSTIN,TX,78724,6133 FLORENCIA LN,715217.0,3,2.0,2878.0,30.29232,-97.641524,808750.0,2022-05-17
AUSTIN,TX,78724,6217 FLORENCIA LN,672257.0,3,2.0,2700.0,30.292897,-97.64116,552779.0,2020-10-09
AUSTIN,TX,78724,6301 FLORENCIA LN,631956.0,3,2.0,2298.0,30.293423,-97.641143,522381.0,2020-10-07
AUSTIN,TX,78724,6305 FLORENCIA LN,717540.0,2,2.0,2717.0,30.29347,-97.641342,465900.0,2020-10-29
AUSTIN,TX,78724,6313 FLORENCIA LN,695529.0,3,3.0,2889.0,30.293575,-97.641565,557294.0,2020-08-27
AUSTIN,TX,78724,6317 FLORENCIA LN,667335.0,3,2.0,2600.0,30.293627,-97.641676,540000.0,2023-10-06
AUSTIN,TX,78724,5212 PROVENCIAL DR,436357.0,3,1.0,1302.0,30.28802,-97.662946,520625.0,2022-05-18
AUSTIN,TX,78724,5715 BOULDER CRK,493957.0,3,2.0,2047.0,30.305909,-97.654293,398438.0,2023-06-27
AUSTIN,TX,78724,5803 BOULDER CRK,521956.0,3,2.0,2336.0,30.305724,-97.653664,534375.0,2021-08-12
AUSTIN,TX,78724,7029 CRAYBROUGH CIR,326512.0,4,2.0,1200.0,30.303864,-97.645335,360669.0,2022-01-12
AUSTIN,TX,78724,5508 HIBISCUS DR,453742.0,4,3.0,1694.0,30.315129,-97.652674,617188.0,2022-01-26
AUSTIN,TX,78724,7603 CRYSTALBROOK CV,358073.0,3,2.0,1292.0,30.31553,-97.652556,563625.0,2022-03-29
AUSTIN,TX,78724,7305 CORDOBA DR,723929.0,4,3.0,2657.0,30.294201,-97.642129,537480.0,2020-02-27
AUSTIN,TX,78724,7309 CORDOBA DR,726648.0,4,3.0,2532.0,30.294132,-97.64198,979688.0,2022-05-19
AUSTIN,TX,78724,7321 CORDOBA DR,727751.0,3,2.0,3053.0,30.293925,-97.641544,793125.0,2022-08-17
AUSTIN,TX,78724,7329 CORDOBA DR,740130.0,3,3.0,2910.0,30.293788,-97.641254,458519.0,2020-08-16
AUSTIN,TX,78724,7405 CORDOBA DR,709481.0,3,2.0,3082.0,30.29365,-97.640963,199875.0,2020-02-20
AUSTIN,TX,78724,7417 CORDOBA DR,769253.0,4,3.0,2496.0,30.293431,-97.640501,500000.0,2022-04-29
AUSTIN,TX,78724,7421 CORDOBA DR,712392.0,3,3.0,2757.0,30.293354,-97.640342,550000.0,2022-07-18
AUSTIN,TX,78724,6300 TOSCANA AVE,724157.0,3,2.0,3291.0,30.292953,-97.640701,590694.0,2020-12-11
AUSTIN,TX,78724,6228 TOSCANA AVE,681155.0,4,3.0,3026.0,30.292832,-97.640777,485900.0,2020-09-15
AUSTIN,TX,78724,6220 TOSCANA AVE,731263.0,3,2.0,2938.0,30.292591,-97.640928,465900.0,2020-08-31
AUSTIN,TX,78724,6208 TOSCANA AVE,582507.0,3,2.0,2412.0,30.292229,-97.641156,529506.0,2020-05-29
AUSTIN,TX,78724,6204 TOSCANA AVE,671259.0,3,3.0,2861.0,30.292108,-97.641232,495900.0,2021-02-12
AUSTIN,TX,78724,6225 TOSCANA AVE,734348.0,3,2.0,2802.0,30.29261,-97.640259,543750.0,2022-01-25
AUSTIN,TX,78724,6309 TOSCANA AVE,595021.0,3,2.0,2148.0,30.293008,-97.640009,640000.0,2022-04-25
AUSTIN,TX,78724,7005 BOYLE DR,707515.0,3,2.0,2469.0,30.304952,-97.645591,550480.0,2020-08-21
AUSTIN,TX,78724,5912 FLORENCIA LN,723301.0,3,2.0,2532.0,30.29067,-97.64322,646875.0,2021-03-22
AUSTIN,TX,78724,5908 FLORENCIA LN,588047.0,3,2.0,1943.0,30.290558,-97.643366,640000.0,2021-09-23
AUSTIN,TX,78724,5904 FLORENCIA LN,743078.0,3,3.0,2462.0,30.290486,-97.64352,881250.0,2022-03-31
AUSTIN,TX,78724,6013 SEVILLE DR,735934.0,4,3.0,3627.0,30.291006,-97.643514,907750.0,2023-02-27
AUSTIN,TX,78724,6029 SEVILLE DR,681027.0,4,3.0,3540.0,30.29138,-97.643134,638000.0,2020-09-17
AUSTIN,TX,78724,6033 SEVILLE DR,721088.0,4,3.0,3053.0,30.291483,-97.64306,535838.0,2021-02-24
AUSTIN,TX,78724,5721 ALSACE TRL,393099.0,3,2.0,1392.0,30.288904,-97.646983,350000.0,2021-11-12
AUSTIN,TX,78724,5833 PINON VISTA DR,645107.0,3,2.0,1943.0,30.289616,-97.643335,737500.0,2023-05-15
AUSTIN,TX,78724,5837 PINON VISTA DR,674285.0,3,3.0,2462.0,30.289749,-97.643354,685313.0,2021-05-06
AUSTIN,TX,78724,6100 FLORENCIA LN,730279.0,2,3.0,2887.0,30.291756,-97.642474,593631.0,2020-09-25
AUSTIN,TX,78724,6013 FLORENCIA LN,630273.0,3,2.0,2418.0,30.290865,-97.642439,711313.0,2023-04-14
AUSTIN,TX,78724,6104 SEVILLE DR,713261.0,3,3.0,2624.0,30.292076,-97.643284,658125.0,2023-09-28
AUSTIN,TX,78724,6133 SEVILLE DR,707766.0,4,3.0,3053.0,30.292584,-97.642369,468000.0,2020-10-19
AUSTIN,TX,78724,6205 SEVILLE DR,666047.0,3,2.0,2878.0,30.292875,-97.642187,492000.0,2020-09-29
AUSTIN,TX,78724,6213 SEVILLE DR,717070.0,3,2.0,2572.0,30.293079,-97.642058,473438.0,2021-03-02
AUSTIN,TX,78724,6217 SEVILLE DR,659837.0,4,3.0,2970.0,30.2932,-97.641982,578969.0,2020-10-15
AUSTIN,TX,78724,6212 FLORENCIA LN,756233.0,4,3.0,3070.0,30.293048,-97.641662,559900.0,2022-05-27
AUSTIN,TX,78724,6208 FLORENCIA LN,788517.0,4,3.0,2223.0,30.292927,-97.641738,653863.0,2021-11-04
AUSTIN,TX,78724,6132 FLORENCIA LN,802456.0,4,3.0,3411.0,30.292529,-97.641988,281250.0,2023-02-27
AUSTIN,TX,78724,6128 FLORENCIA LN,787741.0,4,4.0,3366.0,30.292432,-97.642049,685313.0,2021-09-08
AUSTIN,TX,78724,6120 FLORENCIA LN,719223.0,3,3.0,2739.0,30.292239,-97.642171,544473.0,2020-06-10
AUSTIN,TX,78724,6116 FLORENCIA LN,733059.0,4,3.0,3470.0,30.292143,-97.642231,495763.0,2020-02-12
AUSTIN,TX,78724,6600 SANDSHOF DR,462763.0,4,2.0,1744.0,30.298366,-97.64639,320000.0,2020-08-07
AUSTIN,TX,78724,5704 NELSON OAKS DR,435540.0,3,2.0,2037.0,30.281289,-97.630431,377500.0,2023-07-21
AUSTIN,TX,78724,5617 NELSON OAKS DR,470787.0,3,2.0,2728.0,30.280842,-97.629951,464063.0,2022-05-19
AUSTIN,TX,78724,5812 TOSCANA AVE,723579.0,4,3.0,2532.0,30.288823,-97.64333,809000.0,2022-07-15
AUSTIN,TX,78724,5813 TOSCANA AVE,696431.0,2,3.0,2581.0,30.288428,-97.642884,412500.0,2023-08-17
AUSTIN,TX,78724,5817 TOSCANA AVE,724210.0,2,3.0,2782.0,30.288562,-97.642788,524138.0,2020-12-28
AUSTIN,TX,78724,6200 TOSCANA AVE,638738.0,3,3.0,2754.0,30.291988,-97.641308,587813.0,2020-12-17
AUSTIN,TX,78724,6128 TOSCANA AVE,751671.0,3,3.0,2661.0,30.291867,-97.641384,750000.0,2022-06-20
AUSTIN,TX,78724,6124 TOSCANA AVE,702772.0,3,3.0,2910.0,30.291746,-97.64146,572256.0,2020-12-02
AUSTIN,TX,78724,6120 TOSCANA AVE,724505.0,4,3.0,3026.0,30.291626,-97.641536,485900.0,2020-08-19
AUSTIN,TX,78724,6116 TOSCANA AVE,712700.0,4,3.0,2755.0,30.291505,-97.641612,451900.0,2020-09-14
AUSTIN,TX,78724,6112 TOSCANA AVE,697839.0,4,3.0,3440.0,30.291384,-97.641688,556900.0,2020-09-18
AUSTIN,TX,78724,6108 TOSCANA AVE,731657.0,3,2.0,3291.0,30.291264,-97.641763,581756.0,2020-12-01
AUSTIN,TX,78724,6104 TOSCANA AVE,734134.0,4,3.0,2518.0,30.291143,-97.641839,487900.0,2020-12-01
AUSTIN,TX,78724,6020 TOSCANA AVE,666546.0,4,3.0,2823.0,30.29066,-97.642143,381125.0,2020-01-03
AUSTIN,TX,78724,5913 TOSCANA AVE,651878.0,2,3.0,2782.0,30.289568,-97.642204,508388.0,2020-08-19
AUSTIN,TX,78724,6201 TOSCANA AVE,625436.0,3,2.0,2347.0,30.291813,-97.64076,656250.0,2022-04-11
AUSTIN,TX,78724,14900 TRUMAN OAK CV,304027.0,3,2.0,1925.0,30.249065,-97.583329,343750.0,2023-10-27
AUSTIN,TX,78724,7025 ZACHARY DR,197600.0,3,1.0,1092.0,30.305968,-97.64602,168125.0,2020-05-29
AUSTIN,TX,78724,7213 ZACHARY DR,192400.0,4,1.0,1314.0,30.307259,-97.645175,231250.0,2020-03-27
AUSTIN,TX,78724,7101 BOYLE DR,709866.0,3,2.0,2649.0,30.305489,-97.645238,545063.0,2020-06-16
AUSTIN,TX,78724,7105 BOYLE DR,691827.0,3,2.0,2458.0,30.305616,-97.645156,681000.0,2022-02-10
AUSTIN,TX,78724,7109 BOYLE DR,655033.0,3,2.0,2539.0,30.305712,-97.645094,515313.0,2020-07-09
AUSTIN,TX,78724,7113 BOYLE DR,613556.0,3,2.0,2523.0,30.305807,-97.645031,710000.0,2022-06-24
AUSTIN,TX,78724,7201 BOYLE DR,585716.0,3,2.0,2659.0,30.306285,-97.644718,623438.0,2021-03-05
AUSTIN,TX,78724,7205 BOYLE DR,715151.0,3,2.0,2629.0,30.306381,-97.644656,662500.0,2021-10-27
AUSTIN,TX,78724,7209 BOYLE DR,659730.0,3,2.0,2641.0,30.306507,-97.644572,601000.0,2021-05-14
AUSTIN,TX,78724,5524 NELSON OAKS DR,425935.0,3,2.0,1854.0,30.28,-97.630357,456875.0,2022-06-15
AUSTIN,TX,78724,5516 NELSON OAKS DR,449388.0,3,2.0,2090.0,30.279736,-97.630266,277813.0,2021-05-17
AUSTIN,TX,78724,5508 NELSON OAKS DR,448289.0,3,2.0,1996.0,30.279473,-97.630177,488063.0,2021-09-01
AUSTIN,TX,78724,9005 SOUTHWICK DR,357667.0,3,2.0,1609.0,30.278892,-97.628853,435813.0,2022-01-19
AUSTIN,TX,78724,5613 NELSON OAKS DR,408312.0,3,2.0,1869.0,30.280705,-97.62996,412500.0,2021-03-18
AUSTIN,TX,78724,8821 SOUTHWICK DR,316229.0,3,2.0,1609.0,30.280453,-97.629538,257688.0,2020-05-22
AUSTIN,TX,78724,8913 SOUTHWICK DR,370889.0,3,2.0,1609.0,30.279849,-97.629324,253125.0,2020-08-13
AUSTIN,TX,78724,8908 SOUTHWICK DR,470679.0,4,3.0,2488.0,30.280118,-97.628784,322406.0,2020-02-28
AUSTIN,TX,78724,8900 SOUTHWICK DR,414106.0,3,2.0,1890.0,30.280332,-97.628835,355597.0,2021-10-19
AUSTIN,TX,78724,9205 TALL SKY TRCE,464151.0,3,2.0,2700.0,30.272421,-97.633029,255000.0,2020-07-27
AUSTIN,TX,78724,7205 CHISOS PASS,366419.0,3,2.0,1359.0,30.313173,-97.658829,394250.0,2021-01-04
AUSTIN,TX,78724,7524 RIO PASS,552934.0,4,2.0,2917.0,30.316277,-97.655511,546250.0,2021-05-13
AUSTIN,TX,78724,7520 RIO PASS,597827.0,4,2.0,2877.0,30.31606,-97.655683,426063.0,2020-12-29
AUSTIN,TX,78724,7502 RIO PASS,628697.0,6,3.0,3164.0,30.315188,-97.656234,79250.0,2022-03-08
AUSTIN,TX,78724,7601 RIO PASS,597827.0,4,2.0,2877.0,30.316042,-97.654956,505931.0,2021-01-26
AUSTIN,TX,78724,7407 CHISOS PASS,510895.0,3,2.0,1817.0,30.315066,-97.657819,574875.0,2022-04-26
AUSTIN,TX,78724,7410 CHISOS PASS,483208.0,4,2.0,2071.0,30.315592,-97.658052,295075.0,2020-01-14
AUSTIN,TX,78724,7306 CHISOS PASS,389138.0,3,2.0,1531.0,30.314132,-97.65901,422160.0,2023-06-27
AUSTIN,TX,78724,13216 BARTENY CV,244900.0,3,1.0,1092.0,30.257428,-97.589508,344256.0,2023-05-19
AUSTIN,TX,78724,13316 BREVE CV,388827.0,5,2.0,2601.0,30.257789,-97.588316,335863.0,2020-10-21
AUSTIN,TX,78724,9420 SOUTHWICK DR,428400.0,4,2.0,2054.0,30.277412,-97.624918,498015.0,2022-05-12
AUSTIN,TX,78724,9408 SOUTHWICK DR,484582.0,3,2.0,2271.0,30.277531,-97.625151,343125.0,2020-10-13
AUSTIN,TX,78724,5805 LEVENWOOD LN,442021.0,3,2.0,2054.0,30.278436,-97.624795,380000.0,2020-12-17
AUSTIN,TX,78724,9321 SOUTHWICK DR,437731.0,3,2.0,2245.0,30.277325,-97.625822,466875.0,2021-06-08
AUSTIN,TX,78724,9425 SOUTHWICK DR,476972.0,3,2.0,2245.0,30.276943,-97.625017,500000.0,2021-06-18
AUSTIN,TX,78724,9505 SOUTHWICK DR,437978.0,3,2.0,2096.0,30.276884,-97.624598,411625.0,2021-05-24
AUSTIN,TX,78724,9300 CHINA ROSE DR,430860.0,3,2.0,2090.0,30.279516,-97.625174,227500.0,2020-11-19
AUSTIN,TX,78724,9208 CHINA ROSE DR,449021.0,3,2.0,2073.0,30.279779,-97.625731,439375.0,2023-06-28
AUSTIN,TX,78724,9112 CHINA ROSE DR,467372.0,3,2.0,2170.0,30.280106,-97.626427,262500.0,2023-03-21
AUSTIN,TX,78724,5701 KNOLL PINES PASS,474321.0,3,2.0,2308.0,30.2779,-97.626127,414375.0,2023-04-10
AUSTIN,TX,78724,5804 LEVENWOOD LN,422149.0,3,2.0,1890.0,30.278582,-97.625298,409688.0,2023-04-25
AUSTIN,TX,78724,5716 LEVENWOOD LN,422149.0,3,2.0,1890.0,30.278195,-97.625539,429000.0,2022-05-23
AUSTIN,TX,78724,13200 BREVE CV,304497.0,3,2.0,1700.0,30.258394,-97.589355,374063.0,2023-02-28
AUSTIN,TX,78724,13108 BREVE CV,318153.0,3,2.0,1874.0,30.258727,-97.589645,211875.0,2022-11-30
AUSTIN,TX,78724,13205 BREVE CV,321304.0,3,2.0,1874.0,30.257989,-97.58968,375000.0,2022-02-25
AUSTIN,TX,78724,9401 CHINA ROSE DR,434500.0,3,2.0,2090.0,30.278766,-97.624678,273750.0,2020-02-21
AUSTIN,TX,78724,9517 CHINA ROSE DR,482683.0,3,2.0,2090.0,30.277954,-97.6232,430000.0,2022-01-07
AUSTIN,TX,78724,9516 CHINA ROSE DR,497786.0,4,2.0,2319.0,30.278568,-97.622818,419000.0,2021-06-24
AUSTIN,TX,78724,9512 CHINA ROSE DR,510135.0,4,2.0,2947.0,30.278682,-97.623082,412633.0,2023-03-21
AUSTIN,TX,78724,9504 CHINA ROSE DR,452936.0,3,2.0,2110.0,30.278768,-97.623407,250812.0,2020-01-31
AUSTIN,TX,78724,9416 CHINA ROSE DR,492682.0,4,2.0,2319.0,30.278964,-97.623825,501125.0,2022-05-03
AUSTIN,TX,78724,9404 CHINA ROSE DR,495469.0,3,2.0,2333.0,30.27916,-97.624243,437500.0,2023-10-04
AUSTIN,TX,78724,9209 SOUTHWICK DR,438884.0,3,2.0,1966.0,30.277851,-97.626935,289125.0,2020-04-10
AUSTIN,TX,78724,9117 SOUTHWICK DR,431006.0,3,2.0,1890.0,30.278175,-97.62762,375000.0,2021-12-01
AUSTIN,TX,78724,5709 GLOWING STAR TRL,365701.0,3,2.0,1653.0,30.278486,-97.626736,400000.0,2022-03-15
