city,state,zipcode,address,price,bedrooms,bathrooms,square_foot,latitude,longitude,sale_amount,sale_transaction_date
AUSTIN,TX,78731,5752 N SCOUT ISLAND CIR,581028.0,3,2.0,2144.0,30.353964,-97.793224,100000.0,2023-05-08
AUSTIN,TX,78731,5804 KARANKAWA CV,824865.0,3,2.0,2034.0,30.355605,-97.789718,575000.0,2021-02-26
AUSTIN,TX,78731,6309 GATO PATH,1488314.0,4,2.0,3670.0,30.358473,-97.784128,1250000.0,2021-05-26
AUSTIN,TX,78731,3207 HANCOCK DR,743936.0,3,2.0,2193.0,30.331582,-97.758077,685313.0,2021-07-30
AUSTIN,TX,78731,4006 IDLEWILD RD,767130.0,1,1.0,1474.0,30.313455,-97.751496,638000.0,2021-04-09
AUSTIN,TX,78731,3711 LAUREL LEDGE LN,1384872.0,5,3.0,3648.0,30.347944,-97.762364,638000.0,2020-08-26
AUSTIN,TX,78731,3708 LAUREL LEDGE LN,1437042.0,3,2.0,3084.0,30.348254,-97.761871,2531250.0,2023-04-04
AUSTIN,TX,78731,7104 SPURLOCK DR,2424823.0,4,5.0,2728.0,30.359436,-97.764035,1250000.0,2021-06-18
AUSTIN,TX,78731,2905 VILLAGE DR,873408.0,3,2.0,2665.0,30.324419,-97.75314,500000.0,2021-10-27
AUSTIN,TX,78731,5005 WESTFIELD DR,2168372.0,4,3.0,3453.0,30.328685,-97.754665,2365000.0,2022-06-27
AUSTIN,TX,78731,4022 GREYSTONE DR,1692852.0,4,3.0,3314.0,30.364437,-97.76264,1600000.0,2021-05-11
AUSTIN,TX,78731,4023 GREYSTONE DR,1266570.0,5,3.0,3521.0,30.364054,-97.763109,1250000.0,2021-04-07
AUSTIN,TX,78731,4211 DEEPWOODS DR,2065574.0,4,4.0,3866.0,30.365411,-97.7676,1400000.0,2020-07-08
AUSTIN,TX,78731,4212 WOODWAY DR,1983071.0,5,3.0,2781.0,30.365111,-97.767801,614063.0,2020-02-13
AUSTIN,TX,78731,4504 KNAP HOLW,1042439.0,4,2.0,3370.0,30.348713,-97.778089,726940.0,2023-01-27
AUSTIN,TX,78731,4509 BULL CREEK RD,677837.0,2,1.0,898.0,30.321241,-97.752734,809000.0,2022-09-02
AUSTIN,TX,78731,4801 CRESTWAY DR,2091934.0,5,4.0,4832.0,30.331911,-97.764384,2012500.0,2021-12-17
AUSTIN,TX,78731,4611 MADRONA DR,1598968.0,4,2.0,4144.0,30.328189,-97.764791,1070000.0,2023-02-02
AUSTIN,TX,78731,4613 EDGEMONT DR,1937979.0,4,4.0,3997.0,30.328101,-97.763468,2350000.0,2022-04-06
AUSTIN,TX,78731,6902 THORNCLIFFE DR # B,493953.0,3,2.0,1778.0,30.352854,-97.760999,451250.0,2021-07-09
AUSTIN,TX,78731,5801 HIGHLAND HILLS DR,1559370.0,3,2.0,2723.0,30.341194,-97.758549,631250.0,2020-07-27
AUSTIN,TX,78731,7005 MESA DR,2818715.0,5,5.0,5735.0,30.359238,-97.766507,2499999.0,2021-10-12
AUSTIN,TX,78731,3901 PETES PATH,1210013.0,3,2.0,1959.0,30.311087,-97.750119,1303000.0,2022-04-04
AUSTIN,TX,78731,2643 W 45TH ST,843293.0,3,1.0,1055.0,30.320177,-97.752485,599688.0,2020-10-08
AUSTIN,TX,78731,3003 VILLAGE DR,1148153.0,3,2.0,1892.0,30.32506,-97.754488,637500.0,2020-11-16
AUSTIN,TX,78731,3205 HANCOCK DR,1693737.0,4,3.0,3760.0,30.331487,-97.757875,1500000.0,2020-11-20
AUSTIN,TX,78731,4700 OAKMONT BLVD,1800000.0,3,3.0,3502.0,30.322385,-97.750263,1462500.0,2022-10-19
AUSTIN,TX,78731,4513 BULL CREEK RD,625522.0,2,2.0,1544.0,30.321537,-97.752552,715000.0,2022-01-04
AUSTIN,TX,78731,6533 E HILL DR APT 6,874597.0,2,3.0,2886.0,30.34679,-97.752302,381250.0,2020-10-15
AUSTIN,TX,78731,4522 HIGHLAND TER,1177588.0,4,2.0,2508.0,30.322477,-97.755303,910000.0,2020-11-12
AUSTIN,TX,78731,5100 EVERGREEN CT,1684494.0,5,3.0,3197.0,30.332208,-97.757936,1159375.0,2020-01-30
AUSTIN,TX,78731,3712 HIDDEN HOLW,1545036.0,3,2.0,3062.0,30.362254,-97.75408,1601000.0,2022-04-07
AUSTIN,TX,78731,7305 W RIM DR,1395794.0,4,3.0,3127.0,30.365434,-97.768885,1130188.0,2021-12-02
AUSTIN,TX,78731,4503 OAKMONT BLVD,1167624.0,2,3.0,2070.0,30.320278,-97.751281,1395000.0,2023-01-31
AUSTIN,TX,78731,4022 N HILLS DR,1866212.0,4,3.0,3670.0,30.35889,-97.76667,1018750.0,2020-07-09
AUSTIN,TX,78731,2710 W 49TH ST,860904.0,2,2.0,1466.0,30.324799,-97.750327,638000.0,2020-07-30
AUSTIN,TX,78731,4902 BEVERLY SKYLINE,1882691.0,5,3.0,3962.0,30.335187,-97.766922,2295000.0,2021-04-20
AUSTIN,TX,78731,4902 RIDGE OAK DR,2000102.0,4,4.0,4775.0,30.333664,-97.763726,1875000.0,2022-07-08
AUSTIN,TX,78731,5324 TORTUGA TRL,1841706.0,4,5.0,4654.0,30.335677,-97.779788,1378125.0,2020-01-14
AUSTIN,TX,78731,4008 DRY CREEK DR,2421719.0,3,2.0,4406.0,30.346805,-97.769921,2296875.0,2022-12-09
AUSTIN,TX,78731,6812 VALBURN DR,1893903.0,4,4.0,4702.0,30.370494,-97.78143,638000.0,2020-10-30
AUSTIN,TX,78731,3202 SUNNY LN,2079082.0,5,5.0,1616.0,30.330952,-97.757932,1788405.0,2020-11-18
AUSTIN,TX,78731,3102 PERRY LN,1173150.0,4,2.0,2404.0,30.326333,-97.75757,1810000.0,2022-08-10
AUSTIN,TX,78731,6805 MESA DR,956204.0,4,5.0,3254.0,30.356856,-97.767472,950000.0,2021-04-15
AUSTIN,TX,78731,4601 RIDGE OAK DR,2327000.0,3,4.0,3889.0,30.330458,-97.768901,1875000.0,2020-06-08
AUSTIN,TX,78731,4509 TORTUGA CV,1005120.0,4,3.0,3110.0,30.338139,-97.778571,770000.0,2021-03-08
AUSTIN,TX,78731,7625 PARKVIEW CIR,1107400.0,4,3.0,3532.0,30.371669,-97.772198,937500.0,2022-07-26
AUSTIN,TX,78731,5212 VALBURN CIR,1228992.0,5,3.0,3769.0,30.373587,-97.775124,638000.0,2020-07-17
AUSTIN,TX,78731,4005 SIDEHILL PATH,2034100.0,4,4.0,4562.0,30.364621,-97.759382,2426195.0,2021-11-09
AUSTIN,TX,78731,6421 WESTSIDE DR,714610.0,3,2.0,2785.0,30.345345,-97.754238,735000.0,2021-04-21
AUSTIN,TX,78731,3809 ROCKLEDGE DR,2479221.0,5,4.0,2710.0,30.353796,-97.762624,3000000.0,2022-06-16
AUSTIN,TX,78731,4107 JEFFERSON ST,1002700.0,3,2.0,2576.0,30.314748,-97.749447,1020000.0,2021-09-24
AUSTIN,TX,78731,4100 IDLEWILD RD,788708.0,3,2.0,1708.0,30.31401,-97.751083,743269.0,2021-05-21
AUSTIN,TX,78731,5600 N SCOUT ISLAND CIR,1156801.0,3,3.0,3273.0,30.356688,-97.788126,638000.0,2020-08-31
AUSTIN,TX,78731,1907 W 42ND ST,835606.0,2,1.0,1974.0,30.315018,-97.754733,218750.0,2020-10-21
AUSTIN,TX,78731,6311 SPRUCEWOOD CV,1115535.0,4,2.0,2933.0,30.359771,-97.786685,900000.0,2023-09-19
AUSTIN,TX,78731,5121 VALBURN CT,959650.0,2,2.0,2915.0,30.376329,-97.770567,375000.0,2022-12-23
AUSTIN,TX,78731,4713 CHIAPPERO TRL,2420095.0,3,2.0,1744.0,30.322681,-97.748474,937500.0,2020-03-26
AUSTIN,TX,78731,1810 W 37TH ST # B,1004039.0,2,2.0,1717.0,30.31047,-97.752846,799000.0,2020-09-25
AUSTIN,TX,78731,3900 RIDGELEA DR,1852187.0,3,2.0,2304.0,30.311768,-97.751599,2065000.0,2021-06-11
AUSTIN,TX,78731,1908 W 36TH ST,1416303.0,4,5.0,850.0,30.309958,-97.755031,750000.0,2023-07-21
AUSTIN,TX,78731,1912 W 36TH ST,1018102.0,3,2.0,1830.0,30.310031,-97.755335,1293606.0,2021-06-15
AUSTIN,TX,78731,3403 MOUNT BONNELL RD,3490249.0,4,4.0,7472.0,30.31592,-97.774184,2250000.0,2020-10-30
AUSTIN,TX,78731,2904 PERRY LN,834308.0,3,3.0,2625.0,30.324069,-97.753318,875000.0,2021-08-03
AUSTIN,TX,78731,4702 BULL CREEK RD,1123124.0,3,3.0,1980.0,30.323539,-97.751998,1230000.0,2022-01-19
AUSTIN,TX,78731,4607 HORSESHOE BND,1829218.0,4,4.0,2427.0,30.324702,-97.756586,1530000.0,2021-03-13
AUSTIN,TX,78731,4509 HIGHLAND TER,577500.0,3,1.0,1242.0,30.322368,-97.754703,618750.0,2020-05-15
AUSTIN,TX,78731,4200 EDGEMONT DR,1813743.0,4,3.0,3747.0,30.32333,-97.767903,1468000.0,2021-02-08
AUSTIN,TX,78731,3303 LIVE OAK CIR,2400000.0,4,2.0,3308.0,30.324499,-97.767432,1525000.0,2022-09-28
AUSTIN,TX,78731,3401 MOUNT BONNELL DR,2106266.0,5,5.0,5520.0,30.32228,-97.770716,3014375.0,2020-07-30
AUSTIN,TX,78731,3103 PERRY LN,2581558.0,5,3.0,6693.0,30.326188,-97.758493,1562500.0,2023-07-21
AUSTIN,TX,78731,5209 VALLEY OAK DR,1073444.0,4,2.0,3247.0,30.333622,-97.757108,930000.0,2020-02-18
AUSTIN,TX,78731,5112 FAIRVIEW DR,907346.0,3,2.0,1642.0,30.333312,-97.759281,677250.0,2021-04-29
AUSTIN,TX,78731,3308 HANCOCK DR,1465019.0,5,4.0,3186.0,30.332972,-97.759522,1200000.0,2021-01-08
AUSTIN,TX,78731,3503 LAKELAND DR,875000.0,3,2.0,2100.0,30.338917,-97.759923,531250.0,2022-08-26
AUSTIN,TX,78731,3900 GLENGARRY DR,1393958.0,5,3.0,2934.0,30.343525,-97.766089,750000.0,2020-04-29
AUSTIN,TX,78731,3907 CRESTHILL DR,1200000.0,3,2.0,2416.0,30.342774,-97.767141,1200000.0,2021-10-20
AUSTIN,TX,78731,5809 WESTMONT DR,1484369.0,3,1.0,4102.0,30.34208,-97.76625,500000.0,2020-07-07
AUSTIN,TX,78731,3601 LAS COLINAS DR APT C,433508.0,2,2.0,1207.0,30.341086,-97.761192,362500.0,2022-09-01
AUSTIN,TX,78731,5808 WESTSLOPE DR,1429873.0,4,3.0,3739.0,30.343092,-97.78208,785000.0,2020-05-03
AUSTIN,TX,78731,5802 WESTSLOPE DR,1243921.0,4,2.0,2784.0,30.342633,-97.781194,638000.0,2020-09-21
AUSTIN,TX,78731,4703 WESTSLOPE CIR,1264776.0,4,3.0,3810.0,30.341896,-97.781921,459375.0,2020-01-15
AUSTIN,TX,78731,4722 PALISADE DR,1354426.0,4,3.0,3079.0,30.340962,-97.783422,1035000.0,2020-12-18
AUSTIN,TX,78731,5937 HIGHLAND HILLS DR,1214858.0,4,2.0,3478.0,30.345433,-97.756909,228250.0,2020-08-11
AUSTIN,TX,78731,6603 VALLEYSIDE RD,586226.0,3,2.0,1956.0,30.347528,-97.753775,347383.0,2023-01-18
AUSTIN,TX,78731,3907 DRY CREEK DR,1177551.0,3,2.0,3174.0,30.344389,-97.766642,350000.0,2020-03-05
AUSTIN,TX,78731,5907 UPVALLEY RUN,2043453.0,4,3.0,4213.0,30.345663,-97.777504,2215000.0,2021-07-16
AUSTIN,TX,78731,5910 MOUNTAIN VILLA DR,1575032.0,4,3.0,4879.0,30.345915,-97.775956,1293750.0,2021-02-22
AUSTIN,TX,78731,6301 MOUNTAINCLIMB DR,1686769.0,4,3.0,3372.0,30.349225,-97.763504,1600000.0,2022-08-17
AUSTIN,TX,78731,6200 SHADOW MOUNTAIN DR,1142473.0,4,4.0,4868.0,30.348252,-97.760585,1187500.0,2022-10-06
AUSTIN,TX,78731,6206 HIGHLAND HILLS DR,1242178.0,4,2.0,2753.0,30.349954,-97.761152,638000.0,2020-09-22
AUSTIN,TX,78731,4801 TWIN VALLEY DR,1176551.0,4,2.0,3405.0,30.350607,-97.781475,1507375.0,2022-03-31
AUSTIN,TX,78731,6106 TWIN LEDGE CIR,710000.0,2,2.0,2082.0,30.34933,-97.778272,349950.0,2023-08-28
AUSTIN,TX,78731,5745 N SCOUT ISLAND CIR,524282.0,3,2.0,2065.0,30.354104,-97.792484,605625.0,2021-03-26
AUSTIN,TX,78731,7213 LAMPLIGHT LN,1897071.0,5,3.0,4127.0,30.360082,-97.760467,6250.0,2021-07-08
AUSTIN,TX,78731,7218 CHIMNEY CORS,630901.0,2,2.0,1880.0,30.358764,-97.760366,310625.0,2021-05-26
AUSTIN,TX,78731,6505 LADERA NORTE,1342500.0,4,2.0,3046.0,30.360144,-97.780415,1342500.0,2022-06-06
AUSTIN,TX,78731,4206 VENADO DR,1983500.0,4,4.0,4118.0,30.361936,-97.768592,1770970.0,2020-03-12
AUSTIN,TX,78731,6802 PUMA TRL,845438.0,2,2.0,2471.0,30.363098,-97.77882,956144.0,2022-08-10
AUSTIN,TX,78731,5704 DRIFTWOOD DR,1800000.0,4,4.0,4097.0,30.36276,-97.78798,1575000.0,2022-10-14
AUSTIN,TX,78731,5502 BLUERIDGE CT,669617.0,5,4.0,2556.0,30.3624,-97.785275,592003.0,2020-12-30
AUSTIN,TX,78731,4102 DEEPWOODS DR,2306167.0,5,4.0,4221.0,30.36454,-97.76431,2925000.0,2023-04-05
AUSTIN,TX,78731,4103 PAINT ROCK DR,1111686.0,4,3.0,2744.0,30.366871,-97.761331,1070000.0,2022-10-13
AUSTIN,TX,78731,7603 MESA DR,1115421.0,4,2.0,2912.0,30.365218,-97.762132,877800.0,2020-10-21
AUSTIN,TX,78731,4210 BURNEY DR,1979650.0,5,3.0,2909.0,30.369789,-97.764136,2479396.0,2022-09-21
AUSTIN,TX,78731,4300 BURNEY DR,1628685.0,4,2.0,2962.0,30.370147,-97.764862,1425000.0,2022-07-13
AUSTIN,TX,78731,4102 RIDGELEA DR,2095222.0,5,4.0,1035.0,30.313694,-97.750143,1985000.0,2021-12-22
AUSTIN,TX,78731,4010 RIDGELEA DR,1017281.0,3,3.0,2000.0,30.31328,-97.750452,531250.0,2021-04-29
AUSTIN,TX,78731,4101 RIDGELEA DR,1816000.0,3,2.0,1178.0,30.313342,-97.749732,1750000.0,2021-04-13
AUSTIN,TX,78731,4925 BULL CREEK RD,2025000.0,4,2.0,1561.0,30.326166,-97.749532,1518750.0,2022-07-29
AUSTIN,TX,78731,2609 W 49TH 1/2 ST,1595546.0,4,4.0,1152.0,30.324106,-97.747699,1250000.0,2023-06-20
AUSTIN,TX,78731,2603 W 49TH 1/2 ST,1284868.0,5,1.0,2586.0,30.323802,-97.747211,1293750.0,2020-07-17
AUSTIN,TX,78731,4906 STRASS DR,1075000.0,4,2.0,2844.0,30.322457,-97.746615,1075000.0,2023-02-02
AUSTIN,TX,78731,5004 W FRANCES PL,1710228.0,3,3.0,3050.0,30.328477,-97.754295,1148438.0,2020-11-16
AUSTIN,TX,78731,2818 W 50TH ST,1184960.0,4,2.0,3199.0,30.32706,-97.751921,1640000.0,2023-05-01
AUSTIN,TX,78731,4904 W MARKET DR,2023060.0,4,3.0,1715.0,30.325926,-97.751769,510000.0,2020-02-27
AUSTIN,TX,78731,4305 WATERFORD PL,2400000.0,5,4.0,6667.0,30.334265,-97.774285,2700000.0,2021-12-31
AUSTIN,TX,78731,7010 NORTHLEDGE DR,2271194.0,3,2.0,2498.0,30.357238,-97.762701,1562500.0,2021-12-07
AUSTIN,TX,78731,6313 GATO PATH,1397754.0,3,3.0,2921.0,30.359017,-97.784098,1159375.0,2021-06-08
AUSTIN,TX,78731,7905 GRIFFIN CT,730644.0,3,3.0,2317.0,30.365823,-97.752816,468750.0,2021-06-22
AUSTIN,TX,78731,2621 PEMBROOK TRL,1150000.0,4,3.0,2432.0,30.32153,-97.748603,1350000.0,2021-07-16
AUSTIN,TX,78731,2618 PEMBROOK TRL,920597.0,3,2.0,1844.0,30.321673,-97.748033,684485.0,2020-06-11
AUSTIN,TX,78731,4504 OAKMONT BLVD,1750000.0,4,2.0,1442.0,30.320656,-97.75165,1875000.0,2023-02-07
AUSTIN,TX,78731,3905 PETES PATH,1638439.0,4,3.0,1319.0,30.311381,-97.749947,610938.0,2020-03-16
AUSTIN,TX,78731,1911 W 36TH ST,1626805.0,4,1.0,2758.0,30.30945,-97.755346,1089000.0,2020-08-06
AUSTIN,TX,78731,1909 W 40TH ST,1161000.0,4,4.0,1090.0,30.313122,-97.754063,675000.0,2021-09-30
AUSTIN,TX,78731,3402 MONTE VISTA DR,3799789.0,4,4.0,4440.0,30.324515,-97.771252,2625000.0,2023-02-02
AUSTIN,TX,78731,4502 EDGEMONT DR,4000000.0,4,4.0,2131.0,30.325336,-97.766413,3504375.0,2023-02-28
AUSTIN,TX,78731,4516 SPANISH OAK TRL,2281848.0,5,4.0,5088.0,30.32821,-97.767478,3182813.0,2021-07-26
AUSTIN,TX,78731,6107 BON TERRA DR,1460278.0,3,2.0,3310.0,30.347701,-97.766049,775000.0,2020-06-12
AUSTIN,TX,78731,5922 N WEST PL,1203636.0,3,2.0,3236.0,30.347725,-97.782892,500000.0,2021-03-29
AUSTIN,TX,78731,6104 SHADOW MOUNTAIN DR,1711350.0,4,2.0,3788.0,30.348231,-97.759732,907750.0,2023-07-03
AUSTIN,TX,78731,4739 CAT MOUNTAIN DR,2429382.0,3,4.0,5612.0,30.35568,-97.78018,1015996.0,2020-01-24
AUSTIN,TX,78731,6803 GLEN RIDGE DR,1160455.0,3,2.0,1958.0,30.356211,-97.766608,685313.0,2022-01-25
AUSTIN,TX,78731,3710 HIDDEN HOLW,1179464.0,4,3.0,2976.0,30.362135,-97.75383,638000.0,2020-08-31
AUSTIN,TX,78731,4100 CAT HOLLOW DR,1114625.0,5,3.0,3256.0,30.362231,-97.765427,1275000.0,2022-11-17
AUSTIN,TX,78731,4102 CAT HOLLOW DR,1950614.0,3,2.0,2770.0,30.362363,-97.765691,1343750.0,2021-05-24
AUSTIN,TX,78731,4113 CIRCLETREE LOOP,994139.0,4,3.0,2769.0,30.361621,-97.766943,1060000.0,2021-02-17
AUSTIN,TX,78731,4100 GREYSTONE DR,1392864.0,4,4.0,4760.0,30.365047,-97.76344,1485000.0,2021-01-15
AUSTIN,TX,78731,4108 PAINT ROCK DR,1137391.0,4,3.0,2716.0,30.367653,-97.7617,628125.0,2021-07-07
AUSTIN,TX,78731,6501 LAURELWOOD DR,1348714.0,3,2.0,2529.0,30.3638,-97.784687,907750.0,2023-09-14
AUSTIN,TX,78731,2625 W 49TH ST,2086486.0,4,3.0,3369.0,30.323151,-97.748296,907750.0,2023-07-20
AUSTIN,TX,78731,3412 FOOTHILL PKWY,1538547.0,3,2.0,3398.0,30.316317,-97.770722,1875000.0,2021-11-03
AUSTIN,TX,78731,7312 VISTA MOUNTAIN DR,1997061.0,3,3.0,2710.0,30.370841,-97.78084,1875000.0,2021-09-20
AUSTIN,TX,78731,4808 W PARK DR,682479.0,3,2.0,1581.0,30.32579,-97.753452,550000.0,2020-08-18
AUSTIN,TX,78731,4813 W PARK DR,1151801.0,3,2.0,2682.0,30.325994,-97.75289,638000.0,2020-04-06
AUSTIN,TX,78731,5906 UPVALLEY RUN,2042032.0,4,3.0,4432.0,30.345392,-97.778034,625000.0,2020-09-11
AUSTIN,TX,78731,4901 N RIM DR,994347.0,5,3.0,3693.0,30.374957,-97.768814,1093409.0,2021-11-09
AUSTIN,TX,78731,4501 CROSS VALLEY RUN,1753921.0,4,2.0,4064.0,30.343442,-97.776899,1875000.0,2022-07-21
AUSTIN,TX,78731,3523 GREYSTONE DR APT 106,455774.0,2,2.0,1332.0,30.35799,-97.750353,250000.0,2022-01-11
AUSTIN,TX,78731,3805 PETES PATH # B,995318.0,3,2.0,2463.0,30.310408,-97.750246,693750.0,2021-07-26
AUSTIN,TX,78731,5817 HIGHLAND PASS,1341127.0,3,2.0,1785.0,30.343447,-97.7614,842813.0,2020-09-16
AUSTIN,TX,78731,5800 UPVALLEY RUN,1651592.0,4,3.0,3834.0,30.343901,-97.777265,1650000.0,2021-11-05
AUSTIN,TX,78731,4702 RUE ST,1161181.0,4,3.0,2892.0,30.322232,-97.748271,1623750.0,2023-02-08
AUSTIN,TX,78731,4604 SMALL DR,1600000.0,3,2.0,5130.0,30.342636,-97.780098,1600000.0,2022-09-07
AUSTIN,TX,78731,6533 E HILL DR APT 3,911911.0,3,2.0,2882.0,30.34679,-97.752302,1013623.0,2022-04-14
AUSTIN,TX,78731,6533 E HILL DR APT 15,795038.0,3,3.0,2931.0,30.34679,-97.752302,637500.0,2020-10-26
AUSTIN,TX,78731,6533 E HILL DR APT 18,729251.0,2,2.0,2549.0,30.34679,-97.752302,813438.0,2023-06-30
AUSTIN,TX,78731,1821 W 36TH ST,1539474.0,4,3.0,2776.0,30.309179,-97.75409,685313.0,2021-09-14
AUSTIN,TX,78731,3601 EDGEMONT DR,5789978.0,5,6.0,2966.0,30.316575,-97.769197,7500000.0,2022-09-02
AUSTIN,TX,78731,5011 BALCONES DR # 2,701214.0,4,3.0,3006.0,30.332394,-97.760617,552500.0,2020-09-02
AUSTIN,TX,78731,4502 PLACID PL,1624441.0,3,3.0,2895.0,30.321736,-97.754379,1500000.0,2022-04-11
AUSTIN,TX,78731,2900 W 44TH ST # B,1090583.0,3,3.0,2554.0,30.32043,-97.754992,117750.0,2020-01-07
AUSTIN,TX,78731,1819 W 39TH ST # B,950798.0,2,3.0,1828.0,30.311901,-97.75305,638000.0,2021-01-05
AUSTIN,TX,78731,3807 OAKMONT BLVD,863500.0,3,3.0,2304.0,30.311979,-97.753362,809531.0,2023-01-09
AUSTIN,TX,78731,3806 BULL CREEK RD # B,905819.0,2,3.0,1804.0,30.311724,-97.752552,437500.0,2022-04-19
AUSTIN,TX,78731,5708 DRIFTWOOD DR,2100438.0,4,4.0,3162.0,30.362667,-97.788202,1125000.0,2023-05-08
AUSTIN,TX,78731,1821 W 39TH ST # B,835000.0,3,3.0,1764.0,30.311937,-97.753207,835000.0,2022-12-27
AUSTIN,TX,78731,3900 OAKMONT BLVD,1241015.0,2,1.0,2663.0,30.312591,-97.753513,600000.0,2022-12-07
AUSTIN,TX,78731,1904 W 39TH ST # A,994048.0,3,2.0,1759.0,30.312662,-97.753821,820000.0,2021-05-14
AUSTIN,TX,78731,2806 W 44TH ST # B,1149060.0,3,3.0,2565.0,30.320272,-97.754658,907500.0,2023-07-07
AUSTIN,TX,78731,2617 PEMBROOK TRL # 2,1327021.0,2,2.0,1687.0,30.321108,-97.748152,923625.0,2020-11-20
AUSTIN,TX,78731,4500 FREEDOM DR # 209,1169337.0,5,4.0,3008.0,30.315567,-97.752173,987988.0,2020-02-14
AUSTIN,TX,78731,4502 FREEDOM DR # 210,1033196.0,3,3.0,2598.0,30.315567,-97.752173,400000.0,2023-04-05
AUSTIN,TX,78731,4504 FREEDOM DR # 211,990795.0,3,3.0,2471.0,30.315567,-97.752173,943000.0,2022-08-25
AUSTIN,TX,78731,4506 FREEDOM DR # 212,1141741.0,3,3.0,2868.0,30.315567,-97.752173,1008765.0,2023-08-31
AUSTIN,TX,78731,4501 UNITY CIR # 231,1169337.0,4,4.0,3008.0,30.315567,-97.752173,1365625.0,2022-07-19
AUSTIN,TX,78731,4522 UNITY CIR # 264,1141510.0,3,3.0,2842.0,30.315567,-97.752173,1065000.0,2021-11-17
AUSTIN,TX,78731,4005 MESA CV,2935634.0,5,4.0,4540.0,30.352271,-97.770831,1937500.0,2021-03-11
AUSTIN,TX,78731,4402 AUTHENTIC DR # 69,886500.0,3,3.0,2598.0,30.315567,-97.752173,1218750.0,2022-01-10
AUSTIN,TX,78731,4408 AUTHENTIC DR # 204,1141741.0,3,3.0,2868.0,30.315567,-97.752173,638000.0,2020-01-24
AUSTIN,TX,78731,4416 AUTHENTIC DR # 208,1009210.0,3,3.0,2868.0,30.315567,-97.752173,836605.0,2020-01-30
AUSTIN,TX,78731,4510 FREEDOM DR # 213,1000000.0,4,4.0,3483.0,30.315567,-97.752173,875000.0,2023-07-11
AUSTIN,TX,78731,4503 UNITY CIR # 232,1141741.0,3,3.0,2868.0,30.315567,-97.752173,766500.0,2020-03-31
AUSTIN,TX,78731,4507 UNITY CIR # 234,1033196.0,3,3.0,2598.0,30.315567,-97.752173,776125.0,2023-07-28
AUSTIN,TX,78731,4509 UNITY CIR # 235,1099177.0,5,4.0,3008.0,30.315567,-97.752173,677941.0,2020-04-03
AUSTIN,TX,78731,4203 WAYFARER WAY # 248,1256815.0,3,3.0,3620.0,30.315567,-97.752173,1255000.0,2021-03-24
AUSTIN,TX,78731,4115 WAYFARER WAY # 250,1257512.0,3,2.0,3132.0,30.315567,-97.752173,1097101.0,2020-01-27
AUSTIN,TX,78731,4111 WAYFARER WAY # 252,1532045.0,3,2.0,3912.0,30.315567,-97.752173,637500.0,2020-10-09
AUSTIN,TX,78731,4103 WAYFARER WAY # 255,1261522.0,3,2.0,3432.0,30.315567,-97.752173,1200000.0,2020-12-30
AUSTIN,TX,78731,4508 UNITY CIR # 257,1585151.0,3,3.0,4268.0,30.315567,-97.752173,1242389.0,2020-05-08
AUSTIN,TX,78731,4510 UNITY CIR # 258,1490042.0,3,3.0,4268.0,30.315567,-97.752173,737500.0,2020-04-30
AUSTIN,TX,78731,4514 UNITY CIR # 260,1585151.0,3,3.0,4268.0,30.315567,-97.752173,1258375.0,2020-05-26
AUSTIN,TX,78731,4516 UNITY CIR # 261,1585151.0,3,3.0,4268.0,30.315567,-97.752173,1625000.0,2023-05-08
AUSTIN,TX,78731,4518 UNITY CIR # 262,1585151.0,3,3.0,4268.0,30.315567,-97.752173,1290000.0,2020-05-04
AUSTIN,TX,78731,4520 UNITY CIR # 263,1171892.0,3,3.0,3247.0,30.315567,-97.752173,881321.0,2020-04-29
AUSTIN,TX,78731,4022 DILIGENCE DR # 107,1345512.0,3,3.0,3347.0,30.315567,-97.752173,1055000.0,2020-11-30
AUSTIN,TX,78731,4020 DILIGENCE DR # 108,1461817.0,3,3.0,3594.0,30.315567,-97.752173,1636375.0,2021-05-24
AUSTIN,TX,78731,4018 DILIGENCE DR # 109,1214760.0,3,2.0,3432.0,30.315567,-97.752173,1089000.0,2020-09-30
AUSTIN,TX,78731,4016 DILIGENCE DR # 110,1400412.0,3,3.0,3594.0,30.315567,-97.752173,1226618.0,2021-06-01
AUSTIN,TX,78731,3906 SIGHTLINE ST # 124,971204.0,3,3.0,2598.0,30.315567,-97.752173,717000.0,2020-06-30
AUSTIN,TX,78731,3901 VANTAGE DR # 128,1099177.0,5,4.0,3008.0,30.315567,-97.752173,769284.0,2021-01-14
AUSTIN,TX,78731,3907 VANTAGE DR # 131,1080721.0,5,4.0,3008.0,30.315567,-97.752173,545000.0,2020-12-31
AUSTIN,TX,78731,3902 VANTAGE DR # 134,990795.0,3,3.0,2471.0,30.315567,-97.752173,663750.0,2021-10-18
AUSTIN,TX,78731,3901 EMORY PEAK PASS # 136,1169337.0,5,4.0,3008.0,30.315567,-97.752173,875000.0,2021-09-14
AUSTIN,TX,78731,3903 EMORY PEAK PASS # 137,958351.0,3,3.0,2471.0,30.315567,-97.752173,312500.0,2020-12-18
AUSTIN,TX,78731,3905 EMORY PEAK PASS # 138,946234.0,3,3.0,2471.0,30.315567,-97.752173,632790.0,2020-12-18
AUSTIN,TX,78732,3117 RIPPLING CREEK CT,1550000.0,5,3.0,5553.0,30.377982,-97.909989,1001250.0,2022-08-10
