property_id,rest_id
981,566
981,580
981,621
981,647
981,649
981,863
981,891
981,912
981,943
981,959
981,960
981,979
981,983
982,8
982,26
982,64
982,137
982,141
982,185
982,190
982,199
982,208
982,213
982,228
982,234
982,251
982,263
982,272
982,409
982,432
982,457
982,469
982,473
982,477
982,497
982,501
982,524
982,566
982,580
982,863
982,912
982,943
982,959
982,979
982,983
983,182
983,264
983,282
983,288
983,339
983,433
983,525
983,743
983,831
983,932
984,109
984,207
984,211
984,221
984,229
984,273
984,364
984,379
984,451
984,500
984,720
984,784
984,841
984,849
984,871
984,956
985,190
985,208
985,229
985,234
985,473
985,497
985,501
985,524
985,580
985,831
985,959
986,64
986,190
986,208
986,229
986,234
986,473
986,497
986,501
986,524
986,580
986,831
986,959
987,8
987,19
987,24
987,26
987,43
987,56
987,64
987,114
987,119
987,137
987,141
987,146
987,185
987,190
987,199
987,208
987,213
987,228
987,234
987,237
987,251
987,254
987,263
987,272
987,329
987,409
987,432
987,457
987,469
987,473
987,477
987,497
987,501
987,555
987,566
987,575
987,580
987,647
987,649
987,755
987,805
987,863
987,891
987,912
987,959
987,983
988,5
988,14
988,15
988,16
988,27
988,109
988,179
988,207
988,229
988,262
988,265
988,273
988,364
988,445
988,451
988,491
988,585
988,609
988,614
988,626
988,658
988,770
988,784
988,825
988,841
988,847
988,849
988,887
989,207
989,211
989,229
989,273
989,500
989,841
989,849
990,64
990,190
990,208
990,229
990,234
990,272
990,445
990,469
990,473
990,501
990,524
990,585
990,609
990,621
990,825
990,841
990,943
990,979
991,64
991,190
991,208
991,234
991,272
991,457
991,473
991,497
991,501
991,580
991,831
991,959
992,3
992,24
992,56
992,119
992,149
992,183
992,213
992,237
992,251
992,254
992,263
992,327
992,329
992,409
992,423
992,427
992,461
992,582
992,647
992,791
992,805
992,863
992,891
993,6
993,18
993,24
993,56
993,58
993,137
993,149
993,153
993,156
993,164
993,176
993,181
993,183
993,209
993,213
993,219
993,227
993,237
993,247
993,260
993,263
993,277
993,327
993,329
993,333
993,392
993,394
993,409
993,422
993,423
993,427
993,443
993,459
993,461
993,537
993,540
993,553
993,572
993,582
993,634
993,647
993,659
993,662
993,676
993,694
993,713
993,769
993,791
993,805
993,809
993,863
993,884
993,889
993,891
993,909
993,922
993,923
993,984
994,8
994,26
994,64
994,72
994,137
994,141
994,156
994,185
994,190
994,199
994,208
994,213
994,219
994,228
994,234
994,251
994,263
994,272
994,319
994,409
994,422
994,432
994,445
994,457
994,469
994,473
994,477
994,501
994,524
994,553
994,566
994,580
994,585
994,609
994,621
994,747
994,821
994,825
994,863
994,912
994,940
994,943
994,960
994,979
994,983
995,207
995,211
995,229
995,273
995,364
995,500
995,784
995,841
995,849
996,182
996,264
996,282
996,288
996,339
996,411
996,743
996,932
997,43
997,114
997,190
997,208
997,220
997,224
997,234
997,235
997,264
997,400
997,433
997,467
997,497
997,501
997,525
997,580
997,741
997,743
997,831
997,932
997,959
998,190
998,208
998,234
998,273
998,501
998,580
998,831
998,849
998,959
999,34
999,72
999,81
999,86
999,128
999,137
999,149
999,156
999,178
999,192
999,193
999,199
999,209
999,213
999,219
999,227
999,228
999,263
999,274
999,292
999,319
999,355
999,392
999,394
999,406
999,422
999,427
999,453
999,458
999,477
999,487
999,488
999,499
999,503
999,540
999,553
999,554
999,565
999,585
999,621
999,623
999,631
999,634
999,659
999,679
999,717
999,723
999,726
999,747
999,766
999,780
999,809
999,818
999,821
999,825
999,839
999,844
999,863
999,926
999,927
999,940
999,943
999,960
999,979
999,983
1000,6
1000,8
1000,24
1000,26
1000,56
1000,119
1000,137
1000,141
1000,149
1000,153
1000,156
1000,164
1000,176
1000,181
1000,183
1000,185
1000,199
1000,209
1000,213
1000,219
1000,227
1000,228
1000,237
1000,251
1000,260
1000,263
1000,274
1000,319
1000,327
1000,329
1000,333
1000,392
1000,394
1000,409
1000,422
1000,423
1000,427
1000,432
1000,443
1000,458
1000,459
1000,461
1000,477
1000,488
1000,540
1000,553
1000,582
1000,634
1000,647
1000,659
1000,662
1000,694
1000,713
1000,769
1000,791
1000,805
1000,809
1000,863
1000,884
1000,891
1000,909
1000,912
1000,922
1000,923
1000,960
1000,983
1001,8
1001,26
1001,64
1001,141
1001,185
1001,190
1001,208
1001,229
1001,234
1001,272
1001,432
1001,457
1001,469
1001,473
1001,477
1001,497
1001,501
1001,524
1001,566
1001,580
1001,585
1001,609
1001,825
1001,912
1001,943
1001,959
1001,983
1002,109
1002,207
1002,211
1002,221
1002,229
1002,273
1002,364
1002,379
1002,451
1002,500
1002,626
1002,720
1002,784
1002,841
1002,849
1002,871
1002,956
1003,8
1003,19
1003,24
1003,26
1003,43
1003,56
1003,64
1003,114
1003,119
1003,137
1003,141
1003,146
1003,185
1003,190
1003,199
1003,208
1003,213
1003,228
1003,234
1003,237
1003,251
1003,254
1003,263
1003,272
1003,329
1003,409
1003,432
1003,457
1003,469
1003,473
1003,477
1003,497
1003,501
1003,555
1003,566
1003,575
1003,580
1003,647
1003,649
1003,741
1003,755
1003,891
1003,912
1003,959
1003,983
1004,64
1004,190
1004,208
1004,229
1004,234
1004,272
1004,445
1004,473
1004,497
1004,501
1004,524
1004,580
1004,585
1004,609
1004,825
1004,959
1005,190
1005,208
1005,229
1005,234
1005,273
1005,501
1005,524
1005,580
1005,609
1005,849
1005,959
1006,8
1006,26
1006,64
1006,137
1006,141
1006,185
1006,190
1006,199
1006,208
1006,213
1006,228
1006,234
1006,251
1006,272
1006,409
1006,432
1006,457
1006,469
1006,473
1006,477
1006,497
1006,501
1006,524
1006,566
1006,580
1006,912
1006,943
1006,959
1006,979
1006,983
1007,8
1007,26
1007,64
1007,72
1007,137
1007,141
1007,156
1007,185
1007,190
1007,199
1007,208
1007,213
1007,228
1007,234
1007,251
1007,263
1007,272
1007,319
1007,409
1007,432
1007,445
1007,457
1007,469
1007,473
1007,477
1007,497
1007,501
1007,524
1007,566
1007,580
1007,585
1007,609
1007,621
1007,825
1007,863
1007,912
1007,940
1007,943
1007,959
1007,960
1007,979
1007,983
1008,8
1008,19
1008,24
1008,26
1008,56
1008,64
1008,119
1008,137
1008,141
1008,146
1008,185
1008,199
1008,213
1008,228
1008,237
1008,251
1008,254
1008,263
1008,272
1008,329
1008,409
1008,427
1008,432
1008,457
1008,469
1008,473
1008,477
1008,555
1008,566
1008,575
1008,647
1008,649
1008,755
1008,791
1008,805
1008,863
1008,891
1008,912
1008,983
1009,8
1009,19
1009,24
1009,26
1009,43
1009,64
1009,114
1009,119
1009,141
1009,146
1009,185
1009,190
1009,199
1009,208
1009,234
1009,237
1009,251
1009,254
1009,272
1009,329
1009,400
1009,409
1009,432
1009,457
1009,467
1009,469
1009,473
1009,497
1009,501
1009,555
1009,566
1009,575
1009,580
1009,647
1009,649
1009,741
1009,755
1009,831
1009,891
1009,912
1009,959
1009,983
1010,207
1010,211
1010,273
1010,411
1010,500
1010,849
1011,207
1011,211
1011,229
1011,273
1011,411
1011,500
1011,841
1011,849
1012,14
1012,229
1012,262
1012,265
1012,445
1012,524
1012,554
1012,585
1012,609
1012,818
1012,825
1012,841
1012,943
1012,979
1013,8
1013,19
1013,24
1013,26
1013,43
1013,56
1013,64
1013,114
1013,119
1013,137
1013,141
1013,146
1013,156
1013,185
1013,190
1013,199
1013,208
1013,213
1013,228
1013,234
1013,237
1013,251
1013,254
1013,263
1013,272
1013,329
1013,409
1013,422
1013,432
1013,457
1013,469
1013,473
1013,477
1013,497
1013,501
1013,555
1013,566
1013,575
1013,580
1013,647
1013,649
1013,755
1013,805
1013,863
1013,891
1013,912
1013,959
1013,983
1014,207
1014,211
1014,229
1014,273
1014,411
1014,500
1014,841
1014,849
1015,207
1015,211
1015,221
1015,273
1015,364
1015,379
1015,451
1015,500
1015,720
1015,784
1015,841
1015,849
1015,871
1015,956
1016,19
1016,24
1016,26
1016,43
1016,64
1016,114
1016,119
1016,141
1016,146
1016,185
1016,190
1016,208
1016,224
1016,234
1016,237
1016,254
1016,272
1016,329
1016,400
1016,432
1016,457
1016,467
1016,469
1016,473
1016,497
1016,501
1016,555
1016,566
1016,575
1016,580
1016,647
1016,649
1016,741
1016,755
1016,831
1016,959
1017,19
1017,24
1017,26
1017,43
1017,64
1017,114
1017,119
1017,146
1017,185
1017,190
1017,208
1017,224
1017,234
1017,237
1017,254
1017,272
1017,329
1017,400
1017,457
1017,467
1017,469
1017,473
1017,497
1017,501
1017,555
1017,566
1017,575
1017,580
1017,647
1017,649
1017,741
1017,755
1017,831
1017,959
1018,8
1018,26
1018,64
1018,137
1018,141
1018,185
1018,190
1018,199
1018,208
1018,213
1018,228
1018,234
1018,251
1018,272
1018,409
1018,432
1018,457
1018,469
1018,473
1018,477
1018,497
1018,501
1018,524
1018,566
1018,580
1018,585
1018,609
1018,825
1018,863
1018,912
1018,943
1018,959
1018,979
1018,983
1019,8
1019,26
1019,34
1019,64
1019,72
1019,137
1019,141
1019,149
1019,156
1019,185
1019,190
1019,193
1019,199
1019,208
1019,213
1019,219
1019,227
1019,228
1019,234
1019,251
1019,263
1019,272
1019,274
1019,319
1019,392
1019,394
1019,409
1019,422
1019,427
1019,432
1019,445
1019,453
1019,457
1019,458
1019,469
1019,473
1019,477
1019,488
1019,501
1019,524
1019,540
1019,553
1019,554
1019,566
1019,585
1019,609
1019,621
1019,631
1019,634
1019,747
1019,780
1019,818
1019,821
1019,825
1019,863
1019,912
1019,927
1019,940
1019,943
1019,960
1019,979
1019,983
1020,8
1020,26
1020,34
1020,64
1020,72
1020,137
1020,141
1020,156
1020,185
1020,190
1020,193
1020,199
1020,208
1020,213
1020,219
1020,227
1020,228
1020,234
1020,251
1020,263
1020,272
1020,319
1020,392
1020,409
1020,422
1020,432
1020,445
1020,457
1020,458
1020,469
1020,473
1020,477
1020,501
1020,524
1020,553
1020,554
1020,566
1020,585
1020,609
1020,621
1020,631
1020,747
1020,780
1020,818
1020,821
1020,825
1020,863
1020,912
1020,927
1020,940
1020,943
1020,960
1020,979
1020,983
1021,8
1021,26
1021,64
1021,141
1021,185
1021,190
1021,199
1021,208
1021,229
1021,234
1021,272
1021,432
1021,445
1021,457
1021,469
1021,473
1021,477
1021,497
1021,501
1021,524
1021,566
1021,580
1021,585
1021,609
1021,825
1021,912
1021,943
1021,959
1021,979
1021,983
1022,5
1022,14
1022,15
1022,16
1022,27
1022,109
1022,179
1022,229
1022,262
1022,265
1022,273
1022,364
1022,445
1022,451
1022,491
1022,524
1022,585
1022,609
1022,614
1022,626
1022,658
1022,770
1022,784
1022,825
1022,841
1022,847
1022,849
1022,875
1022,887
1023,5
1023,14
1023,15
1023,16
1023,27
1023,109
1023,179
1023,229
1023,262
1023,265
1023,273
1023,364
1023,445
1023,451
1023,491
1023,585
1023,609
1023,614
1023,626
1023,658
1023,770
1023,784
1023,825
1023,841
1023,847
1023,849
1023,875
1023,887
1024,16
1024,109
1024,179
1024,207
1024,229
1024,265
1024,273
1024,364
1024,445
1024,585
1024,609
1024,626
1024,784
1024,825
1024,841
1024,849
1025,16
1025,109
1025,207
1025,211
1025,229
1025,273
1025,364
1025,445
1025,451
1025,500
1025,585
1025,609
1025,626
1025,784
1025,825
1025,841
1025,849
1026,8
1026,26
1026,64
1026,137
1026,141
1026,185
1026,190
1026,199
1026,208
1026,228
1026,234
1026,251
1026,272
1026,409
1026,432
1026,445
1026,457
1026,469
1026,473
1026,477
1026,497
1026,501
1026,524
1026,566
1026,580
1026,585
1026,609
1026,825
1026,912
1026,943
1026,959
1026,979
1026,983
1027,8
1027,26
1027,64
1027,141
1027,185
1027,190
1027,208
1027,229
1027,234
1027,272
1027,432
1027,457
1027,469
1027,473
1027,497
1027,501
1027,524
1027,566
1027,580
1027,609
1027,912
1027,959
1028,207
1028,211
1028,273
1028,411
1028,500
1028,849
1029,8
1029,19
1029,24
1029,26
1029,43
1029,56
1029,64
1029,114
1029,119
1029,137
1029,141
1029,146
1029,185
1029,190
1029,199
1029,208
1029,213
1029,228
1029,234
1029,237
1029,251
1029,254
1029,263
1029,272
1029,329
1029,409
1029,432
1029,457
1029,469
1029,473
1029,477
1029,497
1029,501
1029,555
1029,566
1029,575
1029,580
1029,647
1029,649
1029,741
1029,755
1029,891
1029,912
1029,959
1029,983
1030,5
1030,14
1030,15
1030,16
1030,27
1030,109
1030,179
1030,229
1030,262
1030,265
1030,273
1030,364
1030,445
1030,451
1030,491
1030,585
1030,609
1030,614
1030,626
1030,658
1030,770
1030,784
1030,825
1030,841
1030,847
1030,849
1030,875
1030,887
1031,8
1031,26
1031,64
1031,141
1031,146
1031,185
1031,190
1031,199
1031,208
1031,234
1031,251
1031,254
1031,272
1031,409
1031,432
1031,457
1031,469
1031,473
1031,477
1031,497
1031,501
1031,524
1031,566
1031,580
1031,831
1031,912
1031,959
1031,983
1032,5
1032,14
1032,15
1032,16
1032,27
1032,109
1032,179
1032,229
1032,262
1032,265
1032,273
1032,364
1032,445
1032,451
1032,491
1032,585
1032,609
1032,614
1032,626
1032,658
1032,770
1032,784
1032,825
1032,841
1032,847
1032,849
1032,875
1032,887
1033,19
1033,24
1033,26
1033,43
1033,64
1033,114
1033,119
1033,141
1033,146
1033,185
1033,190
1033,208
1033,224
1033,234
1033,237
1033,254
1033,272
1033,329
1033,400
1033,432
1033,457
1033,467
1033,469
1033,473
1033,497
1033,501
1033,555
1033,566
1033,575
1033,580
1033,647
1033,649
1033,741
1033,755
1033,831
1033,912
1033,959
1034,8
1034,19
1034,24
1034,26
1034,56
1034,64
1034,119
1034,137
1034,141
1034,146
1034,185
1034,199
1034,213
1034,237
1034,251
1034,254
1034,263
1034,272
1034,329
1034,409
1034,432
1034,457
1034,469
1034,473
1034,555
1034,566
1034,575
1034,647
1034,649
1034,755
1034,791
1034,805
1034,863
1034,891
1034,912
1034,983
1035,8
1035,26
1035,64
1035,72
1035,137
1035,141
1035,149
1035,156
1035,185
1035,190
1035,199
1035,208
1035,213
1035,219
1035,228
1035,234
1035,237
1035,251
1035,263
1035,272
1035,319
1035,329
1035,409
1035,422
1035,427
1035,432
1035,457
1035,469
1035,473
1035,477
1035,497
1035,501
1035,524
1035,553
1035,566
1035,580
1035,621
1035,747
1035,821
1035,863
1035,891
1035,912
1035,940
1035,943
1035,959
1035,960
1035,979
1035,983
1036,19
1036,26
1036,43
1036,64
1036,114
1036,119
1036,146
1036,185
1036,190
1036,208
1036,224
1036,234
1036,254
1036,272
1036,400
1036,457
1036,467
1036,469
1036,473
1036,497
1036,501
1036,525
1036,555
1036,566
1036,575
1036,580
1036,649
1036,741
1036,755
1036,831
1036,959
1037,8
1037,26
1037,34
1037,64
1037,72
1037,137
1037,141
1037,156
1037,185
1037,190
1037,193
1037,199
1037,208
1037,213
1037,219
1037,228
1037,234
1037,251
1037,263
1037,272
1037,319
1037,392
1037,409
1037,422
1037,432
1037,445
1037,457
1037,458
1037,469
1037,473
1037,477
1037,501
1037,524
1037,553
1037,554
1037,566
1037,585
1037,609
1037,621
1037,631
1037,747
1037,780
1037,818
1037,821
1037,825
1037,863
1037,912
1037,927
1037,940
1037,943
1037,960
1037,979
1037,983
1038,8
1038,26
1038,64
1038,72
1038,137
1038,141
1038,156
1038,185
1038,190
1038,199
1038,208
1038,213
1038,219
1038,228
1038,234
1038,237
1038,251
1038,263
1038,272
1038,319
1038,329
1038,409
1038,422
1038,432
1038,457
1038,469
1038,473
1038,477
1038,497
1038,501
1038,524
1038,553
1038,566
1038,580
1038,621
1038,863
1038,891
1038,912
1038,943
1038,959
1038,960
1038,979
1038,983
1039,190
1039,208
1039,234
1039,264
1039,433
1039,497
1039,501
1039,525
1039,580
1039,743
1039,831
1039,932
1039,959
1040,207
1040,211
1040,221
1040,273
1040,364
1040,379
1040,411
1040,500
1040,720
1040,849
1040,871
1040,956
1041,3
1041,24
1041,56
1041,119
1041,183
1041,237
1041,254
1041,263
1041,327
1041,329
1041,409
1041,423
1041,427
1041,461
1041,582
1041,647
1041,791
1041,805
1041,891
1042,207
1042,211
1042,229
1042,273
1042,500
1042,841
1042,849
1043,190
1043,208
1043,234
1043,264
1043,433
1043,497
1043,501
1043,525
1043,580
1043,743
1043,831
1043,932
1043,959
1044,207
1044,211
1044,221
1044,273
1044,364
1044,379
1044,451
1044,500
1044,720
1044,784
1044,841
1044,849
1044,871
1044,956
1045,19
1045,43
1045,64
1045,114
1045,119
1045,146
1045,190
1045,208
1045,220
1045,224
1045,234
1045,254
1045,400
1045,433
1045,457
1045,467
1045,473
1045,497
1045,501
1045,525
1045,555
1045,575
1045,580
1045,649
1045,741
1045,755
1045,831
1045,959
1046,15
1046,16
1046,109
1046,179
1046,207
1046,211
1046,221
1046,229
1046,273
1046,317
1046,364
1046,379
1046,451
1046,500
1046,626
1046,720
1046,784
1046,841
1046,849
1046,871
1046,956
1047,6
1047,18
1047,24
1047,56
1047,149
1047,153
1047,164
1047,176
1047,181
1047,183
1047,209
1047,237
1047,260
1047,263
1047,277
1047,327
1047,329
1047,333
1047,394
1047,423
1047,427
1047,443
1047,459
1047,461
1047,537
1047,572
1047,582
1047,634
1047,647
1047,662
1047,676
1047,694
1047,713
1047,769
1047,791
1047,805
1047,809
1047,884
1047,889
1047,891
1047,909
1047,922
1047,923
1047,984
1048,8
1048,19
1048,24
1048,26
1048,56
1048,64
1048,114
1048,119
1048,137
1048,141
1048,146
1048,185
1048,190
1048,199
1048,213
1048,228
1048,237
1048,251
1048,254
1048,263
1048,272
1048,329
1048,409
1048,427
1048,432
1048,457
1048,469
1048,473
1048,477
1048,497
1048,555
1048,566
1048,575
1048,647
1048,649
1048,755
1048,791
1048,805
1048,863
1048,891
1048,912
1048,983
1049,3
1049,19
1049,24
1049,56
1049,119
1049,146
1049,237
1049,254
1049,329
1049,409
1049,555
1049,575
1049,647
1049,649
1049,755
1049,805
1049,891
1050,16
1050,109
1050,207
1050,229
1050,265
1050,273
1050,364
1050,445
1050,451
1050,585
1050,609
1050,626
1050,784
1050,825
1050,841
1050,849
1051,19
1051,24
1051,43
1051,114
1051,119
1051,146
1051,190
1051,224
1051,237
1051,254
1051,400
1051,457
1051,467
1051,497
1051,501
1051,555
1051,575
1051,580
1051,649
1051,741
1051,755
1051,831
1051,959
1052,19
1052,43
1052,114
1052,119
1052,146
1052,190
1052,208
1052,220
1052,224
1052,234
1052,237
1052,254
1052,400
1052,457
1052,467
1052,497
1052,501
1052,525
1052,555
1052,575
1052,580
1052,649
1052,741
1052,755
1052,831
1052,959
1053,8
1053,26
1053,64
1053,72
1053,137
1053,141
1053,185
1053,190
1053,199
1053,208
1053,213
1053,228
1053,229
1053,234
1053,251
1053,272
1053,409
1053,432
1053,445
1053,457
1053,469
1053,473
1053,477
1053,497
1053,501
1053,524
1053,566
1053,580
1053,585
1053,609
1053,621
1053,825
1053,912
1053,943
1053,959
1053,979
1053,983
1054,3
1054,24
1054,56
1054,119
1054,146
1054,237
1054,254
1054,329
1054,338
1054,456
1054,575
1054,647
1054,649
1054,711
1054,805
1054,891
1055,109
1055,207
1055,211
1055,229
1055,273
1055,364
1055,451
1055,500
1055,784
1055,841
1055,849
1056,182
1056,264
1056,282
1056,433
1056,525
1056,743
1056,831
1056,932
1056,959
1057,109
1057,207
1057,211
1057,221
1057,229
1057,273
1057,364
1057,379
1057,451
1057,500
1057,720
1057,784
1057,841
1057,849
1057,871
1057,956
1058,6
1058,8
1058,24
1058,26
1058,56
1058,119
1058,137
1058,141
1058,149
1058,153
1058,156
1058,164
1058,176
1058,181
1058,183
1058,185
1058,192
1058,199
1058,209
1058,213
1058,219
1058,227
1058,228
1058,237
1058,251
1058,254
1058,260
1058,263
1058,272
1058,274
1058,319
1058,327
1058,329
1058,333
1058,392
1058,394
1058,409
1058,422
1058,423
1058,427
1058,432
1058,443
1058,453
1058,458
1058,461
1058,469
1058,477
1058,488
1058,540
1058,553
1058,566
1058,582
1058,634
1058,647
1058,659
1058,662
1058,694
1058,713
1058,769
1058,791
1058,805
1058,809
1058,863
1058,884
1058,891
1058,909
1058,912
1058,923
1058,960
1058,983
1059,64
1059,72
1059,208
1059,229
1059,234
1059,272
1059,445
1059,469
1059,473
1059,477
1059,501
1059,524
1059,554
1059,585
1059,609
1059,621
1059,631
1059,747
1059,780
1059,818
1059,821
1059,825
1059,841
1059,927
1059,940
1059,943
1059,979
1060,6
1060,8
1060,24
1060,26
1060,56
1060,64
1060,86
1060,119
1060,137
1060,141
1060,149
1060,153
1060,156
1060,176
1060,181
1060,185
1060,192
1060,199
1060,209
1060,213
1060,219
1060,227
1060,228
1060,237
1060,251
1060,260
1060,263
1060,272
1060,274
1060,319
1060,327
1060,329
1060,392
1060,394
1060,409
