gym_id,gym_name,gym_address,gym_ratings,latitude,longitude,zipcode
243,OBK Fitness & Nutrition,"6 Indian Meadows Dr, Ste 200, Round Rock, TX 78665",3.5,30.550481,-97.674197,78665
244,Crossfit Lakeway,"1909 Ranch Rd 620 S, Austin, TX 78734",5,30.3444901,-97.9653625,78734
245,CrossFit Jääkarhu,"139 E St Elmo Rd, Austin, TX 78745",5,30.21647466,-97.76607615,78745
246,Heroes CrossFit,"300 Brushy Creek, Ste 501, Cedar Park, TX 78613",5,30.504649,-97.816211,78613
247,Planet Fitness,"200 W Palm Valley Blvd, Round Rock, TX 78664",4,30.51876826,-97.68478158,78664
248,Ann Wolfe Boxing and Fitness,"2892 State Hwy 71 W, Cedar Creek, TX 78612",3,30.17542,-97.5249,78612
249,Class UFC Gym - North Austin,"10900 Lakeline Mall Dr, Austin, TX 78717",5,30.47467,-97.79642,78717
250,Anytime Fitness,"14306 RR-12, Suites 8, 9-10, Wimberley, TX 78676",2.5,30.000695,-98.100689,78676
251,Orangetheory Fitness - Avery Ranch,"14900 Avery Ranch Blvd., Ste A-100, Austin, TX 78717",4.5,30.49836,-97.77772,78717
252,Corazon Latino Dance Studio,"6132 W 290, Austin, TX 78735",4.5,30.23581958,-97.85486767,78735
253,Anna Hiss gym,"2501 Wichita St, Austin, TX 78705",3,30.288559,-97.7378545,78705
254,Balcones Fitness,"1406 Three Points Rd, Ste B2, Pflugerville, TX 78660",5,30.450772,-97.657557,78660
255,Austin Ninjas,"200 Buttercup Creek Blvd, Ste 107A, Cedar Park, TX 78613",4,30.50246,-97.822027,78613
256,HOTWORX - Round Rock,"2150 E Palm Valley Blvd, Round Rock, TX 78665",4.5,30.51907831,-97.65206136,78665
257,Orangetheory Fitness Circle C,"5700 Slaughter Ln, Ste 260, Austin, TX 78749",5,30.20166689,-97.86812426,78749
258,Austin FIT Center,"4402 S Congress Ave, Austin, TX 78745",3.5,30.217596,-97.76799,78745
259,HOTWORX,"7826 W US Hwy 290, Ste 107, Austin, TX 78736",4,30.23001005,-97.88708527,78736
260,HOTWORX - Hutto,"567 Chris Kelley Blvd, Ste 102, Hutto, TX 78634",5,30.531605,-97.563744,78634
261,CYCLEBAR,"2400 E 6th St, Austin, TX 78702",4,30.25969,-97.7157,78702
262,Sculpted Physiques By Leila,"2745 Bee Caves, Ste 105, Austin, TX 78746",5,30.27058163,-97.78757003,78746
263,HOTWORX - Bee Cave,"12801 Shops Pkwy, Ste 300, Bee Cave, TX 78738",5,30.30459,-97.94176,78738
264,Lumos Fitness Collective,"2415 Burleson Rd, Austin, TX 78741",5,30.22900652,-97.73530941,78741
265,Infinit8 Fitness,"12800 West Parmer Ln, Ste 212, Cedar Park, TX 78613",5,30.5313623,-97.7749625,78613
266,The Dash Gym,"488 Bailey Ln, Spicewood, TX 78669",1,30.4811,-98.16058,78669
267,Anytime Fitness,"2301 S Lakeline Blvd, Cedar Park, TX 78613",4.5,30.477824,-97.81852,78613
268,Flex Fit Gym 24/7,"3918 Gattis School Rd, Ste 108, Round Rock, TX 78664",2,30.49787,-97.60902,78664
269,Just Results,"14500 RR 12, Ste 13, Wimberley, TX 78666",5,30.0026808,-98.10103963,78666
270,Orangetheory Fitness Round Rock - University,"311 University Blvd, Ste 100, Round Rock, TX 78665",5,30.5591837,-97.68471105,78665
271,The Turf & Iron Athlete,"4227 Guadalupe St, Austin, TX 78751",5,30.3082949,-97.7342673,78751
272,Anytime Fitness,"707 W Hwy 290, Dripping Springs, TX 78620",3,30.19224737,-98.09830068,78620
273,F45 Training Lakeway,"3944 Ranch Rd 620 S, Ste 120, Bee Cave, TX 78738",5,30.31102,-97.94662,78738
274,Anytime Fitness,"2800 S Bagdad Rd, Ste H, Leander, TX 78641",3.5,30.54028,-97.84889,78641
275,CrossFit Oak Hill,"5446 Hwy 290 W, Ste 305, Austin, TX 78735",5,30.238541,-97.840727,78735
276,Anytime Fitness,"1671 Main St, Ste H, Buda, TX 78610",2,30.0881083,-97.82247265,78610
277,Planet Fitness,"1103 Rivery Blvd, Ste 3-307, Georgetown, TX 78628",4.5,30.64562174,-97.68891434,78628
278,Blush Boot Camp,"2906 S Bagdad Rd, Leander, TX 78641",4,30.53874358,-97.84741801,78641
279,Bodies By Design Personal Training,"15635 Vision Dr, Ste 103, Pflugerville, TX 78660",5,30.45072,-97.66144,78660
280,LA Fitness,"1000 N A W Grimes Blvd, Round Rock, TX 78665",3,30.520397,-97.656586,78665
281,Orangetheory Fitness - Domain,"3100 Esperanza Crossing, Ste 118, Austin, TX 78758",4.5,30.39992754,-97.7229331,78758
282,Alexander Strength,"4125 Guadalupe St, Austin, TX 78751",5,30.30709694,-97.73520092,78751
283,Orangetheory Fitness - Lakeway,"1516 Ranch Rd 620 S, Ste 100, Lakeway, TX 78734",4.5,30.34751876,-97.96625778,78734
284,Regymen Fitness - Round Rock,"3021 S I-35 Frontage Rd, Ste 150, Round Rock, TX 78664",5,30.47871326,-97.66914533,78664
285,UpReach CrossFit,"13047 Pond Springs Rd, Austin, TX 78729",5,30.44268,-97.77431,78729
286,Slade Fit Club,"1927 Lohman's Crossing Rd, Ste 100A, Lakeway, TX 78734",5,30.34586,-97.97625,78734
287,Grand Mesa Crossfit,"10960 E Crystal Falls Pkwy, Ste 400, Leander, TX 78641",4.5,30.5685334,-97.8063329,78641
288,Orangetheory Fitness - South Lamar,"1100 S Lamar Blvd., Ste 1115, Austin, TX 78704",4.5,30.25576,-97.76252,78704
289,Hill Country MVMT,"150 Russell Ln, Bldg 4, Dripping Springs, TX 78620",5,30.209344,-98.1202519,78620
290,Milestone CrossFit,"641 W Front St, Hutto, TX 78634",4.5,30.53955,-97.55418,78634
291,CrossFit Dripping Springs,"31560 Ranch Rd 12, Ste 201, Dripping Springs, TX 78620",5,30.24986385,-98.05787278,78620
292,My Gym,"5307 W Hwy 290, Austin, TX 78735",4.5,30.23580325,-97.83725335,78735
293,Alliance Physical Culture,"6700 Manchaca Rd, Austin, TX 78745",5,30.2063721,-97.8071133,78745
294,CrossFit Hays,"200 Lehman Rd, Ste 500, Kyle, TX 78640",5,29.989775,-97.859735,78640
295,Charneski Fight Team,"9505 Burnet Rd, Ste C, Austin, TX 78758",5,30.378612,-97.724739,78758
296,Anytime Fitness,"2650 Gattis School Rd, Round Rock, TX 78664",4,30.49697,-97.647021,78664
297,Orangetheory Fitness Round Rock,"661 Louis Henna Blvd, Ste 450, Round Rock, TX 78664",4.5,30.4821205,-97.6568985,78664
298,Blu Edge Fitness,"5 Brent Blvd, Kyle, TX 78640",2,30.00518037,-97.8639558,78640
299,Gold's Gym Cedar Park,"1401 Medical Pkwy, Cedar Park, TX 78613",2,30.53008128,-97.81258925,78613
300,YMCA east Communities,"5315 Ed Bluestein Blvd, Austin, TX 78723",3,30.29197333,-97.66210746,78723
301,Kinetic Fit Systems,"5716 W Hwy 290, Ste 106, Austin, TX 78735",5,30.23621988,-97.84976237,78735
302,The Mat Martial Arts & Fitness,"2100 Cypress Creek Rd, Ste 500, Cedar Park, TX 78613",5,30.47561671,-97.84163073,78613
303,Iron Cross Fitness,"2020 N Bell Blvd, Ste B3-H, Cedar Park, TX 78613",5,30.53533,-97.83498,78613
304,Pinnacle Training Center,"400 W Whitestone Blvd, Ste A, Cedar Park, TX 78613",3.5,30.5193918,-97.83350919,78613
305,Crossfit Hutto,"300 Tradesmen Dr, Ste 600, Hutto, TX 78634",5,30.5416062,-97.5857426,78634
306,Hotworx - Leander - Hwy 29 & Ronald Reagan,"19368 Ronald Reagan Blvd, Ste 120, Leander, TX 78628",3.5,30.634591,-97.824764,78628
307,Strength & Endurance Academy,"23703 IH 35, Ste 104A, Kyle, TX 78640",5,29.967439,-97.873311,78640
308,CrossFit Texas,"641 W Front St, Hutto, TX 78634",5,30.53972238,-97.55413139,78634
309,Divine Strength Personal Training & Diet Center,"1200 Lakeway Dr, Lakeway, TX 78734",5,30.36391657,-97.9814677,78734
310,F45 Training Cross Trails,"2000 N Mays St, Ste 115, Round Rock, TX 78664",5,30.5280419,-97.6889591,78664
311,Orangetheory Fitness Pflugerville,"4810 Gattis School Rd, Hutto, TX 78634",4,30.500784,-97.58481,78634
312,Champions Gymnastics and Cheer,"1314 Exposition Blvd, Austin, TX 78703",4.5,30.28931,-97.77303,78703
313,Rattler CrossFit,"119 Homes Rd, Unit C & D, Liberty Hill, TX 78642",5,30.65476,-97.87208,78642
314,CrossFit Second Wave,"421 Sportsplex Dr, Dripping Springs, TX 78620",5,30.19583738,-98.09752249,78620
315,VRT Fitness & Sports Performance,"3310 Fm 967, Ste A106, Buda, TX 78610",5,30.09727532,-97.87747614,78610
316,Hotworx - Round Rock,"635 University Blvd, Ste 110, Round Rock, TX 78665",5,30.5637148,-97.6740731,78665
317,Patriot MMA,"3805 Stonebridge Dr, Ste 1, Round Rock, TX 78681",5,30.51044,-97.73798,78681
318,Gold's Gym - North Round Rock,"4201 Sunrise Rd, Round Rock, TX 78665",2.5,30.5607856,-97.6781006,78665
319,Kill It CrossFit,"1 Valley Trl, Round Rock, TX 78664",4.5,30.503918,-97.607057,78664
320,Streamline Crossfit,"600 S Bell Blvd, Ste 100, Cedar Park, TX 78613",5,30.504277,-97.818415,78613
321,Orangetheory Fitness - Kyle,"5940 Kyle Parkway, Kyle, TX 78640",3.5,30.009236,-97.856488,78640
322,ChampionsTX - Lake Travis,"2105 RR 620 S, Ste 201, Lakeway, TX 78734",4,30.34193752,-97.96545673,78734
323,Elite Martial Arts,"5446 W Hwy 290, Ste 108, Austin, TX 78735",5,30.23736963,-97.84098804,78735
324,Max 3 Fitness,"4568 Dacy Ln, Bldg 4, Buda, TX 78610",4,30.0368873,-97.826653,78610
325,Woodward Crossfit,"13800 Quitman Pass, Austin, TX 78728",5,30.4312,-97.68225,78728
326,Orangetheory Fitness - Lakeline,"13000 N FM 620 Rd SB, Ste 105, Austin, TX 78750",4.5,30.468898,-97.799492,78750
327,Orangetheory Fitness - Cedar Park,"5001 183A Toll Rd, Ste L100, Cedar Park, TX 78613",4.5,30.5322273,-97.81976079,78613
328,Innovative Health & Performance,"15301 Interstate N 35 Frontage Rd, Pflugerville, TX 78660",5,30.446919,-97.666307,78660
329,F45 Training Round Rock Central,"3200 Greenlawn Blvd, Round Rock, TX 78664",4.5,30.480629,-97.661327,78664
330,Orangetheory Fitness - Lantana,"7415 Southwest Pkwy, Building 5D, Austin, TX 78735",2.5,30.256388,-97.870409,78735
331,Tumblepro Austin,"8516 Anderson Mill Rd, Ste 102, Austin, TX 78729",3.5,30.45635,-97.76769,78729
332,MVP Elite FItness,"1013 South Mays St, Round Rock, TX 78664",5,30.49907,-97.67559,78664
333,Boot Camp 512,"6701 N Lamar, Austin, TX 78752",4.5,30.1866893,-97.7730026,78752
334,CrossFit Cedar Park,"12112 Anderson Mill Rd, Ste 8B, Austin, TX 78726",4,30.4583951,-97.83045496,78726
335,PositiveVibrations,"1901 W William Cannon Dr, Ste 103, Austin, TX 78745",3,30.201916,-97.805061,78745
336,Oxygen Fitness Center,"163 Trademark St, Buda, TX 78610",1,30.06593,-97.83264,78610
337,Defiant CrossFit,"16801 Radholme Ct, Ste A, Round Rock, TX 78664",4.5,30.4674863,-97.6601057,78664
338,Woodward Crossfit,"9308 Anderson Mill Rd, Ste 400, Austin, TX 78729",4.5,30.4512901,-97.784111,78729
339,Crossfit 3 Strands,"100 W Pflugerville Pkwy, Unit 108, Pflugerville, TX 78660",5,30.465721,-97.6255287,78660
340,Rumble Boxing,"12160 W Parmer Ln, Ste 150, Cedar Park, TX 78613",3.5,30.5227503,-97.7737903,78613
341,TruEffort Training Center,"1700 Bryant Dr, Ste 203, Round Rock, TX 78664",5,30.4914597,-97.646617,78664
342,Program Services Branch YMCA,"3208 Red River St, Austin, TX 78705",2,30.29180717,-97.72709656,78705
343,FIIT gym,"Cedar Park, TX 78613",5,30.47835,-97.81479,78613
344,Gold's Gym Roundrock,"2400 S I H 35, Round Rock, TX 78681",2,30.486559,-97.679219,78681
345,HOTWORX - Round Rock - Brushy Creek,"17420 Ranch Rd 620, Ste 120, Round Rock, TX 78681",5,30.50456,-97.71822,78681
346,Avery Ranch,"Capital Gymnastics, 504 Denali Pass, Cedar Park, TX 78613",3.5,30.517717,-97.775037,78613
347,Moxie Gymnastics and Cheer,"16776 Fitzhugh Rd, Dripping Springs, TX 78620",3.5,30.24976349,-98.05579376,78620
348,Austin Muscle Restoration,"5716 US 290, Ste 111, Austin, TX 78735",1,30.23684,-97.84704,78735
349,Golds Gym,"1944 Little Elm Trl, Cedar Park, TX 78613",2.5,30.48375478,-97.82924209,78613
350,Get IT Body Fitness,"2007 N Mays St, Ste 104, Round Rock, TX 78664",2,30.529534,-97.6879359,78664
351,Goal's Fitness Center,"2700 W Pecan St, Pflugerville, TX 78660",1,30.45010948,-97.65657043,78660
