rest_id,rest_name,rest_address,rest_ratings,latitude,longitude
518,Sweet Chive,"2515 E Cesar Chavez St, Austin, TX 78702",4.0,30.25386,-97.71564
519,It's Italian Cucina,"1500 South Lamar Blvd, Ste 110, Austin, TX 78704",4.0,30.252591301852497,-97.7642960669596
520,Billy's on Burnet,"2105 Hancock Dr, Austin, TX 78756",4.0,30.3220291137695,-97.7397613525391
521,Counter Cafe East,"1914 E 6th St, Ste A, Austin, TX 78702",4.0,30.2616692,-97.7215424
522,The Meteor,"2110 S Congress Ave, Austin, TX 78704",4.0,30.242825194800098,-97.7526252091974
523,The Iron Bear,"301 W 6th St, Austin, TX 78701",4.0,30.268531,-97.745496
524,Halal Bros,"2712 Guadalupe St, Austin, TX 78705",4.0,30.29253104200819,-97.74164734152036
525,Turkey Twist,"5903 Wellington Dr, Austin, TX 78723",1.0,30.312154,-97.687817
526,Taco Flats - Burnet,"5520 Burnet Rd, Ste 101, Austin, TX 78756",4.0,30.330914,-97.740225
527,Biscuits + Groovy - South,"1210 Barton Springs Rd, Austin, TX 78704",4.5,30.260844986049765,-97.75727464373917
528,Biderman's Deli,"3742 Far West Blvd 101, Ste 101, Austin, TX 78746",3.5,30.3560504,-97.7577048
529,The Smokin' Rose Taco Joint,"1308 E 6th St, Austin, TX 78702",4.5,30.264076,-97.728658
530,Mort Subite,"308 Congress Ave, Austin, TX 78701",4.5,30.265719,-97.7439904
531,Komal Latin Kitchen & Bar,"11320 RR 2222, Austin, TX 78730",4.0,30.402208972918213,-97.8521185
532,OneTaco,"402 Brazos St, Austin, TX 78701",4.5,30.265992,-97.742265
533,Casino El Camino,"517 E 6th St, Austin, TX 78701",4.0,30.26636,-97.7377
534,Maie Day,"1603 S Congress Ave, Austin, TX 78704",3.5,30.2474,-97.75006
535,Chi'Lantro,"823 Congress Ave, Austin, TX 78701",4.0,30.270474212547988,-97.74125343333677
536,Sip Pho,"512 W 29th St, Austin, TX 78705",4.5,30.295421,-97.742327
537,Veracruz All Natural,"1700 Guadalupe St, Travis County Civil and Family Courts Facility, Austin, TX 78701",4.5,30.2801,-97.74254
538,The Halal Corner,"1200 Barbara Jordan, Ste 300, Austin, TX 78723",4.0,30.30621520330522,-97.70766038843132
539,i Fratelli Pizza Downtown Austin,"501 W 15th St, Ste C, Austin, TX 78701",4.0,30.2780073988805,-97.7444057699312
540,Ranch 616,"616 Nueces St, Austin, TX 78701",3.5,30.270479459951343,-97.74839566124297
541,"Snooze, an A.M. Eatery","1700 South Lamar, Ste 301, Austin, TX 78704",4.0,30.251717,-97.766627
542,Cidercade Austin,"600 E Riverside Dr, Austin, TX 78704",4.5,30.2525,-97.74104
543,Black Star Co-op Pub & Brewery,"7020 Easy Wind Dr, Ste 100, Austin, TX 78752",4.0,30.3381716531677,-97.7188450098038
544,Gnar Bar,"219 E 6th St, Austin, TX 78701",4.5,30.267258726197753,-97.7408003
545,The Well,"440 2nd St, Austin, TX 78701",4.5,30.265727245926215,-97.74833726013874
546,Afghan Village,"9717 N Lamar Blvd, Austin, TX 78753",4.5,30.36572694264818,-97.6947071
547,Garbo’s,"626 N Lamar Blvd, Austin, TX 78703",4.0,30.272580873537585,-97.7536861
548,Cenote,"1010 E Cesar Chavez St, Austin, TX 78702",4.0,30.2605580485887,-97.7336812427286
549,CAVA,"2426 Guadalupe St, Austin, TX 78705",4.0,30.2885622487397,-97.741684423978
550,Seven Spice,"3901 Spicewood Springs Rd, Ste B, Austin, TX 78759",4.0,30.36551548884616,-97.75032810232824
551,Mother Klucker,"5610 N Interstate Hwy 35, Austin, TX 78751",4.0,30.316177,-97.70824
552,Waterloo Ice House 360 & 2222,"6203 N Capital Of Texas Hwy, Austin, TX 78731",3.5,30.3608743,-97.7893634
553,The Halal Project,"917 W 12th St, Austin, TX 78703",4.5,30.27656,-97.75076
554,Cafe Fin,"2438 W Anderson Ln, Ste A3, Austin, TX 78757",4.0,30.358027,-97.731826
555,Skinny's Off Track Bar,"1806 E 12th St, Austin, TX 78702",4.5,30.27383,-97.7205
556,Maudie's Café,"2608 W 7th, Austin, TX 78703",3.5,30.28281,-97.77557
557,Pho Craft,"3307 Oak Springs Dr, Austin, TX 78721",4.5,30.27349,-97.69708
558,Azul Tequila,"3815 Dry Creek Dr, Austin, TX 78731",3.5,30.3427391,-97.7640076
559,Another Broken Egg Cafe,"8012 Mesa Dr, Austin, TX 78731",4.5,30.37057,-97.75845
560,VERDAD True Modern Mexican - Coming Soon,"2701 Perseverance Dr, Austin, TX 78731",0.0,30.31831,-97.75381
561,Little Deli & Pizzeria,"1804 Briarcliff Blvd, Austin, TX 78723",4.5,30.314342,-97.689852
562,Pinthouse Pizza,"4236 S Lamar Blvd, Austin, TX 78704",4.5,30.236083,-97.795895
563,Bluefin Sushi Bar & Ramen,"5400 Brodie Ln, Ste 1200, Sunset Valley, TX 78745",4.5,30.2307,-97.82042
564,Galloway's Sandwich Shop,"1914 E 12th St, Austin, TX 78702",4.5,30.27398,-97.71937
565,Cheba Hut Toasted Subs,"3016 Guadalupe St, Austin, TX 78705",4.5,30.29802614887004,-97.74167606527784
566,Chago's Caribbean Cuisine,"7301 N Lamar Blvd, Austin, TX 78752",4.5,30.340268,-97.716942
567,Louisiana Crab Shack,"2525 W Anderson Ln, Ste 265, Austin, TX 78757",3.5,30.355906,-97.733481
568,Bikkle Jamaican Restaurant,"3023 Guadalupe St, Austin, TX 78705",4.5,30.297043,-97.741433
569,Hoboken Pie,"718 Red River St, Austin, TX 78701",4.0,30.26822,-97.73678
570,Louisiana Wild Crawfish & Catering,"Austin, TX 78701",4.5,30.270485736676804,-97.74234639398716
571,Red Lotus Asian Grille,"6507 Jester Blvd, Ste 501, Austin, TX 78750",4.5,30.369571,-97.800953
572,Carnitas el Guero,"8624 N Lamar Blvd, Austin, TX 78744",4.5,30.3552619,-97.7032641
573,A Touch of Soul,"1206 Chicon St, Austin, TX 78702",5.0,30.274121,-97.720185
574,Steiner Ranch Steakhouse,"5424 Steiner Ranch Blvd, Austin, TX 78732",3.5,30.38991,-97.87181
575,Mum Foods Smokehouse & Delicatessen ,"5811 Manor Rd, Austin, TX 78723",4.5,30.3058633,-97.6797593
576,The Austin Club,"110 E 9th St, Austin, TX 78701",4.5,30.270942,-97.7408389
577,Home Slice Pizza,"1415 S Congress St, Austin, TX 78704",4.5,30.2492254,-97.74955321609524
578,Freddo Atx,"2336 S Congress Ave, Austin, TX 78704",4.0,30.23935,-97.75324
579,La Peña,"227 Congress Ave, Austin, TX 78701",4.0,30.26515557890668,-97.7437078737309
580,Veracruz All Natural,"2401 Winsted Ln, Austin, TX 78703",4.5,30.29333,-97.76036
581,Happy Chicks,"6425 Burnet Rd, Austin, TX 78757",4.0,30.339962,-97.738658
582,Arpeggio Grill,"6619 Airport Blvd, Austin, TX 78752",4.0,30.3309659,-97.7155318
583,III Forks,"111 Lavaca St, Austin, TX 78701",4.0,30.26435,-97.74676
584,Techo Mezcaleria & Agave Bar,"2201 Manor Rd, Austin, TX 78722",4.5,30.28412,-97.7189099
585,Civil Goat Coffee,"2610 Manor Rd, Austin, TX 78722",4.5,30.28532402996956,-97.71449413150548
586,Mandola's Italian,"4700 W Guadalupe St, Ste 12, Austin, TX 78751",4.0,30.3159319310134,-97.7336796197883
587,ATX Food,"517 S Lamar, Austin, TX 78704",4.5,30.259692,-97.758216
588,Cuantas Hamburguesas,"1108 E 12th St, Austin, TX 78702",4.0,30.272719261502395,-97.72862080383176
589,Aussie's Grill & Beach Bar,"306 Barton Springs Rd, Austin, TX 78704",3.0,30.25898,-97.74808
590,Hillside Farmacy,"1209 E 11th St, Austin, TX 78702",3.5,30.2680931091309,-97.7269134521484
591,MezzeMe,"4700 W Guadalupe St, Ste 9, Austin, TX 78751",4.5,30.31563847123913,-97.733662865405
592,Camino Alamo BBQ,"1914 Guadalupe St, Austin, TX 78705",5.0,30.282649,-97.742393
593,Humpty’s Wall of Breakfast,"8820 Burnet Rd, Ste 502, Austin, TX 78757",4.5,30.3710579399,-97.7279291261
594,The Mockingbird Café,"600 W 2nd St, Austin, TX 78701",4.0,30.26611,-97.75004
595,China Family Restaurant at Highland,"6801 Airport Blvd, Austin, TX 78752",4.0,30.33406,-97.71649
596,Arlo's,"900 Red River St, Austin, TX 78701",4.5,30.269513,-97.736244
597,CARVE American Grille - Barton Creek,"7415 SW Pkwy, Bldg 1, Austin, TX 78735",4.0,30.25631135881809,-97.87046853494348
598,Tellus Joe,"3110 Windsor Rd, Beer Plant Breezeway, Austin, TX 78703",3.0,30.29660485043773,-97.76774077049808
599,DeSano Pizzeria Napoletana,"8000 Burnet Rd, Austin, TX 78757",4.5,30.35851,-97.73065
600,"Snooze, an A.M. Eatery","1109 E 5th St, Ste 180, Austin, TX 78702",4.0,30.263451212488057,-97.73107619508556
601,DittyDog,"519 E 7th St, Austin, TX 78701",4.5,30.26725,-97.73717
602,Err Thing New Orleans,"1309 W 45th St, Austin, TX 78756",4.5,30.315080883459274,-97.74142988026142
603,Gabriel's Cafe,"1900 University Ave, Austin, TX 78705",3.5,30.282314230267723,-97.74002089150568
604,Aviator Pizza & Drafthouse,"1905 Aldrich St, Austin, TX 78723",4.0,30.297908,-97.70534
605,Texas Honey Ham Company,"3736 Bee Cave Rd, Ste 6, West Lake Hills, TX 78746",4.5,30.280847,-97.807019
606,Catrina's Tacos & Margaritas,"6507 Jester Blvd, Ste 105, Austin, TX 78750",4.0,30.3701281739745,-97.79996691402336
607,Queen and King Cafe,"2718 Guadalupe St, Austin, TX 78705",5.0,30.29298,-97.74177
608,Que Divino Cocina,"3435 Greystone Dr, Ste 112, Austin, TX 78731",3.5,30.357067425674472,-97.7487578
609,Hopdoddy Burger Bar,"1400 S Congress Ave, Ste A190, Austin, TX 78704",4.0,30.249649,-97.749907
610,TacoWey,"325 E 6th St, Austin, TX 78701",4.0,30.2668896,-97.7395782
611,Creeks Restaurant,"9515 Hotel Dr, Austin, TX 78719",3.0,30.21143,-97.66388
612,Bouldin Acres,"1806 W Braker Ln, Austin, TX 78758",4.0,30.391646,-97.704411
613,Punch Bowl Social,"522 Congress Ave, Austin, TX 78701",3.5,30.2677516,-97.7432403
614,La Holly,"2500 E 6th St, Austin, TX 78702",4.0,30.2591865899542,-97.7144455556234
615,Wink,"1014 N Lamar Blvd, Ste E, Austin, TX 78703",4.0,30.275848,-97.752427
616,Eddie V's Prime Seafood,"301 E 5th St, Austin, TX 78701",4.5,30.2662563,-97.7406372
617,Hi Wings,"2525 W Anderson Ln, Ste 135, Austin, TX 78757",4.5,30.3550760480797,-97.7327821745008
618,Gusto Italian Kitchen & Wine Bar,"4800 Burnet Rd, Austin, TX 78756",4.0,30.3183136593457,-97.7399416283112
619,Gyro Delicious,"2011 Whitis Ave, Austin, TX 78705",4.5,30.283069,-97.740558
620,Buen Provecho Supper Club,"1914 Willow St, Austin, TX 78702",5.0,30.256,-97.723825
621,North Italia,"11506 Century Oaks Ter, Ste 124, Austin, TX 78758",4.0,30.4022781469848,-97.7259850502014
622,Haymaker,"2310 Manor Rd, Austin, TX 78722",3.5,30.28475,-97.71763
623,Eighteenth Over Austin,"Hilton Garden Inn, 500 N IH 35, Fl 18, Austin, TX 78701",3.0,30.2649608981765,-97.735447883606
624,Cherrywood Coffeehouse,"1400 E 38th 1/2 St, Austin, TX 78722",4.0,30.29332,-97.71597
625,Lenoir,"1807 S 1st St, Austin, TX 78704",4.0,30.24686,-97.75586
626,Taverna,"258 W 2nd St, Austin, TX 78701",3.5,30.26513,-97.74633
627,Kerbey Lane Cafe - Westlake,"701 S Capital Of TX Hwy, Austin, TX 78746",3.5,30.292268657684723,-97.8273179318489
628,Javi's Best of Tex-Mex,"7709 E Ben White Blvd, Austin, TX 78744",4.0,30.217777,-97.689705
629,Texas Sushiko,"440 E St Elmo, Austin, TX 78745",4.0,30.2155,-97.76207
630,Tso Chinese Takeout & Delivery,"3909 N Interstate Hwy 35, Ste E-5, Austin, TX 78722",4.5,30.296071,-97.717427
631,Workhorse Bar,"100 N Loop Blvd E, Ste B, Austin, TX 78751",4.5,30.31771,-97.721675
632,Chi'Lantro,"303 Colorado St, Ste 100, Austin, TX 78701",4.0,30.265846,-97.744623
633,Bummer Burrito,"89 Rainey St, Austin, TX 78701",4.5,30.259889,-97.738116
634,Tia's Kitchen,"Austin, TX 78754",5.0,30.35158539,-97.65459442
635,épicerie ,"2307 Hancock Dr, Austin, TX 78756",4.0,30.3245258331299,-97.7436752319336
636,Room 725,"101 Red River St, Fairmont Austin, Austin, TX 78701",4.5,30.26191889999999,-97.7386318
637,Gyro center,"1309 W 45th St, Austin, TX 78756",4.5,30.315011,-97.741434
638,Four Brothers,"80 Rainey St, Austin, TX 78701",4.0,30.25922,-97.73889
639,KabobZi Mediterranean Grill,"2909 Guadalupe St, Austin, TX 78705",4.5,30.29564,-97.7424
640,Siena Ristorante Toscana,"6203 N Capital Of Texas Hwy, Austin, TX 78731",3.5,30.36037958712952,-97.78895718825002
641,Maudie’s Milagro,"3801 N Capital Of Tx Hwy, Austin, TX 78746",3.5,30.336911,-97.80337
642,The Peached Tortilla,"Austin, TX 78756",4.0,30.3252124786377,-97.7383422851563
643,Perry's Steakhouse & Grille,"114 W 7th St, Austin, TX 78701",4.0,30.26942365826463,-97.74352690000002
644,Norte ATX,"730 Shady Ln, Austin, TX 78702",4.5,30.254546555461395,-97.69694020684564
645,Bull And Bowl,"501 W 6th St, Ste 200, Austin, TX 78701",3.5,30.269281475813074,-97.74761861880118
646,Shortwave Diner,"4204 Menchaca Rd, Austin, TX 78704",4.5,30.23155885604487,-97.78775706742586
647,ZIKI,"706 N Lamar Blvd, Austin, TX 78703",4.0,30.27343,-97.75343
648,Jewboy Sliders at Fareground,"1111 E 6th, Austin, TX 78702",4.5,30.2642529,-97.7307858
649,Thai Kitchen,"3009 Guadalupe St, Austin, TX 78705",3.5,30.29673,-97.74167
650,La Tunita 512,"2400 Burleson Rd, Austin, TX 78741",5.0,30.2295,-97.735966
651,China's Family Restaurant,"1914 Guadalupe St, Ste B, Austin, TX 78705",3.5,30.28271,-97.7424
652,Pizza Leon,"509 E Ben White Blvd, Austin, TX 78704",4.5,30.218453,-97.757751
653,Aster's Ethiopian Restaurant,"2804 N I-35, Austin, TX 78722",4.5,30.287253193505126,-97.72494809031528
654,Little Nishi,"1311 S 1st St, Ste F, Austin, TX 78704",5.0,30.25075437663865,-97.7543001
655,The One Pho,"10721 Research Blvd, Ste B110, Austin, TX 78759",4.5,30.3990103,-97.74486290000002
656,Casa Colombia,"2409 E 7th St, Austin, TX 78702",4.0,30.2608,-97.71482
657,La Condesa,"400A W 2nd St, Austin, TX 78701",3.5,30.2656391,-97.7477811
658,Via 313 Pizza,"3016 Guadalupe St, Austin, TX 78705",4.5,30.29787095708796,-97.7414139672576
659,Luck’s Wagyu Burger Shoppe,"2900 W Anderson Ln, Ste 250, Austin, TX 78757",3.5,30.360146602572865,-97.73666150024792
660,MUSE Fusion+Sushi,"4211 S Lamar Blvd, Ste A-3, Austin, TX 78704",4.5,30.23436168930319,-97.7928827
661,USA HALAL,"303 W Mlk Jr Blvd, Austin, TX 78701",5.0,30.281213,-97.740773
662,Ramen Tatsu-Ya,"8557 Research Blvd, Ste 126, Austin, TX 78758",4.0,30.36114124578393,-97.71522845863804
663,The Dogwood West 6th,"715 W 6th St, Austin, TX 78701",3.5,30.26988,-97.75028
664,Chat Patta,"2512 Rio Grande St, Austin, TX 78705",4.5,30.29056280278547,-97.74464200544608
665,El Marisquero Seafood,"31 N Interstate, Austin, TX 78702",4.0,30.254030987667573,-97.73614190518856
666,Pepe’s Tacos,"704 N Lamar Blvd, Austin, TX 78703",4.5,30.273319,-97.7535433
667,Foxtrot,"301 W 2nd St, Ste 100, Austin, TX 78701",2.5,30.26480606648145,-97.7470188150607
668,SouthCloud Ramen,"1914 Guadalupe St, Ste A, Austin, TX 78705",3.5,30.282631,-97.742321
669,Chi'Lantro,"1414 Shore District Dr, Unit 102, Austin, TX 78741",4.0,30.24369,-97.7285
670,Cannon + Belle,"500 E 4th St, Austin, TX 78701",3.5,30.265181,-97.738255
671,Drink Well,"207 E 53rd St, Austin, TX 78751",4.0,30.31728,-97.72062
672,The Perch Atx,"74 Trinity St, Austin, TX 78701",4.0,30.260559,-97.74177
673,Via 313 Pizza,"600 W 6th St, Star Bar, Austin, TX 78701",0.0,30.26990207638127,-97.7485017569692
674,Hopdoddy Burger Bar,"4615 N Lamar Blvd, Ste 307, Austin, TX 78751",3.5,30.315046177702833,-97.73444436612868
675,Marigold Market and Cafe,"7415 Southwest Pkwy, Bldg 6, Ste 100, Austin, TX 78735",4.5,30.254819093355863,-97.86695657169489
676,Austin's Habibi,"817 W 5th St, Austin, TX 78703",4.0,30.26957,-97.75303
677,Pho Dinh Vietnamese Cuisine,"9515 N Lamar Blvd, Austin, TX 78753",4.0,30.36407,-97.69505
678,Biscuits and Groovy,"5015 Duval St, Austin, TX 78751",4.0,30.3141044899503,-97.7196990873646
679,Xian Sushi & Noodle - Domain,"3401 Esperanza Crossing, Ste 106, Austin, TX 78758",4.0,30.400385616456088,-97.72729011410348
680,Vince Young Steakhouse,"301 San Jacinto Blvd, Austin, TX 78701",4.0,30.26485,-97.74115
681,Ski Shores Cafe,"3103 Pearce Rd, Austin, TX 78730",3.0,30.33659768333411,-97.82340390000005
682,Tsukimi,"12400 N Interstate 35 Exit 245, Ste A-111, Austin, TX 78753",4.0,30.404127096704283,-97.67602348221357
683,Delicious AF,"5003 Airport Blvd, Austin, TX 78751",4.0,30.31135,-97.71503
684,Marker 10,"208 Barton Springs Rd, Austin, TX 78704",3.5,30.2609943392122,-97.7468085110451
685,SXSE Food,"415 St Elmo Rd, Ste 1-D2, Austin, TX 78745",4.5,30.220372,-97.7720092
686,Thai Kun,"11601 Rock Rose Ave, Ste 100, Austin, TX 78758",4.0,30.40155706907678,-97.72243220583928
687,Cafe At The Loren,"1211 W Riverside Dr, Austin, TX 78704",3.5,30.2640871,-97.7567378
688,Poke House - West Lake Hills,"3652 Bee Cave Rd, Ste 4, West Lake Hills, TX 78746",4.5,30.27966,-97.80629
689,Grata’s Pizzeria ,"2700 S Lamar Blvd, Austin, TX 78704",4.5,30.245577370082056,-97.78036922883534
690,Cedar Door Patio Bar & Grill,"201 Brazos St, Bldg A, Austin, TX 78701",3.5,30.2640756302475,-97.74259017472
691,Mr. Sandwich,"82 Rainey St, Austin, TX 78701",4.0,30.25933,-97.73871
692,Sazan Ramen,"6929 Airport Blvd, Ste 146, Austin, TX 78752",4.5,30.33719,-97.71732
693,The Silver Medal,"7100 E Hwy 290, Austin, TX 78723",4.0,30.32275,-97.68254
694,Chef Z Austin,"9014 Blue Quail Dr, Austin, TX 78758",5.0,30.362683,-97.703423
695,Galaxy Cafe,"8127 Mesa Dr, Ste A100, Austin, TX 78759",4.0,30.37318,-97.75572
696,Ladybird's Austin Kitchen,"4209 Airport Blvd, Austin, TX 78722",5.0,30.296665,-97.7074288028601
697,R&B's Steak and Fries,"1106 E 11th St, Austin, TX 78702",4.5,30.269078907753887,-97.7284705782494
698,HAHA Kitchen,"5610 N Interstate Hwy 35, Ste K-28, Austin, TX 78751",3.0,30.3161497,-97.7084916
699,Pluckers Wing Bar - Rio Grande,"2222 Rio Grande St, Ste D116, Austin, TX 78705",3.5,30.2862846755023,-97.7449311760574
700,Whiskey Tango Foxtrot Icehouse,"701 W 6th St, Austin, TX 78701",3.5,30.2697646118166,-97.7498506754637
701,Lustre Pearl East,"114 Linden St, Austin, TX 78702",4.0,30.2530237536547,-97.71073980243536
702,Ned Granger Cafe,"314 W 11th St, Austin, TX 78701",4.0,30.273972,-97.744123
703,Asado's Taqueria,"1309 W 45th St, Austin, TX 78756",5.0,30.31506,-97.74145
704,Burger Bar Campus,"1901 San Antonio St, Unit 140, Austin, TX 78705",4.0,30.28223,-97.74291
705,Pacha Organic Cafe,"2915 Guadalupe St, Austin, TX 78705",4.5,30.29585,-97.74213
706,The Driskill Grill,"604 Brazos St, Austin, TX 78701",4.0,30.2686613206705,-97.7417146061516
707,Deckhand Oyster Bar - South,"4211 S Lamar Blvd, Ste C-1, Austin, TX 78704",3.5,30.2350720320656,-97.7933467962823
708,Bento Picnic,"2600 E Cesar Chavez St, Austin, TX 78702",4.5,30.2540192,-97.715191
709,True Texas BBQ - Lake Austin,"2652 Lake Austin Blvd, Austin, TX 78703",4.0,30.283540885959894,-97.7757073324888
710,Pinthouse Pizza,"4729 Burnet Rd, Austin, TX 78756",4.0,30.318737,-97.739038
711,Halal Time,"1400 E 6th St, Austin, TX 78702",4.5,30.263675,-97.72785960000002
712,Cipollina,"1213 W Lynn St, Austin, TX 78703",3.5,30.2807,-97.75843
713,Plank Seafood Provisions,"11410 Century Oaks Ter, Ste 136, Austin, TX 78758",4.0,30.40111319854861,-97.7266830199361
714,Cooper's Sandwiches,"4601 Sw Pkwy, Ste 106, Austin, TX 78735",4.5,30.239447,-97.831815
715,The County Line,"6500 W Bee Cave Rd, Austin, TX 78746",3.5,30.29784,-97.83566
716,Seareinas,"6607 N Interstate Hwy 35, Austin, TX 78752",3.5,30.32777,-97.70421
717,Tacodeli,"301 Congress Ave, Austin, TX 78701",4.0,30.265390291549227,-97.74346584218785
718,Yalla Burgers & Wings Halal Guadalupe,"2819 Guadalupe St, Austin, TX 78705",4.0,30.2949,-97.74234
719,Sherpa Snacks,"2006 Philomena St, Austin, TX 78723",3.5,30.3001445,-97.7025639
720,Cafe Blue Downtown Austin,"340 E 2nd St, Austin, TX 78701",3.5,30.263663809352423,-97.7408639
721,Rebel Cheese,"2200 Aldrich St, Ste 120, Austin, TX 78723",4.5,30.30137,-97.703166
722,UTea Pho,"2222 Rio Grande St, Bldg B, Ste 120, Austin, TX 78705",4.5,30.286324633104947,-97.74582437975336
723,Abo Youssef Mediterranean Food ,"2101 Manor Rd, Austin, TX 78722",5.0,30.283955,-97.719837
724,ALPETRA,"501 W 24 St, Austin, TX 78705",4.5,30.288114103549493,-97.7430959
725,That Burger,"10901 Domain Dr, Austin, TX 78758",4.5,30.39505,-97.72621
726,Comal Fajita House,"1108 E 12th, Austin, TX 78702",5.0,30.27271,-97.72847
727,Sushi Hi,"8557 Research Blvd, Ste 146, Austin, TX 78758",4.5,30.36162192322545,-97.7153014110814
728,The Canteen,"1830 Simond Ave, Austin, TX 78723",5.0,30.297559,-97.704844
729,Weird Food,"2008 S Congress Ave, Austin, TX 78704",4.5,30.243656,-97.7522
730,Gumbeaux2Geaux,"1815 Rosewood Ave, Austin, TX 78702",4.0,30.269602574226735,-97.71920878440142
731,Cover 3,"2700 W Anderson Ln, Ste 202, Austin, TX 78757",4.0,30.3586849562721,-97.7350158670119
732,Eurasia Ramen 3,"5222 Burnet Rd, Ste 400A, Austin, TX 78756",4.5,30.324486,-97.740271
733,ALC Steaks,"1205 N Lamar Blvd, Austin, TX 78703",4.0,30.27712,-97.75098
734,Chinatown Westlake,"2712 Bee Caves Rd, Ste 124, Austin, TX 78746",3.5,30.271649,-97.786201
735,Quezzas,"82 Rainey St, Austin, TX 78701",4.5,30.259373,-97.738846
736,Cabo Bob's Burritos,"2828 Rio Grande St, Austin, TX 78705",4.5,30.295789,-97.7442669
737,Fresa's - South 1st,"1703 S 1st St, Austin, TX 78704",3.5,30.2478675842285,-97.7551193237305
738,Kura Revolving Sushi Bar,"6929 Airport Blvd, Ste 125, Austin, TX 78752",3.5,30.33742,-97.71712956130033
739,Rockin' Rolls,"5000 Burnet Rd, Austin, TX 78756",4.5,30.32118,-97.7395
740,La Cocina de Consuelo,"4516 Burnet Rd, Austin, TX 78756",4.0,30.316091,-97.74143
741,Las Trancas,"1210 E Cesar Chavez St, Austin, TX 78702",4.5,30.2596927300688,-97.731671333313
742,Chili's,"4420 N Lamar Blvd, Austin, TX 78756",3.0,30.31332,-97.73835
743,Kerbey Lane Cafe - University,"2606 Guadalupe St, Austin, TX 78705",3.5,30.29122,-97.7415
744,Paul Martin's American Grill,"3120 Palm Way, Ste 130, Austin, TX 78758",4.0,30.4029773,-97.7213765
745,Osio,"2901 S Capital Of Texas Hwy, Barton Creek Square Mall, Austin, TX 78746",4.0,30.25761,-97.806998
746,Sushi Japon & Hibachi Grill,"6801 N I H 35, Austin, TX 78752",3.5,30.328855,-97.704869
747,Hopdoddy Burger Bar,"1011 E 5th St, Ste 180, Austin, TX 78702",4.0,30.263778687978153,-97.73218363835072
748,Pueblo Viejo,"2410 E Riverside Dr, Ste H-8, Austin, TX 78741",4.5,30.237308266957864,-97.72487640735946
749,Vinaigrette,"2201 College Ave, Austin, TX 78704",4.0,30.2415789297179,-97.7519873902202
750,Kt's Deli,"300 W 15th St, Austin, TX 78701",4.5,30.27788,-97.74206
751,Texture Food and Drink,"6505 N I-35, Austin, TX 78752",3.5,30.32638,-97.70486
752,Simar Seafood & Steak,"9503 Research Blvd, Unit 400, Austin, TX 78759",4.5,30.38673,-97.74074
753,Micheladas Cafe y Cantina,"504 Trinity St, Austin, TX 78701",3.0,30.2664692,-97.7398879
754,Oz. Tap House,"10601 Ranch Rd 2222, Ste H, Austin, TX 78730",4.0,30.393454226853684,-97.84547898408962
755,Cabo Bob's Burritos,"500 E Ben White Blvd, Ste D100, Austin, TX 78704",4.5,30.2209809152295,-97.756928435967
756,The Scarbrough,"522 Congress Ave, Austin, TX 78701",4.5,30.268001681801724,-97.74315387356604
757,Delucca Gaucho Pizza & Wine Austin,"4200 W Braker Ln, Austin, TX 78759",4.0,30.4000853,-97.73920377443818
758,1st Choice Mediterranean & Moroccan Food,"403 E 6th St, Austin, TX 78701",4.5,30.26678,-97.73917
759,ASTI Trattoria,"408 E 43rd St, Ste C, Austin, TX 78751",4.0,30.3050880432129,-97.7264251708984
760,Spicy Boys Fried Chicken - St. Elmo,"440 E St Elmo Rd, Bldg G-2, Austin, TX 78745",4.5,30.2175493194082,-97.7610521927884
761,Poke-Poke,"3100 S Congress Ave, Ste A, Austin, TX 78704",4.0,30.231691140461763,-97.7593386665399
762,Supper Friends,"3012 Gonzales St, Ste 100, Austin, TX 78702",4.5,30.25963,-97.70663
763,Pappadeaux Seafood Kitchen,"6319 N Interstate 35, Austin, TX 78752",4.0,30.3253,-97.70515
764,Het Say Vietnamese Kitchen,"2121 E Oltorf St, Ste 12B, Austin, TX 78741",4.5,30.23015,-97.73257
765,Budare's Venezuelan Food,"5000 Burnet Rd, Austin, TX 78756",5.0,30.32118,-97.7395
766,Kuway's Banh Mi,"1309 W 45th St, Austin, TX 78756",4.5,30.314985,-97.741209
767,la Barbecue,"2401 E Cesar Chavez, Austin, TX 78702",4.5,30.254551688240156,-97.7175824980666
768,Chez Zee American Bistro,"5406 Balcones Dr, Austin, TX 78731",3.5,30.3367272,-97.7579259
769,Posse East,"2900 Duval St, Austin, TX 78705",4.0,30.29142,-97.73465
770,Ali Gyro Halal,"318 E 5th St, Austin, TX 78701",4.5,30.266388768764536,-97.74003013543626
771,Kesos Tacos,"600 W Martin Luther King Jr Blvd, Austin, TX 78701",4.0,30.28264,-97.74444
772,Planet Smoothie,"4211 S Lamar Blvd, Ste E-02, Austin, TX 78704",4.0,30.233849923643778,-97.79303630511669
773,China Family,"2525 W Anderson Ln, Ste 110, Austin, TX 78757",4.0,30.35470295420621,-97.7330120753924
774,Local Slice II,"8201 Cross Park Dr, Ste B3, Austin, TX 78754",4.5,30.330977700095417,-97.66681483682262
775,Dawa Sushi,"5000 Burnet Rd, Austin, TX 78756",4.5,30.32118,-97.7395
776,Community Garden,"1401 Cedar Ave, Unit 2, Austin, TX 78702",4.5,30.27703018446358,-97.71330821406131
