rest_id,rest_name,rest_address,rest_ratings,latitude,longitude
258,Chi'Lantro,"1509 S Lamar Blvd, Austin, TX 78704",4.0,30.251914758471187,-97.76376700997848
259,Nifty Fifty Diner,"4110 Guadalupe St, Austin, TX 78751",4.5,30.30765,-97.73534
260,The Grub House,"519 E 7th St, Austin, TX 78701",4.5,30.26729197752544,-97.73738554343376
261,Mandala Kitchen & Bar,"1100 S Lamar Blvd, Ste 1125, Austin, TX 78704",4.5,30.255356,-97.762147
262,The Beer Plant,"3110 Windsor Rd, Austin, TX 78703",4.0,30.2966658,-97.7676046
263,Tumble 22 Chicken Joint,"7211 Burnet Rd, Austin, TX 78757",4.0,30.347971,-97.735312
264,Ellis,"111 Congress Ave, Austin, TX 78701",4.5,30.263536,-97.743585
265,Llama Queen,"4620 E Cesar Chavez, Ste 1, Austin, TX 78702",4.0,30.25219485718124,-97.7029244
266,Fonda San Miguel,"2330 W North Loop Blvd, Austin, TX 78756",4.0,30.32545,-97.7435
267,Julie's Handmade Noodles,"2512 Rio Grande St, Austin, TX 78705",4.0,30.29051,-97.74464
268,15th Street Cafe,"303 W 15th St, Austin, TX 78701",4.0,30.27749651466929,-97.74288937433964
269,Tiny Boxwoods,"1503 W 35th St, Austin, TX 78703",3.5,30.305984086871913,-97.74959880509364
270,Granny's Tacos,"1401 E 7th St, Austin, TX 78702",4.5,30.264366833319514,-97.72800188890876
271,Chapulín Cantina,"1610 S Congress Ave, Austin, TX 78704",4.0,30.24726980224466,-97.75078137890704
272,Maiko Sushi,"207 San Jacinto Blvd, Ste 202, Austin, TX 78701",4.0,30.26427,-97.74127
273,Mattie's,"811 W Live Oak St, Green Pastures, Austin, TX 78704",4.0,30.245335,-97.7628288
274,Soto South Lamar,"1100 S Lamar Blvd, Ste 2115, Austin, TX 78704",4.5,30.255700844821217,-97.76207951024544
275,Joann’s Fine Foods,"1224 S Congress Ave, Austin, TX 78704",4.0,30.25157,-97.74915
276,J Prime Steakhouse - Austin,"301 Brazos St, Ste 150, Austin, TX 78701",4.5,30.264809599995186,-97.74160646441464
277,Mai Thai Restaurant,"207 San Jacinto Blvd, Ste 201, Austin, TX 78701",4.0,30.26427,-97.74127
278,Sugar Pine,"8578 Research Blvd, Austin, TX 78758",4.5,30.36184,-97.71761
279,Verbena,"612 W 6th St, Austin, TX 78701",3.5,30.26992426171668,-97.74890707055226
280,Elementary,"2026 S Lamar Blvd, Austin, TX 78704",3.5,30.249216966838173,-97.7685598
281,Moody's Kitchen and Bar,"2530 Guadalupe St, Austin, TX 78705",3.5,30.289924222886302,-97.74158495039312
282,Lima Criolla,"6406 N Interstate 35 Frontage Rd, Ste 1550, Austin, TX 78752",4.0,30.326379,-97.707544
283,Blue Dahlia Bistro,"3663 Bee Cave Rd, West Lake Hills, TX 78746",4.0,30.27857485477731,-97.8076971101961
284,The Brewtorium Brewery & Kitchen,"6015 Dillard Cir, Ste A, Austin, TX 78752",4.0,30.3258884311273,-97.7175339123001
285,Bento Teppanyaki,"1201 Barbara Jordan Blvd, Ste 1230, Austin, TX 78723",4.0,30.305975868794043,-97.70823417289868
286,Ma’Coco,"501 Comal St, Austin, TX 78702",4.0,30.26225,-97.7267
287,Saveurs la Boulangerie,"3801 N Capital Of Texas Hwy, Ste D 180, Austin, TX 78701",4.0,30.336847867222833,-97.8042941
288,Camp Out,"6700 Burnet Rd, Austin, TX 78757",3.5,30.343061579610353,-97.7392194
289,Taquero Mucho,"508 West Ave, Austin, TX 78701",3.5,30.27009,-97.75113
290,Uroko,"1023 Springdale Rd, Bldg 1, Ste C, Austin, TX 78721",4.5,30.2676800362389,-97.6938484932986
291,Lou's,"1900 E Cesar Chavez St, Austin, TX 78702",4.0,30.25722,-97.72439
292,Out of Nowhere ATX,"308 Congress Ave, Austin, TX 78701",5.0,30.26569,-97.74394
293,White Tiger,"1321 S Congress Ave, Austin, TX 78704",4.0,30.250329,-97.749101
294,Cantina 512,"70 Rainey St, Ste 100, Austin, TX 78701",3.5,30.258609802698977,-97.73893455142708
295,Epicerie At The Contemporary,"3809 W 35th St, Austin, TX 78703",5.0,30.3121825255083,-97.7743338793516
296,Bangers Sausage House & Beer Garden,"79 81 & 81.5 Rainey St, Austin, TX 78701",4.0,30.258905,-97.738413
297,5280 Burger and Taphouse,"7034 Wood Hollow Dr, Austin, TX 78731",4.5,30.35249740399845,-97.75417056640786
298,Gino's Vino Osteria,"1239 E 51st St, Austin, TX 78723",4.5,30.307265,-97.706995
299,The OASIS on Lake Travis,"6550 Comanche Trl, Austin, TX 78732",2.5,30.405502061217422,-97.87414163775463
300,Oye Chico,"406 Walsh St, Austin, TX 78703",4.5,30.2713281234024,-97.758660574821
301,Ahhan Lao Kitchen,"5610 N Interstate 35 Frontage Rd, Austin, TX 78751",4.5,30.31648,-97.70811
302,Jan Chi Korean Cuisine & BBQ,"3808 Spicewood Springs Rd, Ste 104, Austin, TX 78759",4.0,30.3650066,-97.74901642571427
303,Nori,"3208 Guadalupe St, Ste B, Austin, TX 78705",4.5,30.2999,-97.74031
304,Double Trouble,"103 E North Lp Blvd, Austin, TX 78751",4.0,30.31748760946268,-97.722124
305,The Front Page,"1023 Springdale Rd, Bldg 1 Ste F, Austin, TX 78721",4.5,30.2674267481071,-97.6938648551628
306,Fareground At One Eleven,"111 Congress Ave, Austin, TX 78701",4.0,30.26368,-97.74367
307,Nightcap,"1401 W 6th St, Austin, TX 78703",4.0,30.27371,-97.76045
308,Otoko,"1603 S Congress Ave, Austin, TX 78704",4.5,30.2474,-97.75006
309,Heo Eatery,"6929 Airport Blvd, Ste 132, Austin, TX 78752",4.5,30.33710409555861,-97.71671950498629
310,The Jackalope,"404 E 6th St, Austin, TX 78701",4.0,30.26732,-97.73892
311,De Smash Burger,"705 W 6th St, Austin, TX 78701",5.0,30.26984802367985,-97.749945
312,Texas Chili Parlor,"1409 Lavaca St, Austin, TX 78701",4.0,30.27696,-97.74197
313,Sushi Junai Omakase,"315 Congress Ave, Ste 100, Austin, TX 78701",4.5,30.265615,-97.743268
314,Neighborhood Sushi,"1716 S Congress Ave, Austin, TX 78704",4.0,30.24653,-97.75109
315,L&L Hawaiian Barbecue,"3601 W William Cannon Dr, Ste 300, Austin, TX 78749",4.0,30.215310129355636,-97.833351232457
316,Players,"300 W Martin Luther King Dr, Austin, TX 78701",3.5,30.281663,-97.7412463
317,Carpenters Hall,"400 Josephine St, Austin, TX 78704",4.0,30.26215,-97.75871
318,Bep Co Tham - KN Kitchen,"10901 N Lamar Blvd, Ste A101, Austin, TX 78753",4.5,30.378012,-97.68594
319,Love Supreme,"2805 Manor Rd, Austin, TX 78722",4.0,30.285114232317703,-97.7116783644182
320,Food Food,"2727 Exposition Blvd, Ste 112, Austin, TX 78703",4.0,30.303975,-97.763838
321,Taco Flats - Clarksville,"1110 W Lynn St, Austin, TX 78703",3.5,30.280099,-97.759509
322,Masa y Más,"1817 S Lamar Blvd, Austin, TX 78704",4.0,30.24966,-97.76647
323,Chi'Lantro BBQ,"1201 Barbara Jordan Blvd, Ste 1460, Austin, TX 78723",4.0,30.305274649915855,-97.7082585856125
324,Flower Child - West Lake Hills,"3300 Bee Cave Rd, Ste 150, West Lake Hills, TX 78746",4.5,30.274805,-97.799185
325,Mezze Cafe,"504 W Oltorf St, Austin, TX 78704",4.5,30.241817623787217,-97.75815929999166
326,Tyson's Tacos,"4905 Airport Blvd, Austin, TX 78751",4.0,30.3096229820831,-97.7153485985112
327,The Git Out,"4930 South Congress Ave, Ste C-304, Austin, TX 78745",4.5,30.212181864320875,-97.77126586550328
328,Mary's Cafe,"3209 Red River St, Austin, TX 78705",4.5,30.2914204,-97.7269608
329,Cuba 512,"6800 West Gate Blvd, Ste 112, Austin, TX 78745",4.0,30.209067,-97.816031
330,Jack Allen's Kitchen Anderson Lane,"3010 W Anderson Ln, Ste D, Austin, TX 78757",4.5,30.361396,-97.739671
331,Bun Belly,"6929 Airport Blvd, Ste 132, Austin, TX 78752",4.0,30.337163276287555,-97.71672222134018
332,DEE DEE,"4204 Manchaca Rd, Austin, TX 78745",4.5,30.2315332,-97.7877942
333,CAVA,"515 Congress Ave, Austin, TX 78701",4.5,30.26783809077896,-97.7426991914774
334,Hank's,"5811 Berkman Dr, Ste 100, Austin, TX 78723",3.5,30.312447,-97.692931
335,Doc B's Restaurant + Bar,"3001 Palm Way, Ste 120, Austin, TX 78758",4.5,30.402758,-97.719745
336,The Carillon,"1900 University Ave, Austin, TX 78705",4.5,30.2818694031,-97.7400357374344
337,Ciclo,"98 San Jacinto Blvd, Austin, TX 78701",4.0,30.261527273592694,-97.74175912571522
338,Kismet Cafe,"1000 E 41st St, Ste 200, Austin, TX 78751",4.5,30.299835963140993,-97.72141602331212
339,Taco Joint,"134 E Riverside Dr, Austin, TX 78704",4.5,30.25637,-97.74552
340,Bombay To Kathmandu Kitchen and Curry Pizza,"6700 Middle Fiskville Rd, Suits 406, Austin, TX 78752",4.5,30.32887,-97.70751
341,K BBQ,"6929 Airport Blvd, Ste 176, Austin, TX 78752",4.0,30.336445941380305,-97.7172355225958
342,Buenos Aires Café - Este,"1201 E 6th St, Austin, TX 78702",4.0,30.26414,-97.73044
343,Oddwood Ales,"3108 Manor Rd, Austin, TX 78723",4.5,30.28681,-97.70528
344,Galaxy Cafe,"1000 W Lynn St, Austin, TX 78703",4.0,30.27937,-97.75999
345,Mission Burger,"2209 S Congress Ave, Austin, TX 78704",5.0,30.240896,-97.752317
346,Picnik - South 1st,"1600 S First St, Ste 110, Austin, TX 78704",4.0,30.24887,-97.75568
347,USTA KABABGY,"9310 North Lamar Blvd, Austin, TX 78753",4.5,30.3625187,-97.6984345
348,Littlefield's Tacos + Coffee,"2401 Winsted Ln, Austin, TX 78722",4.0,30.292914603920384,-97.76049961839692
349,Casa do Brasil,"10515 N Mopac Expy Nb, Austin, TX 78759",4.5,30.385929713719044,-97.73426931154098
350,Sway,"3437 Bee Cave Rd, West Lake Hills, TX 78746",3.5,30.276503692529005,-97.80401240382588
351,Bill’s Oyster,"205 West 3rd St, Austin, TX 78701",4.0,30.265660059442546,-97.745661
352,Oh K-Dog,"6929 Airport Blvd, Ste 133, Austin, TX 78752",4.0,30.336898847849262,-97.71666048323316
353,Mason's Famous Lobster Rolls - Austin,"200 Congress Ave, Austin, TX 78701",4.0,30.26473612712995,-97.74460337
354,Zombie Taco,"2552 Guadalupe St, Unit 100, Austin, TX 78705",4.0,30.2900268,-97.7412256
355,FoodHeads,"616 W 34th St, Austin, TX 78705",4.5,30.30091,-97.7403
356,Vaquero Taquero,"603 Sabine St, Austin, TX 78751",4.5,30.2665073,-97.7358353
357,Lebowski's Grill,"8909 Burnet Rd, Austin, TX 78757",4.5,30.37186,-97.72586
358,Gyu-Kaku Japanese BBQ,"1211 East 5th St, Ste 100, Austin, TX 78702",4.0,30.26330221671628,-97.73076913558226
359,Ichi Umi Sushi,"9503 Research Blvd, Ste 500, Austin, TX 78759",4.5,30.386785,-97.741872
360,Little Wu,"111 Congress Ave, Austin, TX 78701",3.5,30.26374,-97.74365
361,Bar Louie,"3401 N Interstate Hwy 35, Ste 2002, Austin, TX 78722",4.5,30.29169,-97.72115
362,Allday,"3111 W 35th St, Austin, TX 78703",4.0,30.313242,-97.766923
363,The Southern Soul Bowl,"6500 Springdale Rd, Austin, TX 78723",5.0,30.30841,-97.66945
364,Happy Chicks,"214 E 6th St, Austin, TX 78701",3.5,30.26763931258039,-97.740781
365,Westlake Wine Bar,"3801 N Capital Of Texas Hwy, Ste A-180, Austin, TX 78746",4.0,30.33540382066696,-97.8054206310092
366,Honest Mary's,"4800 Burnet Rd, Ste C300, Austin, TX 78756",4.0,30.31884360753717,-97.73968188220884
367,Soup Man,"1819 S Pleasant Valley Rd, Austin, TX 78741",4.5,30.23452,-97.7210007
368,Yellow Jacket Social Club,"1704 E 5th St, Austin, TX 78702",4.0,30.26159,-97.72456
369,Ceviche7,"502 W 30th St, Austin, TX 78705",5.0,30.29634,-97.74139
370,Pearl Dive Oyster Bar,"1611 W 5th St, Ste 105, Austin, TX 78703",4.0,30.2739251,-97.7644631
371,Tillery Kitchen & Bar,"3201 E Cesar Chavez St, Austin, TX 78702",4.0,30.25153,-97.70872
372,Honey Moon Spirit Lounge,"624 W 34th St, Austin, TX 78705",4.5,30.301011,-97.740579
373,Blue Lacy,"1825 McBee St, Austin, TX 78723",2.5,30.298007825605133,-97.70460676380634
374,"Snooze, an A.M. Eatery","3800 North Lamar Blvd, Ste 120, Austin, TX 78756",4.0,30.305832,-97.743182
375,Brooklyn Dumpling Shop,"1401 E 6th St, Austin, TX 78702",3.5,30.263569845644778,-97.72838421544886
376,Austin's Very Own Saltt,"2525 W Anderson Ln, Ste 130 -Bldg 3, Austin, TX 78757",5.0,30.35496183280259,-97.73288610378022
377,Jim’s Smokehouse,"6900 Ranch Rd 620, Austin, TX 78732",5.0,30.402773684366327,-97.85523623068411
378,Greenade,"2100 University Ave, Austin, TX 78705",4.5,30.28289,-97.74072
379,Komé,"5301 Airport Blvd, Ste 100, Austin, TX 78751",4.0,30.31427,-97.71463
380,Thyme Out Cafe,"4900 Mueller Blvd, Dell Children's Medical Center, Austin, TX 78723",5.0,30.303195616935305,-97.70643430378972
381,Wee's Cozy Kitchen,"2400 Rio Grande St, Austin, TX 78705",4.5,30.288233365622222,-97.7450037141726
382,Las Bis,"721 Congress Ave, Fl 8, Austin, TX 78701",4.5,30.269708,-97.741973
383,K-Bop,"2002 Guadalupe St, Ste B, Austin, TX 78705",4.0,30.2829,-97.74238
384,Cosmic Saltillo,"1300 E 4th St, Austin, TX 78702",4.5,30.262299656361435,-97.72998693042368
385,Honest Mary's,"9828 Great Hills Trl, Ste 300, Austin, TX 78759",4.5,30.39510173,-97.74837785
386,Pool Burger,"2315 Lake Austin Blvd, Austin, TX 78703",3.5,30.2778,-97.7725899
387,Pho Please,"1920 East Riverside Dr, Ste D140, Austin, TX 78741",4.5,30.243163,-97.72809
388,Sunny's Backyard,"3526 E 7th St, Austin, TX 78702",4.5,30.256489,-97.701921
389,Sa-Tén - Canopy,"916 Springdale Rd, Bldg 3, Ste 101, Austin, TX 78702",4.5,30.2619597964214,-97.6990253046073
390,Lefty's Brick Bar,"1813 E 6th St, Austin, TX 78702",4.5,30.26178360727735,-97.72313334577574
391,Fourth & CO,"208 W 4th St, Unit D, Austin, TX 78701",3.5,30.26698,-97.74524533588782
392,Taste Of Home Handmade Dumplings,"10901 N Lamar Blvd, Ste B-203, Austin, TX 78753",4.0,30.377837837055928,-97.68486142659071
393,Dosa Shack,"5000 Burnet Rd, Austin, TX 78756",4.5,30.32118717648807,-97.7395378
394,Saffron - Austin,"3616 Far W Blvd, Ste 113, Austin, TX 78731",4.5,30.355001,-97.755511
395,Curra’s Hyde Park,"4215 Duval St, Austin, TX 78751",4.0,30.30437,-97.72601
396,CAVA,"3201 Bee Caves Rd, Ste 100, Austin, TX 78746",4.0,30.27309274488742,-97.79921539135694
397,Bird Bird Biscuit,"1401 W Koenig Ln, Austin, TX 78756",4.5,30.33079727452591,-97.73199202167964
398,La Santa Barbacha,"2806 Manor Rd, Austin, TX 78722",4.5,30.285756042392325,-97.711595202474
399,Spicy Town Fresh Indian Cuisine,"5610 N Interstate Hwy 35, Austin, TX 78751",4.5,30.31616,-97.708469
400,Bao’d Up - Mueller Aldrich,"1911 Aldrich St, Ste A1, Austin, TX 78723",4.0,30.29839335285059,-97.70454002027216
401,Lonesome Dove Western Bistro - Austin,"123 W 6th St, Austin, TX 78701",3.5,30.2682,-97.74402
402,Bobo’s Snack Bar,"3850 Airport Blvd, Austin, TX 78722",5.0,30.28994,-97.70774
403,Elizabeth Street Cafe,"1501 S First St, Austin, TX 78704",3.5,30.2498075797415,-97.7546855061582
404,Kerbey Lane Cafe - Central,"3704 Kerbey Ln, Austin, TX 78731",4.0,30.30803,-97.75047
405,Bulevar,"9400 Arboretum Blvd, Austin, TX 78759",4.0,30.3896653,-97.7530075
406,Ichi-Umi Sushi & Ramen,"2525 W Anderson Ln, Ste 120, Austin, TX 78757",4.0,30.354756,-97.73306667294676
407,Spicy Boys Fried Chicken - Rainey,"75 1/2 Rainey St Austin Tx 78701, Austin, TX 78701",4.5,30.2584,-97.73859
408,Buddy's Burger,"9001 Cameron Rd, Ste 101, Austin, TX 78754",4.5,30.34604078234463,-97.67666463864832
409,The Backspace,"507 San Jacinto St, Austin, TX 78701",4.0,30.267019654442272,-97.7404066
410,Uchiko,"4200 N Lamar Blvd, Ste 140, Austin, TX 78756",4.5,30.31067,-97.74
411,Kiin Di,"1901 S Lamar Blvd, Austin, TX 78704",4.5,30.24942,-97.76701
412,Ah Sing Den,"1100 E 6th St, Austin, TX 78702",3.5,30.26485,-97.7313
413,East Side King,"2310 S Lamar Blvd, Austin, TX 78704",4.0,30.2475757598877,-97.7750549316406
414,Aviary Wine & Kitchen,"2110 S Lamar Blvd, Ste C, Austin, TX 78704",4.5,30.24824,-97.7715
415,Sammataro ,"2907 E 12th St, Austin, TX 78702",4.0,30.27564546645499,-97.7070280156792
416,Luminaire,"721 Congress Ave, Austin, TX 78701",4.0,30.2697614211246,-97.74191787746275
417,Second Bar & Kitchen - Austin,"1108 East Sixth St, Austin, TX 78702",4.5,30.264687590049924,-97.73054099019534
418,Foreign & Domestic,"306 E 53rd St, Austin, TX 78751",4.0,30.31705799034052,-97.7195655116567
419,Tender Thighs,"1016 E 6th St, Shangri-La Patio, Austin, TX 78702",4.5,30.264986,-97.731585
420,The Chuckwagon Cafe,"1601 N Congress, Austin, TX 78701",4.5,30.278220840890427,-97.73865821403164
421,Mour Cocina | Bodega,"1414 Shore District Dr, Ste 120, Austin, TX 78741",4.0,30.24384939999999,-97.7285157
422,Hook & Reel Cajun Seafood & Bar,"9070 Research Blvd, Ste 305, Austin, TX 78758",4.0,30.3719203,-97.72744024777892
423,Via 313 Pizza,"96 Rainey St, Austin, TX 78701",4.5,30.26083,-97.73825
424,Lua Brazil,"Austin, TX 78702",4.5,30.26163,-97.71942
425,Capriotti's Sandwich Shop,"1200 Barbara Jordan Blvd, Ste 360, Austin, TX 78723",4.0,30.30651562157395,-97.70741047193508
426,Chef Choo,"8309 Research Blvd, Ste B, Austin, TX 78758",5.0,30.356229239688837,-97.71485676740323
427,Pedroso's Pizza,"8315 Burnet Rd, Austin, TX 78757",5.0,30.36399425358635,-97.72843131788488
428,Oma's Kitchen,"2025 Guadalupe St, Austin, TX 78701",4.0,30.2829005570476,-97.7417960110667
429,The Mansion at the Commodore Perry Estate,"4100 Red River, Austin, TX 78751",5.0,30.300425,-97.7222856
430,Space Cowboy,"1917 East 7th St, Austin, TX 78702",3.0,30.262136024243507,-97.721464
431,The Peached Tortilla,"3600 Presidential Blvd, East Food Court, Austin, TX 78719",4.0,30.204903584387303,-97.66713552331338
432,The Bon Aire,"9070 Research Blvd, Ste 101, Austin, TX 78758",4.5,30.37267,-97.7280278
433,SoCo Bar & Bites,"300 S Congress Ave, Austin, TX 78704",4.0,30.25849,-97.74729
434,Home Slice Pizza,"501 E 53rd St, Austin, TX 78751",4.5,30.3163524006061,-97.7183958217672
435,Grizzelda's,"105 Tillery St, Austin, TX 78702",3.5,30.252196981289,-97.7082111244723
436,Foxtrot,"1804 S 1st St, Austin, TX 78704",3.5,30.24716,-97.75617
437,Hi Hat Public House,"2121 E 6th St, Austin, TX 78702",4.5,30.260247611009145,-97.71887075582148
438,The Kebab Shop,"1201 Barbara Jordan Blvd, Ste 200, Austin, TX 78723",4.0,30.30636635286069,-97.70898873610687
439,Salsa Limón,"3001 Guadalupe St, Austin, TX 78705",4.0,30.29665,-97.74181
440,Spicy Boys Fried Chicken - East 6th,"1701 E 6th St, Austin, TX 78702",4.5,30.2621200840611,-97.724519893527
441,Austin Taco Project,"500 E 4th St, Austin, TX 78701",3.5,30.26506,-97.73862
442,34th Street Cafe,"1005 W 34th St, Austin, TX 78705",3.5,30.3026485443115,-97.7452239990234
443,The backYard at Waller Creek,"701 E 11th St, Austin, TX 78701",3.5,30.270172,-97.734031
444,Nasha,"1614 E 7th St, Austin, TX 78702",4.0,30.26379,-97.7248
445,Cypress Grill,"4404 W William Cannon Dr, Ste L, Austin, TX 78749",4.0,30.2238480946338,-97.8389113158692
446,El Naranjo South Lamar,"2717 S Lamar Blvd, Ste 1085, Austin, TX 78704",4.0,30.24419820675637,-97.78098814109516
447,Swedish Hill,"1120 West 6th St, Austin, TX 78703",3.5,30.2726635,-97.756528
448,Roots Chicken Shak,"1801 E 51st St, Austin, TX 78723",4.5,30.3011623,-97.6989346
449,School House Pub,"2207 Manor Rd, Austin, TX 78722",4.0,30.284208787003955,-97.71881621420114
450,Dovetail Pizza,"1816 S 1st St, Austin, TX 78704",4.5,30.246820651189587,-97.75640010591404
451,Blind Salamander Kitchen & Bar,"8212 Barton Club Dr, Austin, TX 78735",4.5,30.29126842206126,-97.85830337607402
452,El Pollo Rico,"1815 Airport Blvd, Austin, TX 78702",5.0,30.28181022989465,-97.70299937055202
453,Santorini Cafe,"11800 N Lamar Blvd, Austin, TX 78753",4.5,30.387754325807133,-97.6841092
454,1886 Cafe & Bakery,"604 Brazos St, Austin, TX 78701",4.0,30.268032,-97.74195
455,Central Machine Works Brewery and Beer Hall,"4824 E Cesar Chavez St, Austin, TX 78702",4.0,30.25201,-97.70154
456,Uchi,"801 S Lamar Blvd, Austin, TX 78704",4.5,30.257552,-97.759778
457,SLAB BBQ & Beer,"9012 Research Blvd C4, Ste C4, Austin, TX 78758",4.5,30.3714463,-97.7245103433878
458,Roaring Fork,"10850 Stonelake Blvd, Austin, TX 78759",4.0,30.40064,-97.73747
459,Clay Pit,"1601 Guadalupe St, Austin, TX 78701",4.0,30.2791,-97.74233
460,Better Half Coffee & Cocktails,"406 Walsh St, Austin, TX 78703",4.0,30.27137,-97.75839
461,Hoodoo Crawfish,"Austin, TX 78701",5.0,30.270485736676804,-97.74234639398716
462,Iron Cactus Mexican Restaurant and Margarita Bar,"606 Trinity St, Austin, TX 78701",3.5,30.26734,-97.73941
463,Counter Cafe West Campus,"603 W 29th St, Austin, TX 78705",4.0,30.29543333,-97.74336333
464,Honduras Food,"7207 East Riverside Dr, Austin, TX 78741",4.5,30.2204679680813,-97.694631703198
465,Cisco's Municipal Cafe,"2901 Enfield Rd, Austin, TX 78703",5.0,30.29045,-97.77697
466,Fifteen26,"5610 N Interstate Hwy 35, Austin, TX 78751",0.0,30.316162995481136,-97.7084916
467,Lady Bird Kitchen & Bar,"810 Red River St, Hotel Indigo Austin Downtown - University, Austin, TX 78701",4.5,30.2690628,-97.7363848
468,Asador,"405 E 7th St, Austin, TX 78701",4.5,30.26766,-97.73864
469,The Black Forest,"1615 Crozier Ln, Del Valle, TX 78617",4.5,30.22101,-97.66054
470,KA Bean Crew,"2515 Leon St, Austin, TX 78705",4.5,30.290511142020527,-97.74888872541584
471,Little House,"4112 Medical Pkwy, Austin, TX 78756",4.0,30.31106,-97.74289
472,Yard House,"11800 Domain Blvd, Ste 700, Austin, TX 78758",4.0,30.40435174,-97.72148318
473,Lick It Up - East Austin,"2421 Webberville Rd, Austin, TX 78702",3.5,30.262656037650153,-97.7144728
474,Wayside,"2906 Fruth St, Austin, TX 78705",4.5,30.2953157,-97.7420522
475,Champions Austin Restaurant & Bar,"300 East 4th, Ste 1, Austin, TX 78701",3.5,30.265668,-97.740414
476,TeriBox,"2021 Guadalupe St, Ste 234, Austin, TX 78705",4.0,30.283374,-97.741338
477,Yard Bar,"6700 Burnet Rd, Austin, TX 78757",4.0,30.34303,-97.73921
478,Local Foods,"454 West 2nd St., Austin, TX 78701",4.5,30.265699,-97.748504
479,Bartlett's,"2408 W Anderson Ln, Austin, TX 78757",4.0,30.356725,-97.73124
480,Stinson's,"4416 Burnet Rd, Austin, TX 78756",4.0,30.3151275,-97.7417583
481,Fresh Bowl,"1021 E Parmer Ln, Austin, TX 78753",4.5,30.3984439,-97.6552136
482,BD Riley's Irish Pub at Mueller,"1905 Aldrich St, Ste 130, Austin, TX 78723",4.0,30.298197,-97.705185
483,Scholz Garten,"1607 San Jacinto Blvd, Austin, TX 78701",3.5,30.2773110437902,-97.7365262639869
484,Foxtrot,"4818 Burnet Rd, Austin, TX 78756",4.0,30.31950292313329,-97.73948736368708
485,Tandoori Lounge,"3601 W William Canon Dr, Ste 450, Austin, TX 78749",4.5,30.21495186749101,-97.83328600421255
486,The Driskill Bar,"604 Brazos St, Austin, TX 78701",4.0,30.26855810829781,-97.74163316149262
487,Frazier's Long and Low,"2538 Elmont Dr, Austin, TX 78741",4.0,30.239289,-97.719892
488,Hyde Park Bar & Grill Central,"4206 Duval St, Austin, TX 78751",3.5,30.30419,-97.72668
489,24 Diner,"600 N Lamar Blvd, Ste 200, Austin, TX 78703",3.5,30.271980340860544,-97.75425948640496
490,Clark's Oyster Bar - Austin,"1200 W 6th St, Austin, TX 78703",4.0,30.27296758753496,-97.75719738970636
491,Kinda Tropical,"3501 E 7th St, Austin, TX 78702",4.0,30.25655,-97.70309
492,Lonche'Bar,"5201 N Lamar Blvd, Austin, TX 78751",5.0,30.31961,-97.72994
493,Chef Hong,"907 W 24th St, Austin, TX 78705",4.5,30.288191459479236,-97.74720852513124
494,Los Pinos Jalisco,"6203 N Capital Of Texas Hwy, Austin, TX 78731",4.5,30.360887520428022,-97.78933072526968
495,Street,"3407 Greystone Dr, Austin, TX 78731",4.0,30.356587091597778,-97.7475086
496,Magnolia Cafe South,"1920 S Congress Ave, Austin, TX 78704",3.5,30.2446738918801,-97.7519036373102
497,Parkside,"301 E 6th St, Austin, TX 78701",4.0,30.2670631408691,-97.7403259277344
498,First Light Books,"4300 Speedway, Austin, TX 78751",4.5,30.30697910958961,-97.72976896106483
499,Musashino Sushi Dokoro,"2905 San Gabriel St, Ste 200, Austin, TX 78705",4.0,30.2980839,-97.7475817
500,Spicy Szechuan,"3706 Jefferson St, Austin, TX 78731",3.0,30.30939,-97.75141
501,The Mediterranean Chef,"5908 Aurora Dr, Austin, TX 78757",4.5,30.32995957693266,-97.72796670000528
502,Mousam Spice House,"3828 N Interstate 35 Frontage Rd, Austin, TX 78751",4.0,30.29538,-97.71982
503,Rules & Regs,"101 Red River St, Austin, TX 78701",4.0,30.26196811669366,-97.73806898599176
504,Le Bleu,"9070 Research Blvd, Ste 303, Austin, TX 78758",4.5,30.372020678526145,-97.7273147705522
505,Vivo Austin,"6406 N I 35, Ste 2343, Austin, TX 78752",4.0,30.3254085112821,-97.7085228255478
506,Modern Market,"3201 Bee Caves Rd, Ste 144, Austin, TX 78746",4.0,30.2727063,-97.8002069
507,Mighty Mo’s,"2716 1/2 Guadalupe St, Austin, TX 78705",4.0,30.29284,-97.741746
508,Pinch,"Austin, TX 78705",4.5,30.29567,-97.73912
509,Hyderboyz kitchen ,"4501 E Mlk Blvd, Austin, TX 78721",5.0,30.2851997,-97.6842751
510,Four Brothers,"111 Congress Ave, Austin, TX 78701",4.0,30.26374,-97.74365
511,Oasis Texas Brewing,"6550 Comanche Trl, Ste 301, Austin, TX 77098",4.0,30.405369,-97.8744985
512,The Austin Eagle,"8201 Cross Park Dr, Ste B2, Austin, TX 78754",4.0,30.331004424241694,-97.66678807298062
513,Phoenician Resto Cafe,"2909 Guadalupe St, Ste B, Austin, TX 78705",4.5,30.29563,-97.742392
514,Cucina On 35th,"1608 W 35th St, Austin, TX 78703",4.0,30.307613,-97.7509029
515,Pollo Caliente,"5933 Westminster Dr, Austin, TX 78723",4.5,30.31306,-97.69063
516,Sushi Bar,"2600 E Cesar Chavez St, Austin, TX 78702",4.5,30.254027,-97.715198
517,Cuantos Tacos,"1108 E 12th St, Austin, TX 78702",4.5,30.27289434365302,-97.7281926024063
