grocery_id,grocery_name,grocery_address,grocery_ratings,latitude,longitude
43,Bluebonnet Food Mart,"1701 Bluebonnet Ln, Austin, TX 78704",4.5,30.254449,-97.771911
44,HEB Grocery,"7112 Ed Bluestein, Ste 125, Austin, TX 78723",1.5,30.3121048602258,-97.6647942750076
45,Royal Blue Grocery - Congress Ave,"609 Congress Ave, Austin, TX 78701",4.5,30.26831,-97.74227
46,El Rancho Supermercado,"8752 Research Blvd, Austin, TX 78757",3.5,30.365017,-97.719646
47,Trader Joe's,"2805 Bee Cave Rd, Austin, TX 78746",4.5,30.270137,-97.789814
48,The Corner Market,"11010 Domain Dr, Ste 112, Austin, TX 78758",3.0,30.39678,-97.72702
49,H-E-B,"5808 Burnet Rd, Austin, TX 78756",3.5,30.33439,-97.74072
50,Randalls,"3300 Bee Caves Rd, West Lake Hills, TX 78746",3.5,30.274805,-97.799185
51,Asahi Imports,"3005 S Lamar Blvd, Ste B-105B, Austin, TX 78704",5.0,30.2418,-97.78441
52,Sprouts Farmers Market,"6920 Menchaca Rd, Austin, TX 78745",3.5,30.20237755,-97.80828067
53,Maha Market,"5212 Manchaca Rd, Austin, TX 78745",4.5,30.21887,-97.79554
54,Mlk Food Store,"2915 E Mlk Jr Blvd, Austin, TX 78702",4.5,30.281837683301937,-97.70782537374392
55,Quickie Pickie,"1208 E 11th St, Austin, TX 78702",4.0,30.268796,-97.727235
56,Randalls,"1500 W 35th St, Austin, TX 78703",2.5,30.306604324216536,-97.7490172716112
57,H-E-B,"7301 N FM 620, Austin, TX 78726",3.5,30.40424,-97.851632
58,Avenue B Grocery & Market,"4403 Ave B, Austin, TX 78751",4.0,30.30904,-97.73142
59,La Michoacana Meat Market,"9308 N Lamar Blvd, Austin, TX 78753",4.5,30.36222,-97.69832
60,Natural Grocers,"10515 N Mo-Pac Expy, Bldg L, Austin, TX 78759",4.0,30.3877438,-97.7330983
61,Whole Foods Market,"11920 Domain Dr, Austin, TX 78758",3.5,30.406373,-97.720033
62,H-E-B,"6900 Brodie Ln, Austin, TX 78745",3.5,30.2172832489014,-97.8318252563477
63,Hyridge Mart,"3503 Hyridge Dr, Austin, TX 78759",4.5,30.373924,-97.740928
64,H-E-B,"10710 Research Blvd, Ste 200, Austin, TX 78759",3.0,30.39854444097272,-97.74835100237826
65,Lamar Food Store,"1222 S Lamar Blvd, Austin, TX 78704",5.0,30.2542095184326,-97.7630615234375
66,Madina Market Halal Meat and Grocery,"9200 N Lamar Blvd, Austin, TX 78753",4.0,30.3612270355225,-97.6985549926758
67,Walmart Supercenter,"2525 W Anderson Ln, Austin, TX 78757",2.5,30.355767639615067,-97.7345188735814
68,Fresh Plus Grocery,"408 E 43rd St, Ste B, Austin, TX 78751",4.0,30.3049913366415,-97.7263676075461
69,H-E-B,"1434 Wells Branch Pkwy, Pflugerville, TX 78660",2.5,30.442713,-97.664119
70,Mosaic Market,"4600 Mueller Blvd, Ste 1031, Austin, TX 78723",4.5,30.2988211,-97.7072839
71,H-E-B,"12407 N Mopac Expy, Austin, TX 78758",3.0,30.417433713029823,-97.70290144112263
72,Walmart Supercenter,"1030 Norwood Park Blvd, Austin, TX 78753",1.5,30.338866127942687,-97.6898898729522
73,Royal Blue Grocery - Austin,"1629 E 6th St, Austin, TX 78702",3.0,30.2624118564119,-97.7251811367381
74,Brew Market & Cafe,"3842 Airport Blvd, Austin, TX 78722",4.5,30.2889345304199,-97.7077427841472
75,Jester Market,"6507 Jester Blvd, Ste 101, Austin, TX 78750",4.0,30.370190810060443,-97.8001067674292
76,H-E-B,"500 Canyon Ridge Dr, Austin, TX 78753",3.0,30.4054180035294,-97.6717526259497
77,JD's Market,"7310 E Riverside Dr, Austin, TX 78741",3.0,30.220845912882385,-97.69375906869702
78,Lamexicana Supermercado,"14236 Fm 969, Austin, TX 78728",3.0,30.24872,-97.584159
79,The Grove Market,"2601 Perseverance Dr, Austin, TX 78731",4.0,30.317860216411745,-97.7524503
80,Randalls,"8040 Mesa Dr, Austin, TX 78731",3.0,30.3714899,-97.75810218451456
81,Arlan's Market,"7108 Woodrow Ave, Austin, TX 78757",3.5,30.3430110486039,-97.7256112720475
82,H-E-B,"6607 S Ih 35, Austin, TX 78744",2.0,30.4935772114271,-97.922945022583
83,Whole Foods Market,"9607 Research Blvd, Ste 300, Austin, TX 78759",3.5,30.3892321344632,-97.7415479392868
84,Mom's Taste,"6613 Airport Blvd, Austin, TX 78752",4.5,30.33096,-97.71514
85,The Shuk,"13450 Research Blvd, Ste 229, Austin, TX 78750",5.0,30.44693620307468,-97.79143117390431
86,Orange Market 2,"2401 San Gabriel St, Ste 200, Austin, TX 78705",3.0,30.28842,-97.74746
87,The Austinite Market - Barton Springs,"1017 Barton Springs Rd, Austin, TX 78704",4.0,30.25994,-97.75542
88,H-E-B,"7901 US-290, Austin, TX 78736",3.5,30.22762706275207,-97.88786125604952
89,Barton Hills Market,"1220 Barton Hills Dr, Austin, TX 78704",4.0,30.26169,-97.77508
90,Marigold Market and Cafe,"7415 Southwest Pkwy, Bldg 6, Ste 100, Austin, TX 78735",4.5,30.254819093355863,-97.86695657169489
91,ALDI,"1415 Fm 685 Rd, Pflugerville, TX 78660",3.5,30.450123937095544,-97.6046932786744
92,Whole Foods Market,"4301 W William Cannon, Austin, TX 78749",4.0,30.221506266265507,-97.84118178279492
93,épicerie ,"2307 Hancock Dr, Austin, TX 78756",4.0,30.3245258331299,-97.7436752319336
94,La Michoacana,"6908 Cameron Rd, Austin, TX 78752",3.5,30.32472277880486,-97.69358092514764
95,Cork & Brew Market,"2700 S Congress Ave, Austin, TX 78704",4.5,30.23542,-97.75681
96,Royal Blue Grocery,"241 W 3rd St, Austin, TX 78701",4.0,30.265616,-97.7459139
97,Walmart Supercenter,"5017 W Hwy 290, Austin, TX 78735",2.5,30.232229820563504,-97.82327077434115
98,Westlake Grocery,"96 Redbud Trl, West Lake Hills, TX 78746",3.5,30.29225,-97.79779
99,H-E-B Plus,"11521 FM-620 N, Austin, TX 78726",3.5,30.4546576970921,-97.8260099887848
100,Foxtrot,"1804 S 1st St, Austin, TX 78704",3.5,30.24716,-97.75617
101,JD's Super Market,"9111 Fm 812, Austin, TX 78719",2.0,30.160302360267284,-97.68677093286686
102,Quinta Caporales Meat Market,"730 W Stassney Ln, Ste 105, Austin, TX 78745",4.5,30.209724,-97.782669
103,Speedway Foodmart,"104 E 31st St, Austin, TX 78705",4.0,30.29519,-97.73654
104,Mí Casa Market,"11700 Dessau Rd, Austin, TX 78754",3.5,30.376633,-97.659807
105,Second Street Market,"200 San Jacinto Blvd, Austin, TX 78701",3.0,30.26369,-97.74193
106,H-E-B,"8801 S Congress Ave, Austin, TX 78745",3.5,30.169096,-97.786775
107,Walmart Supercenter,"3701 N Main St, Taylor, TX 76574",1.5,30.598614879660783,-97.4181982728735
108,JD's Market,"14300 Dessau Rd, Pflugerville, TX 78660",4.0,30.415746,-97.633445
109,Midtown Grocery,"7010 Easy Wind Dr, Ste A-180, Austin, TX 78752",3.5,30.3391595,-97.7183757
110,Lucky Food Stores,"4327 S 1st St, Austin, TX 78745",5.0,30.2214,-97.77217
111,H-E-B,"2701 E 7th St, Austin, TX 78702",2.5,30.26048,-97.71157
112,H-E-B plus!,"5000 Gattis School Rd, Hutto, TX 78634",3.0,30.502584,-97.582422
113,Shahi Foods,"12410 N Lamar Blvd, Austin, TX 78753",3.0,30.4073207886441,-97.6791121229315
114,Randalls,"5145 N FM 620 Rd, Austin, TX 78732",3.0,30.389089,-97.886448
115,Royal Blue Grocery,"360 Nueces St, Austin, TX 78701",4.0,30.267680023868,-97.749376
116,Red River Market,"3213 Red River St, Austin, TX 78705",3.0,30.29173,-97.72658
117,Speedway Grocery,"3707 Speedway, Austin, TX 78705",4.0,30.30017,-97.73347
118,Los Hermanos Supermercado,"1200 W Howard Ln, Ste K, Austin, TX 78753",5.0,30.4240151,-97.6696899
119,H-E-B,"2000 Ranch Rd 620 S, Lakeway, TX 78734",3.5,30.344884773798288,-97.9675808389914
120,Lonestar Souvenir & Food Mart,"502 E 6th St, Austin, TX 78701",2.0,30.26703,-97.73792
121,General Store,"11003 Harris Branch Pkwy, Austin, TX 78754",2.5,30.3427238464355,-97.6127395629883
122,Brookshire Brothers,"14100 Ranch Road 12, Ste 1, Wimberley, TX 78676",3.5,29.99866,-98.09967
123,El Milagro Tortillas,"905 E 7th St, Austin, TX 78702",5.0,30.26606176854099,-97.73281660561382
124,West Gate Grocery,"2623 Jones Rd, Austin, TX 78745",4.0,30.2250328063965,-97.8033447265625
125,Walmart Supercenter,"12900 No I-35 Svc Rd Sb, Austin, TX 78753",2.0,30.4133978063362,-97.6759532600842
126,Star Market Shell,"7930 Thaxton Rd, Austin, TX 78747",3.5,30.157529118847,-97.7444822341204
127,J & H Metromart,"4400 E Ben White Blvd, Austin, TX 78741",5.0,30.21571,-97.73414
128,Say Hi,"5249 Burnet Rd, Austin, TX 78756",4.5,30.32538,-97.7393
129,Mi Tienda,"8007 Gessner Dr, Austin, TX 78753",3.0,30.34361,-97.70195
130,Angie's Discount Grocery,"206 W Bowman Rd, Round Rock, TX 78664",4.5,30.52491,-97.687192
131,Barton Creek,"2700 Barton Creek Blvd, Austin, TX 78735",4.5,30.28949,-97.871467
